SEBI REPORT AS ON Reporting date 24-NOV-2025,,,
,,,
,,,
Sr.No.,Particulars,Rs. In Lakhs ,
DBREALTY,VALOR ESTATE LIMITED,5252290,9039.59
DCAL,DISHMAN CARBO AMCIS LTD,600395,1626.63
DCBBANK,DCB BANK LIMITED,3454264,4906.72
DCI,DC INFOTECH AND COMUN LTD,92105,233.38
DCM,DCM LTD,7745,9.32
DCMNVL,DCM NOUVELLE LIMITED,3903,6.57
DCMSHRIRAM,DCM SHRIRAM LIMITED,158463,2093.39
DCMSRIND,DCM SHRIRAM IND LTD,629652,1079.47
DCW,DCW LTD,3905544,2979.51
DCXINDIA,DCX SYSTEMS LIMITED,2972882,7802.46
DDEVPLSTIK,DDEV PLASTIKS IND LTD,347581,1051.51
DECCANCE,DECCAN CEMENTS LIMITED,174858,1685.03
DEEDEV,DEE DEVELOPMENT ENG LTD,314514,836.51
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,733406,9786.85
DEEPAKNTR,DEEPAK NITRITE LTD,685525,13273.75
DEEPINDS,DEEP INDUSTRIES LIMITED,603240,2989.52
DELHIVERY,DELHIVERY LIMITED,2061652,9155.95
DELTACORP,DELTA CORP LIMITED,9493895,8785.29
DEN,DEN NETWORKS LTD,3241477,1261.24
DENORA,DE NORA INDIA LIMITED,7888,71.77
DENTA,DENTA WATER N INFRA SOL L,445121,1842.42
DEVIT,DEV INFO TECHNOLOGY LTD,14373,8.12
DEVX,DEV ACCELERATOR LIMITED,343,0.16
DEVYANI,DEVYANI INTERNATIONAL LTD,10565742,17798.70
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,931938,1403.38
DHANBANK,DHANLAXMI BANK LIMITED,443127,123.60
DHANI,DHANI SERVICES LIMITED,1291566,786.59
DHANUKA,DHANUKA AGRITECH LTD,106346,1566.95
DHARMAJ,DHARMAJ CROP GUARD LTD,15269,42.08
DHUNINV,DHUNSERI INVESTMENTS LTD,696,10.65
DIACABS,DIAMOND POWER INFRA LTD,4027692,6072.70
DIAMINESQ,DIAMINES & CHEMICALS LTD,410,1.46
DIAMONDYD,PRATAAP SNACKS LIMITED,1051276,11016.12
DICIND,DIC INDIA LIMITED,363,1.88
DIFFNKG,DIFFUSION ENGINEERS LTD,168898,612.60
DIGISPICE,DIGISPICE TECHNOLOGIES LT,690,0.23
DIGITIDE,DIGITIDE SOLUTIONS LTD,487089,953.36
DISHTV,DISH TV INDIA LTD.,3876562,200.53
DIVGIITTS,DIVGI TORQTRANSFER SYST L,11248,74.39
DIVISLAB,DIVI S LABORATORIES LTD,191397,12430.56
DIVOPPBEES,NIP IND ETF DIV OPP,104760,87.72
DIXON,DIXON TECHNO (INDIA) LTD,398177,63440.17
DLF,DLF LIMITED,4293378,33805.51
DLINKINDIA,D-LINK INDIA LTD,377843,1846.27
DMART,AVENUE SUPERMARTS LIMITED,499985,21413.55
DMCC,DMCC SPECIALITY CHEMICALS,18906,56.82
DODLA,DODLA DAIRY LIMITED,64581,871.39
DOLATALGO,DOLAT ALGOTECH LIMITED,615706,537.70
DOLLAR,DOLLAR INDUSTRIES LIMITED,159203,630.56
DOMS,DOMS INDUSTRIES LIMITED,103276,2731.15
DONEAR,DONEAR IND. LIMITED,31318,33.10
DPABHUSHAN,D. P. ABHUSHAN LIMITED,12459,191.35
DPSCLTD,DPSC LIMITED,45199,8.24
DPWIRES,D P WIRES LIMITED,23366,63.62
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,3715,0.78
DREAMFOLKS,DREAMFOLKS SERVICES LTD,66261,109.63
DREDGECORP,DREDGING CORP OF INDIA,119993,954.85
DRREDDY,DR. REDDY S LABORATORIES,617580,7853.77
DSSL,DYNACONS SYS & SOLN LTD,71991,777.99
DTIL,DHUNSERI TEA & IND. LTD.,4248,8.74
DUCON,DUCON INFRATECHNOLOGIES L,156661,9.29
DVL,DHUNSERI VENTURES LIMITED,35031,118.07
DWARKESH,DWARIKESH SUGAR IND LTD,2580893,1352.81
DYCL,DYNAMIC CABLES LIMITED,261702,1101.67
DYNAMATECH,DYNAMATIC TECHNOLOGIES,74705,5597.78
DYNPRO,DYNEMIC PRODUCTS LIMITED,8725,27.12
EASEMYTRIP,EASY TRIP PLANNERS LTD,61754464,7503.01
EBBETF0430,EDELAMC - EBBETF0430,533,8.15
EBBETF0431,EDELAMC - EBBETF0431,337,4.64
EBBETF0433,EDELAMC - EBBETF0433,275,3.50
EBGNG,GNG ELECTRONICS LIMITED,203795,723.87
ECAPINSURE,EDELAMC - ECAPINSURE,154389,36.36
ECLERX,ECLERX SERVICES LTD,48709,2050.24
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,254938,695.35
EDELWEISS,EDELWEISS FIN SERV LTD,15171477,16942.14
EFCIL,EFC (I) LIMITED,309291,926.90
EGOLD,EDELAMC - EGOLD,111028,126.72
EICHERMOT,EICHER MOTORS LTD,87638,5849.06
EIDPARRY,EID PARRY INDIA LTD,333860,3503.49
EIEL,ENVIRO INFRA ENGINEERS L,3811289,9661.75
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,39291,152.56
EIHOTEL,EIH LIMITED,685472,2717.30
EIMCOELECO,EIMCO ELECON (INDIA) LTD,50618,1029.65
EKC,EVEREST KANTO CYLINDERLTD,1136816,1664.75
ELDEHSG,ELDECO HSG & IND LTD.,557,4.49
ELECON,ELECON ENG. CO. LTD,1358953,8163.73
ELECTCAST,ELECTROSTEEL CASTINGS LTD,7940199,8506.36
ELECTHERM,ELECTROTHERM (I) LTD.,13143,128.36
ELGIEQUIP,ELGI EQUIPMENTS LTD,1301780,6740.61
ELIN,ELIN ELECTRONICS LIMITED,177081,360.65
ELLEN,ELLENBARRIE INDUS GASES L,383603,1964.72
ELM250,EDELAMC - ELM250,1000,0.17
EMAMILTD,EMAMI LIMITED,665662,3882.40
EMAMIPAP,EMAMI PAPER MILLS LIMITED,183634,202.79
EMBDL,EMBASSY DEVELOPMENTS LTD,41792794,46782.75
EMCURE,EMCURE PHARMACEUTICALS L,137650,1893.28
EMIL,ELECTRONICS MART IND LTD,2120886,3179.14
EMKAY,EMKAY GLOBAL FIN SERV LTD,72,0.28
EMMBI,EMMBI INDUSTRIES LIMITED,1651,2.03
EMSLIMITED,EMS LIMITED,1288556,7601.89
EMUDHRA,EMUDHRA LIMITED,193239,1353.60
EMULTIMQ,EDELAMC - EMULTIMQ,39632,16.94
ENDURANCE,ENDURANCE TECHNO. LTD.,142291,4018.76
ENGINERSIN,ENGINEERS INDIA LTD,12410235,26499.49
ENIL,ENTERTAIN NET. IND. LTD.,44024,68.97
ENRIN,SIEMENS ENERGY INDIA LTD,276165,9117.69
ENTERO,ENTERO HEALTHCARE SOLU L,411388,4782.62
EPACK,EPACK DURABLE LIMITED,1601865,5541.07
EPACKPEB,EPACK PREFAB TECHN LTD,278680,887.00
EPIGRAL,EPIGRAL LIMITED,257844,4583.85
EPL,EPL LIMITED,2196110,4888.48
EQUAL200,MIRAEAMC - EQUAL200,22519,3.02
EQUAL50ADD,DSPAMC - DSPNEWETF,5857,19.16
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,8413147,5508.12
ERIS,ERIS LIFESCIENCES LIMITED,56905,960.34
ESABINDIA,ESAB INDIA LTD,4996,270.25
ESAFSFB,ESAF SMALL FINANCE BANK L,1838243,627.59
ESCORTS,ESCORTS KUBOTA LIMITED,152847,5533.58
ESG,MIRAEAMC - MAESGETF,17624,7.65
ESILVER,EDELAMC - ESILVER,81420,124.99
ESSENTIA,INTEGRA ESSENTIA LIMITED,175010,3.68
ESTER,ESTER INDUSTRIES LTD,326746,427.72
ETERNAL,ETERNAL LIMITED,21690064,66204.72
ETHOSLTD,ETHOS LIMITED,19888,540.05
EUREKAFORB,EUREKA FORBES LIMITED,145054,843.33
EUROBOND,EURO PANEL PRODUCTS LTD,1785,4.02
EUROPRATIK,EURO PRATIK SALES LIMITED,63054,231.66
EVEREADY,EVEREADY INDS. IND.  LTD.,856296,3318.00
EVERESTIND,EVEREST INDUSTRIES LTD,15894,98.99
EVIETF,ICICIPRAMC - EVIETF,93864,30.07
EVINDIA,MIRAEAMC - EVINDIA,193456,58.91
EXCEL,EXCEL REALTY N INFRA LTD,201,0.00
EXCELINDUS,EXCEL INDUSTRIES LTD,28541,344.41
EXICOM,EXICOM TELE SYSTEMS LTD,850119,1319.04
EXIDEIND,EXIDE INDUSTRIES LTD,6169375,25751.54
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,85501,979.57
EXXARO,EXXARO TILES LIMITED,150049,12.50
FABTECH,FABTECH TECHNOLOGIES LTD,236082,575.15
FACT,FACT LTD,711043,6934.16
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,49128,417.14
FAZE3Q,FAZE THREE LIMITED,50568,265.23
FCL,FINEOTEX CHEMICAL LIMITED,6651296,2155.61
FCSSOFT,FCS SOFTWARE SOLN. LTD.,659293,16.83
FDC,FDC LIMITED,501194,2413.75
FEDERALBNK,FEDERAL BANK LTD,2217032,4755.19
FEDFINA,FEDBANK FINANCIAL SER L,3443410,4911.63
FIBERWEB,FIBERWEB INDIA LIMITED,3198,1.46
FIEMIND,FIEM INDUSTRIES LIMITED,77671,1617.60
FILATEX,FILATEX INDIA LTD,3201292,1803.49
FILATFASH,FILATEX FASHIONS LIMITED,2436325,12.74
FINCABLES,FINOLEX CABLES LTD,1208238,10925.06
FINEORG,FINE ORGANIC IND. LTD.,29600,1415.94
FINIETF,ICICIPRAMC-ICICIFIN,541346,167.77
FINOPB,FINO PAYMENTS BANK LTD,1346769,4117.96
FINPIPE,FINOLEX INDUSTRIES LTD,3284722,7043.61
FIRSTCRY,BRAINBEES SOLUTIONS LTD,2708445,9966.65
FISCHER,FISCHER MEDICAL VENTURE L,1220135,825.07
FIVESTAR,FIVE-STAR BUS FIN LTD,1085499,6924.47
FLAIR,FLAIR WRITING INDUST LTD,253228,827.08
FLEXIADD,DSPAMC - FLEXIADD,1060,0.11
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,488312,18070.50
FMCGIETF,ICICIPRAMC - ICICIFMCG,1961153,1173.06
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,166081,843.11
FOCUS,FOCUS LIGHTG & FIXTRS LTD,7500,5.68
FOODSIN,FOODS & INNS LIMITED,34759,31.14
FORCEMOT,FORCE MOTORS LIMITED,60909,10141.92
FORTIS,FORTIS HEALTHCARE LTD,1420269,13558.76
FOSECOIND,FOSECO INDIA LTD,3419,203.43
FSL,FIRSTSOURCE SOLU. LTD.,1749665,6269.04
FUSION,FUSION FINANCE LIMITED,1665942,3950.69
GABRIEL,GABRIEL INDIA LTD,232203,2331.03
GAEL,GUJARAT AMBUJA EXPORTS LT,1714811,2147.06
GAIL,GAIL (INDIA) LTD,14283706,26816.88
GALAPREC,GALA PRECISION ENG LTD,41692,392.31
GALAXYSURF,GALAXY SURFACTANTS LTD,38797,923.48
GALLANTT,GALLANTT ISPAT LIMITED,350038,2209.97
GANDHAR,GANDHAR OIL REFINE IND L,713339,1196.26
GANDHITUBE,GANDHI SPL. TUBES LTD,24195,211.14
GANECOS,GANESHA ECOSPHERE LIMITED,156977,1973.39
GANESHBE,GANESH BENZOPLAST LIMITED,410227,458.06
GANESHCP,GANESH CONSUMER PRODUCT L,32254,89.68
GANESHHOU,GANESH HOUSING LIMITED,443957,4168.74
GARFIBRES,GARWARE TECH FIBRES LTD,93384,764.50
GARUDA,GARUDA CONSTRUCT N ENG L,713334,1586.79
GATECH,GACM TECHNOLOGIES LIMITED,4000,0.03
GATEWAY,GATEWAY DISTRIPARKS LTD,5188482,3492.39
GEECEE,GEECEE VENTURES LIMITED,3893,14.21
GEEKAYWIRE,GEEKAY WIRES LIMITED,472,0.35
GEMAROMA,GEM AROMATICS LIMITED,279653,580.91
GENESYS,GENESYS INTL CORPN LTD,808716,4833.87
GENUSPAPER,GENUS P&B LIMITED,155586,31.67
GENUSPOWER,GENUS POWER INFRASTRU LTD,3772087,13626.12
GEOJITFSL,GEOJIT FINANCIAL SER L,1871324,1527.83
GESHIP,THE GE SHPG.LTD,740542,8092.38
GFLLIMITED,GFL LIMITED,10478,5.75
GHCL,GHCL LIMITED,405475,2540.06
GHCLTEXTIL,GHCL TEXTILES LIMITED,136866,112.39
GICHSGFIN,GIC HOUSING FINANCE LTD,1302928,2557.42
GICRE,GENERAL INS CORP OF INDIA,2227145,8918.22
GILLETTE,GILLETTE INDIA LTD,55212,5191.40
GILT5YBEES,RELCAPAMC - NETFGILT5Y,3855,2.43
GIPCL,GUJ IND POW CO. LTD,2810640,5532.44
GKENERGY,GK ENERGY LIMITED,185297,356.91
GLAND,GLAND PHARMA LIMITED,180279,3501.85
GLAXO,GLAXOSMITHKLINE PHARMA LT,113228,3272.99
GLENMARK,GLENMARK PHARMACEUTICALS,579193,11164.59
GLOBAL,GLOBAL EDUCATION LIMITED,4500,3.30
GLOBALVECT,GLOBAL VEC HELICORP LTD,2184,5.03
GLOBE,GLOBE ENTERPRISE (I) LTD,8650,0.26
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,858221,601.49
GLOBUSSPR,GLOBUS SPIRITS LTD,195040,2210.78
GLOSTERLTD,GLOSTER LIMITED,11563,75.36
GLOTTIS,GLOTTIS LIMITED,97399,69.00
GMBREW,G M BREWERIES LTD,101430,1103.62
GMDCLTD,GUJARAT MINERAL DEV CORP,6185906,32617.73
GMMPFAUDLR,GMM PFAUDLER LIMITED,263323,3226.59
GMRAIRPORT,GMR AIRPORTS LIMITED,8971499,8352.44
GMRP&UI,GMR POW AND URBAN INFRA L,11965219,14007.07
GNA,GNA AXLES LIMITED,160874,550.41
GNFC,GUJ NAR VAL FER & CHEM L,1974815,10798.77
GOACARBON,GOA CARBON LIMITED,27787,138.85
GOCLCORP,GOCL CORPORATION LIMITED,348115,1340.31
GOCOLORS,GO FASHION INDIA LTD,215189,1469.07
GODAVARIB,GODAVARI BIOREFINERIES L,45857,123.06
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,636449,21556.06
GODIGIT,GO DIGIT GENERAL INS LTD,206259,739.24
GODREJAGRO,GODREJ AGROVET LIMITED,1017499,7195.06
GODREJCP,GODREJ CONSUMER PRODUCTS,571796,6948.39
GODREJIND,GODREJ INDUSTRIES LTD,194904,2214.97
GODREJPROP,GODREJ PROPERTIES LTD,745085,17143.10
GOKEX,GOKALDAS EXPORTS LTD.,1368434,11769.49
GOKUL,GOKUL REFOILS & SOLV LTD,644,0.28
GOKULAGRO,GOKUL AGRO RESOURCES LTD,407632,779.18
GOLD1,KOTAK GOLD ETF,1117908,1088.24
GOLD360,360ONEAMC - GOLD360,37207,46.43
GOLDBEES,NIP IND ETF GOLD BEES,22718696,22721.25
GOLDCASE,ZERODHAAMC - GOLDCASE,2437677,462.54
GOLDETF,MIRAEAMC - MAGOLDETF,713246,830.26
GOLDETFADD,DSPAMC - DSPGOLDETF,33541,39.73
GOLDIAM,GOLDIAM INTERNATIONAL LTD,1996295,7555.34
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,3777210,3903.05
GOLDSHARE,UTI GOLD ETF,1359399,1169.39
GOLDTECH,AION-TECH SOLUTIONS LTD,1400,0.95
GOODLUCK,GOODLUCK INDIA LIMITED,754262,7617.56
GOPAL,GOPAL SNACKS LIMITED,777332,2783.57
GOYALALUM,GOYAL ALUMINIUMS LIMITED,200,0.01
GPIL,GODAWARI POW & ISP LTD,9373645,22168.78
GPPL,GUJARAT PIPAVAV PORT LTD,8224012,16642.10
GPTHEALTH,GPT HEALTHCARE LIMITED,578808,918.59
GPTINFRA,GPT INFRAPROJECTS LTD,182993,207.65
GRANULES,GRANULES INDIA LIMITED,4544067,24024.17
GRAPHITE,GRAPHITE INDIA LTD,1785916,10299.51
GRASIM,GRASIM INDUSTRIES LTD,319977,8890.03
GRAUWEIL,GRAUER & WEIL IND LTD,2000,1.83
GRAVITA,GRAVITA INDIA LIMITED,546332,9914.86
GREAVESCOT,GREAVES COTTON LTD.,5288748,11663.08
GREENLAM,GREENLAM INDUSTRIES LTD.,91804,236.59
GREENPANEL,GREENPANEL INDUSTRIES LTD,296251,885.85
GREENPLY,GREENPLY INDUSTRIES LTD,432851,1339.41
GREENPOWER,ORIENT GREEN POWER CO LTD,5813090,815.52
GRINDWELL,GRINDWELL NORTON LIMITED,74106,1282.98
GRINFRA,G R INFRAPROJECTS LIMITED,79554,1028.66
GRMOVER,GRM OVERSEAS LIMITED,2654941,10231.25
GROWWDEFNC,GROWWAMC - GROWWDEFNC,865358,711.18
GROWWEV,GROWWAMC - GROWWEV,202296,61.98
GROWWGOLD,GROWWAMC - GROWWGOLD,238852,290.22
GROWWLIQID,GROWWAMC - GROWWLIQID,5089,5.42
GROWWLOVOL,GROWWAMC - GROWWLOVOL,3456,0.36
GROWWMOM50,GROWWAMC - GROWWMOM50,133737,14.51
GROWWN200,GROWWAMC - GROWWN200,20781,2.39
GROWWNET,GROWWAMC - GROWWNET,137913,14.86
GROWWNIFTY,GROWWAMC - GROWWNIFTY,21397,2.24
GROWWNXT50,GROWWAMC - GROWWNXT50,593,0.41
GROWWPOWER,GROWWAMC - GROWWPOWER,151937,15.59
GROWWRAIL,GROWWAMC - GROWWRAIL,3680051,1312.62
GROWWRLTY,GROWWAMC - GROWWRLTY,16149,1.69
GROWWSLVR,GROWWAMC - GROWWSLVR,498642,808.53
GRPLTD,GRP LIMITED,4362,99.39
GRSE,GARDEN REACH SHIP&ENG LTD,1427898,38453.82
GRWRHITECH,GARWARE HI-TECH FILMS LTD,114613,4426.30
GSEC10IETF,ICICIPRAMC - ICICI10GS,1137,2.94
GSEC10YEAR,MIRAEAMC - MAGS813ETF,2,0.00
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,1003,0.64
GSFC,GUJ STATE FERT & CHEM LTD,7518939,15528.75
GSLSU,GLOBAL SURFACES LIMITED,173029,245.91
GSPL,GUJARAT STATE PETRO LTD,783714,2609.30
GSS,GSS INFOTECH LIMITED,192413,47.42
GTL,GTL LTD,97830,12.02
GTLINFRA,GTL INFRA.LTD,8501066,136.33
GTPL,GTPL HATHWAY LIMITED,43049,51.34
GUFICBIO,GUFIC BIOSCIENCES LTD.,130128,472.46
GUJALKALI,GUJARAT ALKALIES & CHEM,362528,2316.08
GUJAPOLLO,GUJ. APOLLO IND. LTD.,2,0.01
GUJGASLTD,GUJARAT GAS LIMITED,736629,3381.74
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,1327438,5518.43
GULFOILLUB,GULF OIL LUB. IND. LTD.,164729,2036.67
GULFPETRO,GP PETROLEUMS LIMITED,60519,25.72
GULPOLY,GULSHAN POLYOLS LIMITED,270131,452.64
GVKPIL,GVK POW. & INFRA LTD.,20000,1.93
GVPIL,GE POWER INDIA LIMITED,480617,1675.92
GVT&D,GE VERNOVA T&D INDIA LTD,180003,5401.33
HAL,HINDUSTAN AERONAUTICS LTD,3374054,159928.29
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2803594,18599.95
HAPPYFORGE,HAPPY FORGINGS LIMITED,101370,1015.52
HARDWYN,HARDWYN INDIA LIMITED,158135,25.40
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,592281,2927.79
HARRMALAYA,HARRISON MALAYALAM LTD,12422,25.85
HARSHA,HARSHA ENGINEERS INT LTD,1059303,4759.93
HATHWAY,HATHWAY CABLE & DATACOM,29252904,4535.09
HATSUN,HATSUN AGRO PRODUCT LTD.,29804,317.22
HAVELLS,HAVELLS INDIA LIMITED,917858,14196.51
HBLENGINE,HBL ENGINEERING LTD,4621065,40892.19
HCC,HINDUSTAN CONSTRUCTION CO,14112570,3977.34
HCG,HEALTHCARE GLOB. ENT. LTD,331212,2107.09
HCL-INSYS,HCL INFOSYSTEMS LTD,425,0.07
HCLTECH,HCL TECHNOLOGIES LTD,1029825,16715.94
HDBFS,HDB FINANCIAL SERVICES L,593398,4458.23
HDFCAMC,HDFC AMC LIMITED,226005,12445.74
HDFCBANK,HDFC BANK LTD,3061168,29082.25
HDFCBSE500,HDFCAMC - HDFCBSE500,9838,3.69
HDFCGOLD,HDFC GOLD ETF,2799820,2857.67
HDFCGROWTH,HDFCAMC - HDFCGROWTH,3837,4.66
HDFCLIFE,HDFC LIFE INS CO LTD,787271,5967.58
HDFCLIQUID,HDFCAMC - HDFCLIQUID,12,0.12
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,27689,5.78
HDFCMID150,HDFCAMC - HDFCMID150,679307,145.87
HDFCMOMENT,HDFCAMC - HDFCMOMENT,431615,141.88
HDFCNEXT50,HDFCAMC - HDFCNEXT50,67617,47.46
HDFCNIF100,HDFCAMC - HDFCNIF100,37113,9.97
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,62129,34.99
HDFCNIFIT,HDFCAMC - HDFCNIFIT,170870,64.21
HDFCNIFTY,HDFCAMC - HDFCNIFTY,37434,103.64
HDFCPSUBK,HDFCAMC HDFCPSUBK,20692,16.75
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,84527,23.71
HDFCQUAL,HDFCAMC - HDFCQUAL,21760,12.77
HDFCSENSEX,HDFCAMC - HDFCSENSEX,18423,16.75
HDFCSILVER,HDFCAMC - HDFCSILVER,6018298,9527.55
HDFCSML250,HDFCAMC - HDFCSML250,2518822,4328.75
HDFCVALUE,HDFCAMC - HDFCVALUE,1447,1.95
HEALTHIETF,ICICIPRAMC - ICICIPHARM,168209,252.87
HEALTHY,BIRLASLAMC - HEALTHY,208094,31.22
HEG,HEG LTD,2160649,11537.66
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,866747,1818.53
HEMIPROP,HEMISPHERE PROP IND LTD,3007634,4638.16
HERANBA,HERANBA INDUSTRIES LTD,132189,435.84
HERCULES,HERCULES INVESTMENTS LTD,28491,56.13
HERITGFOOD,HERITAGE FOODS LTD,1108802,5488.47
HEROMOTOCO,HERO MOTOCORP LIMITED,133023,6972.39
HESTERBIO,HESTER BIOSCIENCES LTD,7934,157.41
HEUBACHIND,HEUBACH COLORANTS IND LTD,40554,221.65
HEXT,HEXAWARE TECHNOLOGIES LTD,367049,2741.03
HFCL,HFCL LIMITED,38686128,34747.19
HGINFRA,H.G.INFRA ENGINEERING LTD,499115,5277.53
HGS,HINDUJA GLOBAL SOLS. LTD.,132836,787.46
HIKAL,HIKAL LIMITED,1297290,4005.92
HILINFRA,HIGHWAY INFRASTRUCTURE L,172681,127.65
HILTON,HILTON METAL FORGING LTD,48779,23.06
HIMATSEIDE,HIMATSINGKA SEIDE LTD,3028914,4365.31
HINDALCO,HINDALCO  INDUSTRIES  LTD,2106040,16034.12
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,3259,15.28
HINDCON,HINDCON CHEMICALS LIMITED,821,0.26
HINDCOPPER,HINDUSTAN COPPER LTD,17327004,52182.78
HINDMOTORS,HINDUSTAN MOTORS LIMITED,5000,1.07
HINDOILEXP,HINDUSTAN OIL EXPLORATION,4174642,7945.34
HINDPETRO,HINDUSTAN PETROLEUM CORP,1325816,5670.82
HINDUNILVR,HINDUSTAN UNILEVER LTD.,947672,23751.97
HINDWAREAP,HINDWARE HME INOVATON LTD,1710254,5342.76
HINDZINC,HINDUSTAN ZINC LIMITED,9070745,44069.96
HIRECT,HIND RECTIFIER LIMITED,45784,771.57
HISARMETAL,HISAR METAL IND. LIMITED,1099,2.43
HITECH,HI-TECH PIPES LIMITED,7714360,8879.77
HITECHCORP,HITECH CORPORATION LTD,1353,2.75
HLEGLAS,HLE GLASCOAT LIMITED,280311,1474.37
HLVLTD,HLV LIMITED,991226,129.79
HMAAGRO,HMA AGRO INDUSTRIES LTD,713127,233.01
HMVL,HINDUSTAN MEDIA VENT LTD,36899,30.59
HNDFDS,HINDUSTAN FOODS LIMITED,60305,330.75
HNGSNGBEES,NIP IND ETF HANGSENG BEES,442996,2188.33
HOMEFIRST,HOME FIRST FIN CO IND LTD,303410,3781.89
HONASA,HONASA CONSUMER LIMITED,834771,2432.94
HONAUT,HONEYWELL AUTOMATION IND,10230,4003.59
HONDAPOWER,HONDA I POWER PRODUCT LTD,21437,612.29
HPAL,HP ADHESIVES LIMITED,79305,56.61
HPL,HPL ELECTRIC & POWER LTD,698965,3721.72
HSCL,HIMADRI SPECIALITY CHEM L,4895795,23624.18
HTMEDIA,HT MEDIA LIMITED,10000,2.89
HUBTOWN,HUBTOWN LIMITED,3310874,9793.09
HUDCO,HSG & URBAN DEV CORPN LTD,11315628,27550.09
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,1229854,4186.37
HYUNDAI,HYUNDAI MOTOR INDIA LTD,717811,17651.79
ICEMAKE,ICE MAKE REFRIGERAT LTD,29832,241.63
ICICIB22,ICICIPRAMC - BHARATIWIN,321410,358.83
ICICIBANK,ICICI BANK LTD.,3908093,54102.15
ICICIGI,ICICI LOMBARD GIC LIMITED,162141,3284.04
ICICIPRULI,ICICI PRU LIFE INS CO LTD,617911,3938.24
ICIL,INDO COUNT INDUSTRIES LTD,836117,2564.76
ICRA,ICRA LIMITED,6356,410.00
IDBI,IDBI BANK LIMITED,40604516,38853.56
IDEA,VODAFONE IDEA LIMITED,598312940,52664.41
IDEAFORGE,IDEAFORGE TECHNO LTD,1215264,6465.68
IDFCFIRSTB,IDFC FIRST BANK LIMITED,49282581,36010.29
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,2883,7.93
IEX,INDIAN ENERGY EXC LTD,9698646,15385.15
IFBAGRO,IFB AGRO INDUSTRIES LTD,20681,290.08
IFBIND,IFB INDUSTRIES LTD,291713,4866.99
IFCI,IFCI LTD,20844462,12318.77
IFGLEXPOR,IFGL REFRACTORIES LIMITED,38081,105.27
IGARASHI,IGARASHI MOTORS INDIA LTD,183674,1000.36
IGCL,INDOGULF CROPSCIENCES LTD,424448,460.41
IGIL,INTERNATIO GEMM INS (I) L,1157138,4356.80
IGL,INDRAPRASTHA GAS LTD,2412998,5166.77
IGPL,I G PETROCHEMICALS LTD,84172,429.25
IIFL,IIFL FINANCE LIMITED,1725917,8140.19
IIFLCAPS,IIFL CAPITAL SERVICES LTD,2393620,7785.52
IKIO,IKIO TECHNOLOGIES LIMITED,334773,788.56
IKS,INVENTURUS KNOWLEDGE SO L,409964,6584.02
IMAGICAA,IMAGICAAWORLD ENT LTD,2906312,1842.53
IMFA,INDIAN METALS & FERRO,246664,2547.21
IMPAL,IND MOTOR PART & ACC LTD,569,6.45
INDBANK,INDBANK MERCH BANK,11688,4.86
INDGN,INDEGENE LIMITED,1161553,6632.23
INDHOTEL,THE INDIAN HOTELS CO. LTD,4028464,30433.53
INDIACEM,THE INDIA CEMENTS LIMITED,559172,2004.24
INDIAGLYCO,INDIA GLYCOLS LTD,1097245,9256.12
INDIAMART,INDIAMART INTERMESH LTD,106922,2667.54
INDIANB,INDIAN BANK,520493,4010.98
INDIANHUME,INDIAN HUME PIPE CO. LTD.,77695,323.56
INDIASHLTR,INDIA SHELTER FIN CORP L,405401,3343.12
INDIGO,INTERGLOBE AVIATION LTD,373724,21351.13
INDIGOPNTS,INDIGO PAINTS LIMITED,116860,1422.56
INDIQUBE,INDIQUBE SPACES LIMITED,102880,239.03
INDNIPPON,INDIA NIPPON ELECT  LTD,69807,630.47
INDOAMIN,INDO AMINES LIMITED,216514,327.19
INDOBORAX,INDO BORAX & CHEMICAL LTD,2188,4.01
INDOCO,INDOCO REMEDIES LTD.,129400,383.40
INDOFARM,INDO FARM EQUIPMENT LTD,316363,761.80
INDORAMA,INDO RAMA SYNTHETICS LTD,533730,324.69
INDOSTAR,INDOSTAR CAPITAL FIN LTD,1048028,3125.51
INDOTECH,INDO TECH TRANSFORM LTD.,14317,258.66
