SEBI REPORT AS ON Reporting date 14-NOV-2025,,,
,,,
,,,
Sr.No.,Particulars,Rs. In Lakhs ,
DCAL,DISHMAN CARBO AMCIS LTD,611694,1696.27
DCBBANK,DCB BANK LIMITED,4207212,5948.92
DCI,DC INFOTECH AND COMUN LTD,111874,283.46
DCM,DCM LTD,4745,6.29
DCMNVL,DCM NOUVELLE LIMITED,1953,3.76
DCMSHRIRAM,DCM SHRIRAM LIMITED,165661,2202.01
DCMSRIND,DCM SHRIRAM IND LTD,592135,1044.52
DCW,DCW LTD,3832012,2949.03
DCXINDIA,DCX SYSTEMS LIMITED,2898784,7788.84
DDEVPLSTIK,DDEV PLASTIKS IND LTD,272225,840.34
DECCANCE,DECCAN CEMENTS LIMITED,175121,1720.22
DEEDEV,DEE DEVELOPMENT ENG LTD,312058,838.68
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,721481,9639.18
DEEPAKNTR,DEEPAK NITRITE LTD,691918,13511.33
DEEPINDS,DEEP INDUSTRIES LIMITED,601820,2984.62
DELHIVERY,DELHIVERY LIMITED,2205311,9860.07
DELTACORP,DELTA CORP LIMITED,9353574,8746.92
DEN,DEN NETWORKS LTD,3395346,1323.45
DENORA,DE NORA INDIA LIMITED,10348,93.25
DENTA,DENTA WATER N INFRA SOL L,437223,1832.55
DEVIT,DEV INFO TECHNOLOGY LTD,14373,8.12
DEVX,DEV ACCELERATOR LIMITED,2112,0.93
DEVYANI,DEVYANI INTERNATIONAL LTD,10422381,17630.83
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,934701,1412.13
DHANBANK,DHANLAXMI BANK LIMITED,484375,134.53
DHANI,DHANI SERVICES LIMITED,1294378,787.72
DHANUKA,DHANUKA AGRITECH LTD,104131,1558.69
DHARMAJ,DHARMAJ CROP GUARD LTD,15476,42.65
DHUNINV,DHUNSERI INVESTMENTS LTD,696,10.65
DIACABS,DIAMOND POWER INFRA LTD,4077786,6154.58
DIAMINESQ,DIAMINES & CHEMICALS LTD,410,1.46
DIAMONDYD,PRATAAP SNACKS LIMITED,1024157,10734.78
DIFFNKG,DIFFUSION ENGINEERS LTD,170583,634.81
DIGISPICE,DIGISPICE TECHNOLOGIES LT,690,0.23
DIGITIDE,DIGITIDE SOLUTIONS LTD,525901,1031.57
DISHTV,DISH TV INDIA LTD.,3921421,205.96
DIVGIITTS,DIVGI TORQTRANSFER SYST L,10695,70.38
DIVISLAB,DIVI S LABORATORIES LTD,180177,11712.87
DIVOPPBEES,NIP IND ETF DIV OPP,107195,89.62
DIXON,DIXON TECHNO (INDIA) LTD,348331,56011.82
DLF,DLF LIMITED,3938748,31207.98
DLINKINDIA,D-LINK INDIA LTD,392635,1922.14
DMART,AVENUE SUPERMARTS LIMITED,458525,19828.07
DMCC,DMCC SPECIALITY CHEMICALS,19635,59.25
DODLA,DODLA DAIRY LIMITED,64797,874.71
DOLATALGO,DOLAT ALGOTECH LIMITED,607840,541.16
DOLLAR,DOLLAR INDUSTRIES LIMITED,166800,658.95
DOMS,DOMS INDUSTRIES LIMITED,104480,2767.86
DONEAR,DONEAR IND. LIMITED,31580,33.31
DPABHUSHAN,D. P. ABHUSHAN LIMITED,12501,189.84
DPSCLTD,DPSC LIMITED,40226,7.69
DPWIRES,D P WIRES LIMITED,25893,70.77
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,3715,0.78
DREAMFOLKS,DREAMFOLKS SERVICES LTD,45756,64.37
DREDGECORP,DREDGING CORP OF INDIA,125232,979.30
DRREDDY,DR. REDDY S LABORATORIES,719657,9088.91
DSSL,DYNACONS SYS & SOLN LTD,76040,825.44
DTIL,DHUNSERI TEA & IND. LTD.,4248,8.74
DUCON,DUCON INFRATECHNOLOGIES L,156661,9.29
DVL,DHUNSERI VENTURES LIMITED,23379,82.98
DWARKESH,DWARIKESH SUGAR IND LTD,2440525,1300.93
DYCL,DYNAMIC CABLES LIMITED,272929,1161.91
DYNAMATECH,DYNAMATIC TECHNOLOGIES,73047,5366.09
DYNPRO,DYNEMIC PRODUCTS LIMITED,7428,23.86
EASEMYTRIP,EASY TRIP PLANNERS LTD,63811625,7808.46
EBBETF0430,EDELAMC - EBBETF0430,873,13.46
EBBETF0431,EDELAMC - EBBETF0431,285,3.92
EBBETF0433,EDELAMC - EBBETF0433,40,0.50
EBGNG,GNG ELECTRONICS LIMITED,247702,879.89
ECAPINSURE,EDELAMC - ECAPINSURE,179288,42.20
ECLERX,ECLERX SERVICES LTD,51782,2171.19
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,246527,672.48
EDELWEISS,EDELWEISS FIN SERV LTD,15446410,17260.41
EFCIL,EFC (I) LIMITED,234519,716.75
EGOLD,EDELAMC - EGOLD,116080,132.95
EICHERMOT,EICHER MOTORS LTD,171923,11513.89
EIDPARRY,EID PARRY INDIA LTD,316201,3326.07
EIEL,ENVIRO INFRA ENGINEERS L,3921974,10038.01
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,40436,157.30
EIHOTEL,EIH LIMITED,712202,2827.48
EIMCOELECO,EIMCO ELECON (INDIA) LTD,49325,1010.88
EKC,EVEREST KANTO CYLINDERLTD,1267266,1889.62
ELECON,ELECON ENG. CO. LTD,1352738,8180.18
ELECTCAST,ELECTROSTEEL CASTINGS LTD,8046614,8761.62
ELECTHERM,ELECTROTHERM (I) LTD.,16970,162.03
ELGIEQUIP,ELGI EQUIPMENTS LTD,1237703,6384.09
ELIN,ELIN ELECTRONICS LIMITED,147939,307.95
ELLEN,ELLENBARRIE INDUS GASES L,394246,2033.54
EMAMILTD,EMAMI LIMITED,664276,3894.87
EMAMIPAP,EMAMI PAPER MILLS LIMITED,183904,203.07
EMBDL,EMBASSY DEVELOPMENTS LTD,41776948,47229.11
EMCURE,EMCURE PHARMACEUTICALS L,95050,1314.94
EMIL,ELECTRONICS MART IND LTD,1851654,2845.51
EMKAY,EMKAY GLOBAL FIN SERV LTD,72,0.28
EMMBI,EMMBI INDUSTRIES LIMITED,1301,1.63
EMSLIMITED,EMS LIMITED,1268747,7607.96
EMUDHRA,EMUDHRA LIMITED,194780,1372.51
EMULTIMQ,EDELAMC - EMULTIMQ,38174,16.31
ENDURANCE,ENDURANCE TECHNO. LTD.,163866,4614.91
ENGINERSIN,ENGINEERS INDIA LTD,12284477,26234.48
ENIL,ENTERTAIN NET. IND. LTD.,43481,68.51
ENRIN,SIEMENS ENERGY INDIA LTD,268139,8831.40
ENTERO,ENTERO HEALTHCARE SOLU L,371815,4373.41
EPACK,EPACK DURABLE LIMITED,1511960,5407.25
EPACKPEB,EPACK PREFAB TECHN LTD,317338,1029.27
EPIGRAL,EPIGRAL LIMITED,261569,4658.76
EPL,EPL LIMITED,2224431,4956.64
EQUAL200,MIRAEAMC - EQUAL200,18122,2.44
EQUAL50ADD,DSPAMC - DSPNEWETF,8979,29.48
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,9723631,6253.84
ERIS,ERIS LIFESCIENCES LIMITED,69948,1169.46
ESABINDIA,ESAB INDIA LTD,7678,408.23
ESAFSFB,ESAF SMALL FINANCE BANK L,1870698,637.46
ESCORTS,ESCORTS KUBOTA LIMITED,171124,6200.64
ESG,MIRAEAMC - MAESGETF,17120,7.42
ESILVER,EDELAMC - ESILVER,76898,118.38
ESSENTIA,INTEGRA ESSENTIA LIMITED,173070,3.68
ESTER,ESTER INDUSTRIES LTD,393553,510.28
ETERNAL,ETERNAL LIMITED,21065641,64323.58
ETHOSLTD,ETHOS LIMITED,21432,578.96
EUREKAFORB,EUREKA FORBES LIMITED,147246,847.75
EUROBOND,EURO PANEL PRODUCTS LTD,1487,3.43
EUROPRATIK,EURO PRATIK SALES LIMITED,33055,112.14
EVEREADY,EVEREADY INDS. IND.  LTD.,962639,3812.55
EVERESTIND,EVEREST INDUSTRIES LTD,13921,88.40
EVIETF,ICICIPRAMC - EVIETF,159964,50.84
EVINDIA,MIRAEAMC - EVINDIA,195485,59.51
EXCEL,EXCEL REALTY N INFRA LTD,201,0.00
EXCELINDUS,EXCEL INDUSTRIES LTD,27700,338.02
EXICOM,EXICOM TELE SYSTEMS LTD,844340,1345.85
EXIDEIND,EXIDE INDUSTRIES LTD,6385518,26650.51
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,144131,1641.33
EXXARO,EXXARO TILES LIMITED,183517,15.88
FABTECH,FABTECH TECHNOLOGIES LTD,162234,392.96
FACT,FACT LTD,708568,6928.72
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,32464,301.65
FAZE3Q,FAZE THREE LIMITED,71339,373.20
FCL,FINEOTEX CHEMICAL LIMITED,6688996,2183.46
FCSSOFT,FCS SOFTWARE SOLN. LTD.,651972,16.70
FDC,FDC LIMITED,521301,2506.41
FEDERALBNK,FEDERAL BANK LTD,2774334,5974.69
FEDFINA,FEDBANK FINANCIAL SER L,3565101,5089.26
FIBERWEB,FIBERWEB INDIA LIMITED,6224,2.78
FIEMIND,FIEM INDUSTRIES LIMITED,90993,1864.43
FILATEX,FILATEX INDIA LTD,3112266,1758.03
FILATFASH,FILATEX FASHIONS LIMITED,2459279,12.90
FINCABLES,FINOLEX CABLES LTD,1196977,10924.50
FINEORG,FINE ORGANIC IND. LTD.,31627,1508.70
FINIETF,ICICIPRAMC-ICICIFIN,524870,161.96
FINOPB,FINO PAYMENTS BANK LTD,1414644,4314.10
FINPIPE,FINOLEX INDUSTRIES LTD,3296158,7119.50
FIRSTCRY,BRAINBEES SOLUTIONS LTD,2512258,9434.37
FISCHER,FISCHER MEDICAL VENTURE L,800094,763.44
FIVESTAR,FIVE-STAR BUS FIN LTD,915825,5869.09
FLAIR,FLAIR WRITING INDUST LTD,249564,820.95
FLEXIADD,DSPAMC - FLEXIADD,170,0.02
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,489334,18138.24
FMCGIETF,ICICIPRAMC - ICICIFMCG,2080167,1243.94
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,162257,829.22
FOODSIN,FOODS & INNS LIMITED,32054,29.48
FORCEMOT,FORCE MOTORS LIMITED,63771,10619.42
FORTIS,FORTIS HEALTHCARE LTD,1231822,11835.28
FOSECOIND,FOSECO INDIA LTD,3556,212.87
FSL,FIRSTSOURCE SOLU. LTD.,1688032,6051.58
FUSION,FUSION FINANCE LIMITED,1643523,3915.86
GABRIEL,GABRIEL INDIA LTD,178748,1802.91
GAEL,GUJARAT AMBUJA EXPORTS LT,1732765,2156.60
GAIL,GAIL (INDIA) LTD,15107466,28337.59
GALAPREC,GALA PRECISION ENG LTD,45103,421.54
GALAXYSURF,GALAXY SURFACTANTS LTD,34759,843.99
GALLANTT,GALLANTT ISPAT LIMITED,281771,1774.25
GANDHAR,GANDHAR OIL REFINE IND L,708961,1196.40
GANDHITUBE,GANDHI SPL. TUBES LTD,24816,216.76
GANECOS,GANESHA ECOSPHERE LIMITED,132248,1817.59
GANESHBE,GANESH BENZOPLAST LIMITED,406639,456.20
GANESHCP,GANESH CONSUMER PRODUCT L,19263,54.87
GANESHHOU,GANESH HOUSING LIMITED,452466,4262.82
GARFIBRES,GARWARE TECH FIBRES LTD,92716,764.81
GARUDA,GARUDA CONSTRUCT N ENG L,685678,1546.45
GATECH,GACM TECHNOLOGIES LIMITED,10936,0.08
GATEWAY,GATEWAY DISTRIPARKS LTD,5138638,3477.46
GCSL,GRETEX CORPORATE SERVICES,3434,12.20
GEECEE,GEECEE VENTURES LIMITED,708,2.58
GEEKAYWIRE,GEEKAY WIRES LIMITED,972,0.52
GEMAROMA,GEM AROMATICS LIMITED,225929,496.46
GENESYS,GENESYS INTL CORPN LTD,743330,4584.80
GENUSPAPER,GENUS P&B LIMITED,145665,30.22
GENUSPOWER,GENUS POWER INFRASTRU LTD,3836780,13878.77
GEOJITFSL,GEOJIT FINANCIAL SER L,1848975,1513.30
GESHIP,THE GE SHPG.LTD,724345,7882.02
GFLLIMITED,GFL LIMITED,10583,5.82
GHCL,GHCL LIMITED,392202,2477.99
GHCLTEXTIL,GHCL TEXTILES LIMITED,90040,76.32
GICHSGFIN,GIC HOUSING FINANCE LTD,1330416,2608.60
GICRE,GENERAL INS CORP OF INDIA,2284629,9164.22
GILLETTE,GILLETTE INDIA LTD,54808,5139.82
GILT5YBEES,RELCAPAMC - NETFGILT5Y,5372,3.40
GIPCL,GUJ IND POW CO. LTD,2848758,5628.31
GKENERGY,GK ENERGY LIMITED,86299,170.86
GLAND,GLAND PHARMA LIMITED,179419,3497.81
GLAXO,GLAXOSMITHKLINE PHARMA LT,120711,3496.57
GLENMARK,GLENMARK PHARMACEUTICALS,439502,8610.50
GLOBAL,GLOBAL EDUCATION LIMITED,7500,5.32
GLOBALVECT,GLOBAL VEC HELICORP LTD,1964,4.56
GLOBE,GLOBE ENTERPRISE (I) LTD,150,0.00
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,793626,562.49
GLOBUSSPR,GLOBUS SPIRITS LTD,176297,2003.62
GLOSTERLTD,GLOSTER LIMITED,11563,75.36
GLOTTIS,GLOTTIS LIMITED,259804,190.08
GMBREW,G M BREWERIES LTD,87617,978.28
GMDCLTD,GUJARAT MINERAL DEV CORP,6229637,33616.95
GMMPFAUDLR,GMM PFAUDLER LIMITED,276438,3392.34
GMRAIRPORT,GMR AIRPORTS LIMITED,11417928,10349.83
GMRP&UI,GMR POW AND URBAN INFRA L,12347711,14395.21
GNA,GNA AXLES LIMITED,154632,533.56
GNFC,GUJ NAR VAL FER & CHEM L,1966432,10781.15
GOACARBON,GOA CARBON LIMITED,27828,139.88
GOCLCORP,GOCL CORPORATION LIMITED,354981,1365.89
GOCOLORS,GO FASHION INDIA LTD,217042,1502.29
GODAVARIB,GODAVARI BIOREFINERIES L,50718,137.06
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,661662,22482.64
GODIGIT,GO DIGIT GENERAL INS LTD,208926,750.58
GODREJAGRO,GODREJ AGROVET LIMITED,989156,7078.35
GODREJCP,GODREJ CONSUMER PRODUCTS,525584,6424.91
GODREJIND,GODREJ INDUSTRIES LTD,188685,2154.52
GODREJPROP,GODREJ PROPERTIES LTD,642318,14786.06
GOKEX,GOKALDAS EXPORTS LTD.,1369968,11682.94
GOKUL,GOKUL REFOILS & SOLV LTD,636,0.27
GOKULAGRO,GOKUL AGRO RESOURCES LTD,427348,789.64
GOLD1,KOTAK GOLD ETF,1138153,1108.30
GOLD360,360ONEAMC - GOLD360,36187,45.22
GOLDBEES,NIP IND ETF GOLD BEES,21289022,21279.95
GOLDCASE,ZERODHAAMC - GOLDCASE,2666287,505.41
GOLDETF,MIRAEAMC - MAGOLDETF,702870,818.50
GOLDETFADD,DSPAMC - DSPGOLDETF,31076,37.07
GOLDIAM,GOLDIAM INTERNATIONAL LTD,2098626,7928.20
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,3694606,3816.60
GOLDSHARE,UTI GOLD ETF,1382402,1189.63
GOLDTECH,AION-TECH SOLUTIONS LTD,1400,0.95
GOODLUCK,GOODLUCK INDIA LIMITED,755430,7624.90
GOPAL,GOPAL SNACKS LIMITED,777673,2798.91
GOYALALUM,GOYAL ALUMINIUMS LIMITED,200,0.01
GPIL,GODAWARI POW & ISP LTD,8465371,19885.12
GPPL,GUJARAT PIPAVAV PORT LTD,8820358,17669.34
GPTHEALTH,GPT HEALTHCARE LIMITED,577686,920.01
GPTINFRA,GPT INFRAPROJECTS LTD,193790,219.96
GRANULES,GRANULES INDIA LIMITED,4625597,24460.67
GRAPHITE,GRAPHITE INDIA LTD,1670322,9690.75
GRASIM,GRASIM INDUSTRIES LTD,275506,7568.87
GRAUWEIL,GRAUER & WEIL IND LTD,2000,1.83
GRAVITA,GRAVITA INDIA LIMITED,659639,11890.98
GREAVESCOT,GREAVES COTTON LTD.,5200124,11506.89
GREENLAM,GREENLAM INDUSTRIES LTD.,89118,230.13
GREENPANEL,GREENPANEL INDUSTRIES LTD,301442,903.77
GREENPLY,GREENPLY INDUSTRIES LTD,429009,1331.86
GREENPOWER,ORIENT GREEN POWER CO LTD,5458705,770.16
GRINDWELL,GRINDWELL NORTON LIMITED,71965,1267.54
GRINFRA,G R INFRAPROJECTS LIMITED,75268,987.08
GRMOVER,GRM OVERSEAS LIMITED,2382863,8887.45
GROWWDEFNC,GROWWAMC - GROWWDEFNC,811462,667.91
GROWWEV,GROWWAMC - GROWWEV,200627,61.30
GROWWGOLD,GROWWAMC - GROWWGOLD,234445,285.49
GROWWLIQID,GROWWAMC - GROWWLIQID,1274,1.35
GROWWLOVOL,GROWWAMC - GROWWLOVOL,3352,0.35
GROWWMOM50,GROWWAMC - GROWWMOM50,164138,17.81
GROWWN200,GROWWAMC - GROWWN200,22995,2.62
GROWWNET,GROWWAMC - GROWWNET,126649,13.62
GROWWNIFTY,GROWWAMC - GROWWNIFTY,11434,1.19
GROWWNXT50,GROWWAMC - GROWWNXT50,355,0.25
GROWWPOWER,GROWWAMC - GROWWPOWER,150096,15.44
GROWWRAIL,GROWWAMC - GROWWRAIL,4585878,1632.91
GROWWRLTY,GROWWAMC - GROWWRLTY,15138,1.61
GROWWSLVR,GROWWAMC - GROWWSLVR,483074,788.45
GRPLTD,GRP LIMITED,3475,82.38
GRSE,GARDEN REACH SHIP&ENG LTD,1296238,34387.51
GRWRHITECH,GARWARE HI-TECH FILMS LTD,137888,5167.29
GSEC10IETF,ICICIPRAMC - ICICI10GS,1137,2.94
GSEC10YEAR,MIRAEAMC - MAGS813ETF,2094,0.62
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,1000,0.64
GSFC,GUJ STATE FERT & CHEM LTD,7246644,15050.23
GSLSU,GLOBAL SURFACES LIMITED,172832,240.80
GSPL,GUJARAT STATE PETRO LTD,807792,2691.63
GSS,GSS INFOTECH LIMITED,333745,84.75
GTL,GTL LTD,101331,12.37
GTLINFRA,GTL INFRA.LTD,7942199,129.45
GTPL,GTPL HATHWAY LIMITED,44689,53.33
GUFICBIO,GUFIC BIOSCIENCES LTD.,134644,488.01
GUJALKALI,GUJARAT ALKALIES & CHEM,363981,2327.49
GUJAPOLLO,GUJ. APOLLO IND. LTD.,2,0.01
GUJGASLTD,GUJARAT GAS LIMITED,736005,3399.16
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,1331284,5532.90
GULFOILLUB,GULF OIL LUB. IND. LTD.,155298,1929.74
GULFPETRO,GP PETROLEUMS LIMITED,62749,26.59
GULPOLY,GULSHAN POLYOLS LIMITED,252304,435.94
GVKPIL,GVK POW. & INFRA LTD.,20000,1.93
GVPIL,GE POWER INDIA LIMITED,522695,1798.68
GVT&D,GE VERNOVA T&D INDIA LTD,162940,4896.89
HAL,HINDUSTAN AERONAUTICS LTD,2911188,138627.20
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2815193,18682.53
HAPPYFORGE,HAPPY FORGINGS LIMITED,103620,1036.44
HARDWYN,HARDWYN INDIA LIMITED,197959,31.57
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,610833,3048.55
HARRMALAYA,HARRISON MALAYALAM LTD,12198,25.45
HARSHA,HARSHA ENGINEERS INT LTD,1060064,4763.17
HATHWAY,HATHWAY CABLE & DATACOM,28576839,4458.46
HATSUN,HATSUN AGRO PRODUCT LTD.,35076,376.64
HAVELLS,HAVELLS INDIA LIMITED,819145,12794.22
HBLENGINE,HBL ENGINEERING LTD,3899860,33552.56
HCC,HINDUSTAN CONSTRUCTION CO,12206592,3474.53
HCG,HEALTHCARE GLOB. ENT. LTD,341662,2155.91
HCL-INSYS,HCL INFOSYSTEMS LTD,425,0.07
HCLTECH,HCL TECHNOLOGIES LTD,1108436,17630.79
HDBFS,HDB FINANCIAL SERVICES L,724993,5429.47
HDFCAMC,HDFC AMC LIMITED,241114,13275.61
HDFCBANK,HDFC BANK LTD,3773692,36033.06
HDFCBSE500,HDFCAMC - HDFCBSE500,11288,4.24
HDFCGOLD,HDFC GOLD ETF,2593888,2634.89
HDFCGROWTH,HDFCAMC - HDFCGROWTH,8969,11.13
HDFCLIFE,HDFC LIFE INS CO LTD,687481,5199.74
HDFCLIQUID,HDFCAMC - HDFCLIQUID,12,0.12
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,28922,6.03
HDFCMID150,HDFCAMC - HDFCMID150,629017,133.63
HDFCMOMENT,HDFCAMC - HDFCMOMENT,466673,152.69
HDFCNEXT50,HDFCAMC - HDFCNEXT50,69090,48.28
HDFCNIF100,HDFCAMC - HDFCNIF100,23545,6.22
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,73369,41.29
HDFCNIFIT,HDFCAMC - HDFCNIFIT,166158,62.11
HDFCNIFTY,HDFCAMC - HDFCNIFTY,45619,126.32
HDFCPSUBK,HDFCAMC HDFCPSUBK,19475,15.43
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,97416,27.43
HDFCQUAL,HDFCAMC - HDFCQUAL,23310,13.67
HDFCSENSEX,HDFCAMC - HDFCSENSEX,23983,21.87
HDFCSILVER,HDFCAMC - HDFCSILVER,5763361,9144.06
HDFCSML250,HDFCAMC - HDFCSML250,2351321,4051.45
HDFCVALUE,HDFCAMC - HDFCVALUE,1437,1.94
HEALTHIETF,ICICIPRAMC - ICICIPHARM,163001,244.90
HEALTHY,BIRLASLAMC - HEALTHY,201340,30.09
HEG,HEG LTD,2041802,11011.32
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,846255,1788.94
HEMIPROP,HEMISPHERE PROP IND LTD,2891350,4485.99
HERANBA,HERANBA INDUSTRIES LTD,129281,430.22
HERCULES,HERCULES HOI. LTD.,30011,59.35
HERITGFOOD,HERITAGE FOODS LTD,1107863,5510.21
HEROMOTOCO,HERO MOTOCORP LIMITED,219713,11482.06
HESTERBIO,HESTER BIOSCIENCES LTD,10449,201.34
HEUBACHIND,HEUBACH COLORANTS IND LTD,40025,219.46
HEXT,HEXAWARE TECHNOLOGIES LTD,434667,3225.79
HFCL,HFCL LIMITED,36713155,33412.19
HGINFRA,H.G.INFRA ENGINEERING LTD,511153,5436.66
HGS,HINDUJA GLOBAL SOLS. LTD.,132814,797.58
HIKAL,HIKAL LIMITED,1410409,4359.00
HILINFRA,HIGHWAY INFRASTRUCTURE L,167804,127.12
HILTON,HILTON METAL FORGING LTD,48649,23.00
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2952875,4285.55
HINDALCO,HINDALCO  INDUSTRIES  LTD,1811967,13722.60
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,3259,15.28
HINDCON,HINDCON CHEMICALS LIMITED,821,0.26
HINDCOPPER,HINDUSTAN COPPER LTD,16533666,49770.47
HINDMOTORS,HINDUSTAN MOTORS LIMITED,5000,1.07
HINDOILEXP,HINDUSTAN OIL EXPLORATION,4200927,8008.48
HINDPETRO,HINDUSTAN PETROLEUM CORP,1339454,5702.09
HINDUNILVR,HINDUSTAN UNILEVER LTD.,976346,24498.50
HINDWAREAP,HINDWARE HME INOVATON LTD,1731707,5382.39
HINDZINC,HINDUSTAN ZINC LIMITED,8301848,40554.26
HIRECT,HIND RECTIFIER LIMITED,52818,894.22
HISARMETAL,HISAR METAL IND. LIMITED,1099,2.43
HITECH,HI-TECH PIPES LIMITED,7798248,8985.00
HITECHCORP,HITECH CORPORATION LTD,1353,2.75
HLEGLAS,HLE GLASCOAT LIMITED,271971,1457.64
HLVLTD,HLV LIMITED,1057277,143.03
HMAAGRO,HMA AGRO INDUSTRIES LTD,664339,216.66
HMVL,HINDUSTAN MEDIA VENT LTD,34216,28.97
HNDFDS,HINDUSTAN FOODS LIMITED,64766,355.48
HNGSNGBEES,NIP IND ETF HANGSENG BEES,468345,2335.57
HOMEFIRST,HOME FIRST FIN CO IND LTD,298398,3718.70
HONASA,HONASA CONSUMER LIMITED,993381,2896.17
HONAUT,HONEYWELL AUTOMATION IND,18172,6920.73
HONDAPOWER,HONDA I POWER PRODUCT LTD,22189,635.48
HPAL,HP ADHESIVES LIMITED,90655,63.88
HPL,HPL ELECTRIC & POWER LTD,709887,3793.46
HSCL,HIMADRI SPECIALITY CHEM L,4808866,23319.20
HTMEDIA,HT MEDIA LIMITED,10000,2.89
HUBTOWN,HUBTOWN LIMITED,3221094,9495.03
HUDCO,HSG & URBAN DEV CORPN LTD,12529471,30276.62
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,1150140,4010.13
HYUNDAI,HYUNDAI MOTOR INDIA LTD,709105,17513.06
ICEMAKE,ICE MAKE REFRIGERAT LTD,28122,229.82
ICICIB22,ICICIPRAMC - BHARATIWIN,359036,401.27
ICICIBANK,ICICI BANK LTD.,4040212,55885.56
ICICIGI,ICICI LOMBARD GIC LIMITED,167709,3390.11
ICICIPRULI,ICICI PRU LIFE INS CO LTD,612726,3901.43
ICIL,INDO COUNT INDUSTRIES LTD,765450,2326.43
ICRA,ICRA LIMITED,5994,388.25
IDBI,IDBI BANK LIMITED,39258113,37123.04
IDEA,VODAFONE IDEA LIMITED,582339853,49963.48
IDEAFORGE,IDEAFORGE TECHNO LTD,1184429,6323.59
IDFCFIRSTB,IDFC FIRST BANK LIMITED,48328668,35087.95
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,4072,11.20
IEX,INDIAN ENERGY EXC LTD,10121232,16063.34
IFBAGRO,IFB AGRO INDUSTRIES LTD,18519,263.64
IFBIND,IFB INDUSTRIES LTD,301217,5033.70
IFCI,IFCI LTD,20407366,12122.85
IFGLEXPOR,IFGL REFRACTORIES LIMITED,37656,105.28
IGARASHI,IGARASHI MOTORS INDIA LTD,186787,1022.39
IGCL,INDOGULF CROPSCIENCES LTD,416558,456.31
IGIL,INTERNATIO GEMM INS (I) L,921977,3611.03
IGL,INDRAPRASTHA GAS LTD,1817889,3952.47
IGPL,I G PETROCHEMICALS LTD,82797,426.67
IIFL,IIFL FINANCE LIMITED,1705984,7946.33
IIFLCAPS,IIFL CAPITAL SERVICES LTD,2492323,8116.41
IKIO,IKIO TECHNOLOGIES LIMITED,331028,783.66
IKS,INVENTURUS KNOWLEDGE SO L,488779,7835.74
IMAGICAA,IMAGICAAWORLD ENT LTD,2921286,1857.81
IMFA,INDIAN METALS & FERRO,216217,2124.92
IMPAL,IND MOTOR PART & ACC LTD,596,6.76
INDBANK,INDBANK MERCH BANK,11657,4.85
INDGN,INDEGENE LIMITED,1171377,6699.70
INDHOTEL,THE INDIAN HOTELS CO. LTD,4317215,32539.15
INDIACEM,THE INDIA CEMENTS LIMITED,630562,2282.48
INDIAGLYCO,INDIA GLYCOLS LTD,1207819,10202.51
INDIAMART,INDIAMART INTERMESH LTD,111564,2789.09
INDIANB,INDIAN BANK,499032,3772.37
INDIANHUME,INDIAN HUME PIPE CO. LTD.,91495,375.49
INDIASHLTR,INDIA SHELTER FIN CORP L,439383,3640.07
INDIGO,INTERGLOBE AVIATION LTD,330448,18744.21
INDIGOPNTS,INDIGO PAINTS LIMITED,138782,1653.98
INDIQUBE,INDIQUBE SPACES LIMITED,119459,276.19
INDNIPPON,INDIA NIPPON ELECT  LTD,71165,655.83
INDOAMIN,INDO AMINES LIMITED,246432,370.18
INDOBORAX,INDO BORAX & CHEMICAL LTD,1988,3.51
INDOCO,INDOCO REMEDIES LTD.,125089,373.82
INDOFARM,INDO FARM EQUIPMENT LTD,343591,838.37
INDORAMA,INDO RAMA SYNTHETICS LTD,510451,319.55
INDOSTAR,INDOSTAR CAPITAL FIN LTD,1061260,3174.26
INDOTECH,INDO TECH TRANSFORM LTD.,16529,299.44
INDOWIND,INDOWIND ENERGY LTD,15256,2.83
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,954525,5431.95
INDSWFTLAB,IND SWIFT LABORATORIES LT,4264,4.45
