SEBI REPORT AS ON Reporting date 13-NOV-2025,,,
,,,
,,,
Sr.No.,Particulars,Rs. In Lakhs ,
DCBBANK,DCB BANK LIMITED,4214657,5946.75
DCI,DC INFOTECH AND COMUN LTD,121774,308.54
DCM,DCM LTD,4745,6.29
DCMNVL,DCM NOUVELLE LIMITED,1953,3.76
DCMSHRIRAM,DCM SHRIRAM LIMITED,165088,2195.49
DCMSRIND,DCM SHRIRAM IND LTD,594967,1049.76
DCW,DCW LTD,3855963,2963.11
DCXINDIA,DCX SYSTEMS LIMITED,2873605,7749.46
DDEVPLSTIK,DDEV PLASTIKS IND LTD,266958,832.45
DECCANCE,DECCAN CEMENTS LIMITED,180961,1780.63
DEEDEV,DEE DEVELOPMENT ENG LTD,313518,843.50
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,728743,9743.91
DEEPAKNTR,DEEPAK NITRITE LTD,689937,13486.52
DEEPINDS,DEEP INDUSTRIES LIMITED,602886,2990.43
DELHIVERY,DELHIVERY LIMITED,2141744,9593.66
DELTACORP,DELTA CORP LIMITED,9406125,8802.25
DEN,DEN NETWORKS LTD,3394409,1323.40
DENORA,DE NORA INDIA LIMITED,10622,95.33
DENTA,DENTA WATER N INFRA SOL L,440161,1845.35
DEVIT,DEV INFO TECHNOLOGY LTD,14373,8.12
DEVX,DEV ACCELERATOR LIMITED,2100,0.92
DEVYANI,DEVYANI INTERNATIONAL LTD,10397845,17625.29
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,949801,1431.97
DHANBANK,DHANLAXMI BANK LIMITED,500160,139.00
DHANI,DHANI SERVICES LIMITED,1294378,787.93
DHANUKA,DHANUKA AGRITECH LTD,99504,1502.36
DHARMAJ,DHARMAJ CROP GUARD LTD,12624,35.81
DHUNINV,DHUNSERI INVESTMENTS LTD,696,10.65
DIACABS,DIAMOND POWER INFRA LTD,4073272,6147.61
DIAMINESQ,DIAMINES & CHEMICALS LTD,410,1.46
DIAMONDYD,PRATAAP SNACKS LIMITED,1024393,10737.61
DIFFNKG,DIFFUSION ENGINEERS LTD,166174,618.40
DIGISPICE,DIGISPICE TECHNOLOGIES LT,690,0.23
DIGITIDE,DIGITIDE SOLUTIONS LTD,537701,1049.76
DISHTV,DISH TV INDIA LTD.,3901733,205.09
DIVGIITTS,DIVGI TORQTRANSFER SYST L,10772,70.89
DIVISLAB,DIVI S LABORATORIES LTD,168269,10931.62
DIVOPPBEES,NIP IND ETF DIV OPP,106598,89.13
DIXON,DIXON TECHNO (INDIA) LTD,348257,56009.15
DLF,DLF LIMITED,3921806,31092.09
DLINKINDIA,D-LINK INDIA LTD,393193,1925.14
DMART,AVENUE SUPERMARTS LIMITED,454586,19681.14
DMCC,DMCC SPECIALITY CHEMICALS,18290,55.68
DODLA,DODLA DAIRY LIMITED,65621,885.12
DOLATALGO,DOLAT ALGOTECH LIMITED,588955,526.39
DOLLAR,DOLLAR INDUSTRIES LIMITED,175737,689.45
DOMS,DOMS INDUSTRIES LIMITED,119778,3156.84
DONEAR,DONEAR IND. LIMITED,31116,32.83
DPABHUSHAN,D. P. ABHUSHAN LIMITED,13536,204.88
DPSCLTD,DPSC LIMITED,40172,7.69
DPWIRES,D P WIRES LIMITED,25898,70.82
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,3715,0.78
DREAMFOLKS,DREAMFOLKS SERVICES LTD,36018,52.55
DREDGECORP,DREDGING CORP OF INDIA,125394,980.57
DRREDDY,DR. REDDY S LABORATORIES,785941,9892.26
DSSL,DYNACONS SYS & SOLN LTD,76855,833.47
DTIL,DHUNSERI TEA & IND. LTD.,4248,8.74
DUCON,DUCON INFRATECHNOLOGIES L,156661,9.29
DVL,DHUNSERI VENTURES LIMITED,27022,94.26
DWARKESH,DWARIKESH SUGAR IND LTD,2440692,1299.54
DYCL,DYNAMIC CABLES LIMITED,269268,1149.57
DYNAMATECH,DYNAMATIC TECHNOLOGIES,73337,5376.24
DYNPRO,DYNEMIC PRODUCTS LIMITED,7515,24.23
EASEMYTRIP,EASY TRIP PLANNERS LTD,63701980,7804.25
EBBETF0430,EDELAMC - EBBETF0430,523,8.00
EBBETF0431,EDELAMC - EBBETF0431,300,4.12
EBBETF0433,EDELAMC - EBBETF0433,40,0.50
EBGNG,GNG ELECTRONICS LIMITED,240263,854.95
ECAPINSURE,EDELAMC - ECAPINSURE,194288,45.76
ECLERX,ECLERX SERVICES LTD,50475,2114.29
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,248369,676.32
EDELWEISS,EDELWEISS FIN SERV LTD,15741888,17594.28
EFCIL,EFC (I) LIMITED,238711,729.48
EGOLD,EDELAMC - EGOLD,116653,133.62
EICHERMOT,EICHER MOTORS LTD,136772,9158.83
EIDPARRY,EID PARRY INDIA LTD,319137,3358.72
EIEL,ENVIRO INFRA ENGINEERS L,3926410,10055.36
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,40285,156.74
EIHOTEL,EIH LIMITED,713083,2831.58
EIMCOELECO,EIMCO ELECON (INDIA) LTD,49051,1006.27
EKC,EVEREST KANTO CYLINDERLTD,1277399,1903.66
ELECON,ELECON ENG. CO. LTD,1354935,8193.04
ELECTCAST,ELECTROSTEEL CASTINGS LTD,8114764,8824.56
ELECTHERM,ELECTROTHERM (I) LTD.,15559,149.43
ELGIEQUIP,ELGI EQUIPMENTS LTD,1253615,6464.87
ELIN,ELIN ELECTRONICS LIMITED,147551,307.38
ELLEN,ELLENBARRIE INDUS GASES L,398908,2055.18
EMAMILTD,EMAMI LIMITED,665962,3906.29
EMAMIPAP,EMAMI PAPER MILLS LIMITED,183904,203.07
EMBDL,EMBASSY DEVELOPMENTS LTD,41401352,46934.42
EMCURE,EMCURE PHARMACEUTICALS L,95745,1325.23
EMIL,ELECTRONICS MART IND LTD,1857318,2855.99
EMKAY,EMKAY GLOBAL FIN SERV LTD,72,0.28
EMMBI,EMMBI INDUSTRIES LIMITED,1301,1.63
EMSLIMITED,EMS LIMITED,1269439,7613.49
EMUDHRA,EMUDHRA LIMITED,195288,1377.19
EMULTIMQ,EDELAMC - EMULTIMQ,38174,16.31
ENDURANCE,ENDURANCE TECHNO. LTD.,160792,4534.97
ENGINERSIN,ENGINEERS INDIA LTD,12495699,26648.89
ENIL,ENTERTAIN NET. IND. LTD.,41340,65.71
ENRIN,SIEMENS ENERGY INDIA LTD,264971,8727.58
ENTERO,ENTERO HEALTHCARE SOLU L,360794,4252.96
EPACK,EPACK DURABLE LIMITED,1514885,5428.75
EPACKPEB,EPACK PREFAB TECHN LTD,299740,972.52
EPIGRAL,EPIGRAL LIMITED,262191,4673.41
EPL,EPL LIMITED,2123866,4755.88
EQUAL200,MIRAEAMC - EQUAL200,18122,2.44
EQUAL50ADD,DSPAMC - DSPNEWETF,10007,32.87
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,9996101,6418.49
ERIS,ERIS LIFESCIENCES LIMITED,74718,1244.38
ESABINDIA,ESAB INDIA LTD,7807,415.04
ESAFSFB,ESAF SMALL FINANCE BANK L,1867909,637.29
ESCORTS,ESCORTS KUBOTA LIMITED,164738,5974.55
ESG,MIRAEAMC - MAESGETF,17117,7.41
ESILVER,EDELAMC - ESILVER,76647,117.96
ESSENTIA,INTEGRA ESSENTIA LIMITED,173091,3.68
ESTER,ESTER INDUSTRIES LTD,397062,514.28
ETERNAL,ETERNAL LIMITED,21629084,66110.99
ETHOSLTD,ETHOS LIMITED,21283,574.82
EUREKAFORB,EUREKA FORBES LIMITED,193242,1110.16
EUROBOND,EURO PANEL PRODUCTS LTD,1487,3.43
EUROPRATIK,EURO PRATIK SALES LIMITED,32405,109.47
EVEREADY,EVEREADY INDS. IND.  LTD.,1061310,4228.51
EVERESTIND,EVEREST INDUSTRIES LTD,14016,89.18
EVIETF,ICICIPRAMC - EVIETF,158333,50.33
EVINDIA,MIRAEAMC - EVINDIA,195508,59.49
EXCEL,EXCEL REALTY N INFRA LTD,201,0.00
EXCELINDUS,EXCEL INDUSTRIES LTD,27909,340.52
EXICOM,EXICOM TELE SYSTEMS LTD,825014,1320.97
EXIDEIND,EXIDE INDUSTRIES LTD,6258070,26183.39
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,35535,414.34
EXXARO,EXXARO TILES LIMITED,217741,19.38
FABTECH,FABTECH TECHNOLOGIES LTD,125076,299.89
FACT,FACT LTD,722798,7057.31
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,32161,299.95
FAZE3Q,FAZE THREE LIMITED,67400,352.76
FCL,FINEOTEX CHEMICAL LIMITED,6593150,2157.83
FCSSOFT,FCS SOFTWARE SOLN. LTD.,654371,16.75
FDC,FDC LIMITED,520337,2503.27
FEDERALBNK,FEDERAL BANK LTD,2813056,6062.54
FEDFINA,FEDBANK FINANCIAL SER L,3512701,5012.02
FIBERWEB,FIBERWEB INDIA LIMITED,6224,2.78
FIEMIND,FIEM INDUSTRIES LIMITED,99381,2043.48
FILATEX,FILATEX INDIA LTD,3097400,1751.43
FILATFASH,FILATEX FASHIONS LIMITED,2449279,12.86
FINCABLES,FINOLEX CABLES LTD,1200623,10966.90
FINEORG,FINE ORGANIC IND. LTD.,32254,1535.16
FINIETF,ICICIPRAMC-ICICIFIN,495685,152.49
FINOPB,FINO PAYMENTS BANK LTD,1403085,4281.75
FINPIPE,FINOLEX INDUSTRIES LTD,3261757,7057.21
FIRSTCRY,BRAINBEES SOLUTIONS LTD,2409555,9106.74
FISCHER,FISCHER MEDICAL VENTURE L,806889,774.37
FIVESTAR,FIVE-STAR BUS FIN LTD,966685,6178.63
FLAIR,FLAIR WRITING INDUST LTD,247934,816.85
FLEXIADD,DSPAMC - FLEXIADD,169,0.02
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,491135,18205.00
FMCGIETF,ICICIPRAMC - ICICIFMCG,2060899,1232.59
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,159922,814.78
FOODSIN,FOODS & INNS LIMITED,32201,29.61
FORCEMOT,FORCE MOTORS LIMITED,63188,10520.76
FORTIS,FORTIS HEALTHCARE LTD,1162575,11202.91
FOSECOIND,FOSECO INDIA LTD,3594,215.12
FSL,FIRSTSOURCE SOLU. LTD.,1694289,6075.03
FUSION,FUSION FINANCE LIMITED,1657886,3940.55
GABRIEL,GABRIEL INDIA LTD,169512,1695.28
GAEL,GUJARAT AMBUJA EXPORTS LT,1656892,2078.93
GAIL,GAIL (INDIA) LTD,15118286,28360.56
GALAPREC,GALA PRECISION ENG LTD,45451,425.12
GALAXYSURF,GALAXY SURFACTANTS LTD,38928,948.30
GALLANTT,GALLANTT ISPAT LIMITED,279483,1756.59
GANDHAR,GANDHAR OIL REFINE IND L,700319,1184.61
GANDHITUBE,GANDHI SPL. TUBES LTD,25664,223.62
GANECOS,GANESHA ECOSPHERE LIMITED,135161,1857.91
GANESHBE,GANESH BENZOPLAST LIMITED,407058,456.80
GANESHCP,GANESH CONSUMER PRODUCT L,20099,57.27
GANESHHOU,GANESH HOUSING LIMITED,451252,4252.93
GARFIBRES,GARWARE TECH FIBRES LTD,94432,777.19
GARUDA,GARUDA CONSTRUCT N ENG L,673742,1518.16
GATECH,GACM TECHNOLOGIES LIMITED,10936,0.08
GATEWAY,GATEWAY DISTRIPARKS LTD,5117080,3464.72
GCSL,GRETEX CORPORATE SERVICES,5308,18.41
GEECEE,GEECEE VENTURES LIMITED,558,2.02
GEEKAYWIRE,GEEKAY WIRES LIMITED,972,0.52
GEMAROMA,GEM AROMATICS LIMITED,199033,454.69
GENESYS,GENESYS INTL CORPN LTD,715982,4451.66
GENUSPAPER,GENUS P&B LIMITED,145549,30.20
GENUSPOWER,GENUS POWER INFRASTRU LTD,3854457,13946.63
GEOJITFSL,GEOJIT FINANCIAL SER L,1800579,1478.19
GESHIP,THE GE SHPG.LTD,722211,7852.60
GFLLIMITED,GFL LIMITED,10883,6.01
GHCL,GHCL LIMITED,361900,2293.67
GHCLTEXTIL,GHCL TEXTILES LIMITED,92790,78.73
GICHSGFIN,GIC HOUSING FINANCE LTD,1328163,2604.21
GICRE,GENERAL INS CORP OF INDIA,2326228,9323.00
GILLETTE,GILLETTE INDIA LTD,55502,5203.00
GILT5YBEES,RELCAPAMC - NETFGILT5Y,5262,3.33
GIPCL,GUJ IND POW CO. LTD,2846574,5624.72
GKENERGY,GK ENERGY LIMITED,76158,150.97
GLAND,GLAND PHARMA LIMITED,180792,3527.97
GLAXO,GLAXOSMITHKLINE PHARMA LT,117566,3419.81
GLENMARK,GLENMARK PHARMACEUTICALS,366883,7224.80
GLOBAL,GLOBAL EDUCATION LIMITED,8000,5.67
GLOBALVECT,GLOBAL VEC HELICORP LTD,1744,4.10
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,621516,450.02
GLOBUSSPR,GLOBUS SPIRITS LTD,177327,2014.47
GLOSTERLTD,GLOSTER LIMITED,11563,75.36
GLOTTIS,GLOTTIS LIMITED,189177,138.16
GMBREW,G M BREWERIES LTD,92984,1042.93
GMDCLTD,GUJARAT MINERAL DEV CORP,5984044,32248.14
GMMPFAUDLR,GMM PFAUDLER LIMITED,274050,3362.10
GMRAIRPORT,GMR AIRPORTS LIMITED,11490743,10290.44
GMRP&UI,GMR POW AND URBAN INFRA L,12243524,14270.06
GNA,GNA AXLES LIMITED,153199,529.14
GNFC,GUJ NAR VAL FER & CHEM L,1961453,10765.94
GOACARBON,GOA CARBON LIMITED,27719,139.28
GOCLCORP,GOCL CORPORATION LIMITED,358348,1378.08
GOCOLORS,GO FASHION INDIA LTD,211422,1478.25
GODAVARIB,GODAVARI BIOREFINERIES L,50835,137.47
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,666992,22679.17
GODIGIT,GO DIGIT GENERAL INS LTD,206381,741.84
GODREJAGRO,GODREJ AGROVET LIMITED,969329,6978.62
GODREJCP,GODREJ CONSUMER PRODUCTS,519607,6357.52
GODREJIND,GODREJ INDUSTRIES LTD,187762,2147.43
GODREJPROP,GODREJ PROPERTIES LTD,631709,14556.43
GOKEX,GOKALDAS EXPORTS LTD.,1358401,11572.58
GOKUL,GOKUL REFOILS & SOLV LTD,636,0.27
GOKULAGRO,GOKUL AGRO RESOURCES LTD,436309,799.23
GOLD1,KOTAK GOLD ETF,1147335,1116.64
GOLD360,360ONEAMC - GOLD360,36188,45.22
GOLDBEES,NIP IND ETF GOLD BEES,20749753,20688.21
GOLDCASE,ZERODHAAMC - GOLDCASE,2524873,477.38
GOLDETF,MIRAEAMC - MAGOLDETF,709032,825.36
GOLDETFADD,DSPAMC - DSPGOLDETF,27821,33.06
GOLDIAM,GOLDIAM INTERNATIONAL LTD,2113893,7984.42
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,3535360,3643.90
GOLDSHARE,UTI GOLD ETF,1372120,1176.43
GOLDTECH,AION-TECH SOLUTIONS LTD,1400,0.95
GOODLUCK,GOODLUCK INDIA LIMITED,756627,7640.25
GOPAL,GOPAL SNACKS LIMITED,774249,2789.66
GOYALALUM,GOYAL ALUMINIUMS LIMITED,200,0.01
GPIL,GODAWARI POW & ISP LTD,8706351,20325.13
GPPL,GUJARAT PIPAVAV PORT LTD,8741320,17532.47
GPTHEALTH,GPT HEALTHCARE LIMITED,578011,921.07
GPTINFRA,GPT INFRAPROJECTS LTD,192850,218.96
GRANULES,GRANULES INDIA LIMITED,4465806,23579.23
GRAPHITE,GRAPHITE INDIA LTD,1668121,9681.84
GRASIM,GRASIM INDUSTRIES LTD,280500,7708.21
GRAUWEIL,GRAUER & WEIL IND LTD,2000,1.83
GRAVITA,GRAVITA INDIA LIMITED,649090,11707.58
GREAVESCOT,GREAVES COTTON LTD.,5137361,11382.07
GREENLAM,GREENLAM INDUSTRIES LTD.,87334,225.19
GREENPANEL,GREENPANEL INDUSTRIES LTD,301924,905.59
GREENPLY,GREENPLY INDUSTRIES LTD,427501,1327.70
GREENPOWER,ORIENT GREEN POWER CO LTD,5444002,768.35
GRINDWELL,GRINDWELL NORTON LIMITED,71730,1264.56
GRINFRA,G R INFRAPROJECTS LIMITED,73329,966.02
GRMOVER,GRM OVERSEAS LIMITED,2485766,9286.51
GROWWDEFNC,GROWWAMC - GROWWDEFNC,816427,672.03
GROWWEV,GROWWAMC - GROWWEV,198855,60.75
GROWWGOLD,GROWWAMC - GROWWGOLD,226021,274.66
GROWWLIQID,GROWWAMC - GROWWLIQID,2274,2.41
GROWWLOVOL,GROWWAMC - GROWWLOVOL,3352,0.35
GROWWMOM50,GROWWAMC - GROWWMOM50,175700,19.02
GROWWN200,GROWWAMC - GROWWN200,22902,2.61
GROWWNET,GROWWAMC - GROWWNET,126823,13.64
GROWWNIFTY,GROWWAMC - GROWWNIFTY,8374,0.87
GROWWNXT50,GROWWAMC - GROWWNXT50,346,0.24
GROWWPOWER,GROWWAMC - GROWWPOWER,147716,15.20
GROWWRAIL,GROWWAMC - GROWWRAIL,5188800,1843.99
GROWWRLTY,GROWWAMC - GROWWRLTY,9236,0.99
GROWWSLVR,GROWWAMC - GROWWSLVR,490206,797.83
GRPLTD,GRP LIMITED,3201,77.07
GRSE,GARDEN REACH SHIP&ENG LTD,1364522,36082.95
GRWRHITECH,GARWARE HI-TECH FILMS LTD,141626,5275.36
GSEC10IETF,ICICIPRAMC - ICICI10GS,1137,2.94
GSEC10YEAR,MIRAEAMC - MAGS813ETF,2094,0.62
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,1902,1.21
GSFC,GUJ STATE FERT & CHEM LTD,7212449,14989.54
GSLSU,GLOBAL SURFACES LIMITED,200266,276.12
GSPL,GUJARAT STATE PETRO LTD,815999,2718.11
GSS,GSS INFOTECH LIMITED,345400,87.69
GTL,GTL LTD,101331,12.37
GTLINFRA,GTL INFRA.LTD,7931204,129.38
GTPL,GTPL HATHWAY LIMITED,44922,53.62
GUFICBIO,GUFIC BIOSCIENCES LTD.,132660,481.81
GUJALKALI,GUJARAT ALKALIES & CHEM,364238,2329.23
GUJAPOLLO,GUJ. APOLLO IND. LTD.,2,0.01
GUJGASLTD,GUJARAT GAS LIMITED,725317,3357.36
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,1330904,5531.14
GULFOILLUB,GULF OIL LUB. IND. LTD.,159150,1969.02
GULFPETRO,GP PETROLEUMS LIMITED,62529,26.50
GULPOLY,GULSHAN POLYOLS LIMITED,251062,434.22
GVKPIL,GVK POW. & INFRA LTD.,20000,1.93
GVPIL,GE POWER INDIA LIMITED,594311,2026.84
GVT&D,GE VERNOVA T&D INDIA LTD,153168,4597.39
HAL,HINDUSTAN AERONAUTICS LTD,2848131,135655.74
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2813930,18682.66
HAPPYFORGE,HAPPY FORGINGS LIMITED,94096,937.63
HARDWYN,HARDWYN INDIA LIMITED,219501,35.06
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,625603,3125.69
HARRMALAYA,HARRISON MALAYALAM LTD,12218,25.49
HARSHA,HARSHA ENGINEERS INT LTD,1060683,4765.56
HATHWAY,HATHWAY CABLE & DATACOM,28610429,4464.24
HATSUN,HATSUN AGRO PRODUCT LTD.,30979,332.24
HAVELLS,HAVELLS INDIA LIMITED,821230,12828.63
HBLENGINE,HBL ENGINEERING LTD,4510858,39593.80
HCC,HINDUSTAN CONSTRUCTION CO,11781721,3366.51
HCG,HEALTHCARE GLOB. ENT. LTD,339567,2140.30
HCL-INSYS,HCL INFOSYSTEMS LTD,425,0.07
HCLTECH,HCL TECHNOLOGIES LTD,1112314,17694.02
HDBFS,HDB FINANCIAL SERVICES L,730069,5466.87
HDFCAMC,HDFC AMC LIMITED,224465,12358.16
HDFCBANK,HDFC BANK LTD,3685028,35166.31
HDFCBSE500,HDFCAMC - HDFCBSE500,12124,4.55
HDFCGOLD,HDFC GOLD ETF,2539543,2575.42
HDFCGROWTH,HDFCAMC - HDFCGROWTH,8969,11.13
HDFCLIFE,HDFC LIFE INS CO LTD,668195,5050.83
HDFCLIQUID,HDFCAMC - HDFCLIQUID,12,0.12
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,28924,6.04
HDFCMID150,HDFCAMC - HDFCMID150,637603,135.22
HDFCMOMENT,HDFCAMC - HDFCMOMENT,459365,150.12
HDFCNEXT50,HDFCAMC - HDFCNEXT50,68940,48.18
HDFCNIF100,HDFCAMC - HDFCNIF100,23545,6.22
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,76116,42.89
HDFCNIFIT,HDFCAMC - HDFCNIFIT,164949,61.63
HDFCNIFTY,HDFCAMC - HDFCNIFTY,51677,143.78
HDFCPSUBK,HDFCAMC HDFCPSUBK,18737,14.81
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,92299,25.96
HDFCQUAL,HDFCAMC - HDFCQUAL,22955,13.46
HDFCSENSEX,HDFCAMC - HDFCSENSEX,24426,22.28
HDFCSILVER,HDFCAMC - HDFCSILVER,5467662,8688.11
HDFCSML250,HDFCAMC - HDFCSML250,2358321,4062.61
HDFCVALUE,HDFCAMC - HDFCVALUE,1437,1.94
HEALTHIETF,ICICIPRAMC - ICICIPHARM,158837,238.54
HEALTHY,BIRLASLAMC - HEALTHY,224521,33.60
HEG,HEG LTD,1948678,10538.67
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,845291,1787.37
HEMIPROP,HEMISPHERE PROP IND LTD,3063419,4734.93
HERANBA,HERANBA INDUSTRIES LTD,127471,425.27
HERCULES,HERCULES HOI. LTD.,28831,57.35
HERITGFOOD,HERITAGE FOODS LTD,1108804,5515.26
HEROMOTOCO,HERO MOTOCORP LIMITED,244794,12853.48
HESTERBIO,HESTER BIOSCIENCES LTD,10474,201.76
HEUBACHIND,HEUBACH COLORANTS IND LTD,39950,219.13
HEXT,HEXAWARE TECHNOLOGIES LTD,429407,3189.72
HFCL,HFCL LIMITED,36388701,33193.30
HGINFRA,H.G.INFRA ENGINEERING LTD,511216,5438.16
HGS,HINDUJA GLOBAL SOLS. LTD.,133562,801.75
HIKAL,HIKAL LIMITED,1418986,4388.91
HILINFRA,HIGHWAY INFRASTRUCTURE L,167089,127.04
HILTON,HILTON METAL FORGING LTD,104649,48.62
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2942488,4272.60
HINDALCO,HINDALCO  INDUSTRIES  LTD,1664793,12534.56
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,3339,15.68
HINDCON,HINDCON CHEMICALS LIMITED,821,0.26
HINDCOPPER,HINDUSTAN COPPER LTD,16269976,48896.42
HINDMOTORS,HINDUSTAN MOTORS LIMITED,5000,1.07
HINDOILEXP,HINDUSTAN OIL EXPLORATION,4192411,8004.38
HINDPETRO,HINDUSTAN PETROLEUM CORP,1338452,5689.82
HINDUNILVR,HINDUSTAN UNILEVER LTD.,1003542,25171.89
HINDWAREAP,HINDWARE HME INOVATON LTD,1737647,5403.35
HINDZINC,HINDUSTAN ZINC LIMITED,7946004,38896.53
HIRECT,HIND RECTIFIER LIMITED,52781,894.34
HISARMETAL,HISAR METAL IND. LIMITED,1099,2.43
HITECH,HI-TECH PIPES LIMITED,7685659,8864.54
HITECHCORP,HITECH CORPORATION LTD,1398,2.89
HLEGLAS,HLE GLASCOAT LIMITED,272339,1467.28
HLVLTD,HLV LIMITED,1059153,143.61
HMAAGRO,HMA AGRO INDUSTRIES LTD,662675,216.39
HMVL,HINDUSTAN MEDIA VENT LTD,34511,29.20
HNDFDS,HINDUSTAN FOODS LIMITED,64944,356.50
HNGSNGBEES,NIP IND ETF HANGSENG BEES,491939,2459.59
HOMEFIRST,HOME FIRST FIN CO IND LTD,313044,3889.13
HONASA,HONASA CONSUMER LIMITED,1087148,3160.46
HONAUT,HONEYWELL AUTOMATION IND,18168,6920.89
HONDAPOWER,HONDA I POWER PRODUCT LTD,21667,622.23
HPAL,HP ADHESIVES LIMITED,90598,63.85
HPL,HPL ELECTRIC & POWER LTD,706777,3778.57
HSCL,HIMADRI SPECIALITY CHEM L,4799176,23277.47
HTMEDIA,HT MEDIA LIMITED,10000,2.89
HUBTOWN,HUBTOWN LIMITED,3227066,9513.55
HUDCO,HSG & URBAN DEV CORPN LTD,12539179,30307.03
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,1153380,4018.28
HYUNDAI,HYUNDAI MOTOR INDIA LTD,681508,16851.75
ICEMAKE,ICE MAKE REFRIGERAT LTD,28087,229.61
ICICIB22,ICICIPRAMC - BHARATIWIN,362042,404.53
ICICIBANK,ICICI BANK LTD.,3880847,53703.36
ICICIGI,ICICI LOMBARD GIC LIMITED,159070,3217.37
ICICIPRULI,ICICI PRU LIFE INS CO LTD,620736,3949.02
ICIL,INDO COUNT INDUSTRIES LTD,770027,2339.11
ICRA,ICRA LIMITED,6072,393.60
IDBI,IDBI BANK LIMITED,40099119,38098.54
IDEA,VODAFONE IDEA LIMITED,586790029,50115.46
IDEAFORGE,IDEAFORGE TECHNO LTD,1175483,6284.29
IDFCFIRSTB,IDFC FIRST BANK LIMITED,48469677,35187.22
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,4592,12.63
IEX,INDIAN ENERGY EXC LTD,9996435,15935.14
IFBAGRO,IFB AGRO INDUSTRIES LTD,18606,264.89
IFBIND,IFB INDUSTRIES LTD,301144,5030.62
IFCI,IFCI LTD,20318687,12077.13
IFGLEXPOR,IFGL REFRACTORIES LIMITED,39297,109.36
IGARASHI,IGARASHI MOTORS INDIA LTD,185330,1015.55
IGCL,INDOGULF CROPSCIENCES LTD,417461,457.44
IGIL,INTERNATIO GEMM INS (I) L,926124,3626.79
IGL,INDRAPRASTHA GAS LTD,1789406,3890.55
IGPL,I G PETROCHEMICALS LTD,81088,420.07
IIFL,IIFL FINANCE LIMITED,1741088,8089.83
IIFLCAPS,IIFL CAPITAL SERVICES LTD,2450692,7988.15
IKIO,IKIO TECHNOLOGIES LIMITED,330713,783.07
IKS,INVENTURUS KNOWLEDGE SO L,492262,7888.12
IMAGICAA,IMAGICAAWORLD ENT LTD,2914581,1855.60
IMFA,INDIAN METALS & FERRO,221160,2185.04
IMPAL,IND MOTOR PART & ACC LTD,596,6.76
INDBANK,INDBANK MERCH BANK,11657,4.85
INDGN,INDEGENE LIMITED,1178200,6739.62
INDHOTEL,THE INDIAN HOTELS CO. LTD,4347723,32763.39
INDIACEM,THE INDIA CEMENTS LIMITED,625771,2264.66
INDIAGLYCO,INDIA GLYCOLS LTD,1213061,10234.09
INDIAMART,INDIAMART INTERMESH LTD,113629,2843.15
INDIANB,INDIAN BANK,481496,3621.25
INDIANHUME,INDIAN HUME PIPE CO. LTD.,93557,383.88
INDIASHLTR,INDIA SHELTER FIN CORP L,464231,3856.34
INDIGO,INTERGLOBE AVIATION LTD,358714,20358.25
INDIGOPNTS,INDIGO PAINTS LIMITED,132447,1563.04
INDIQUBE,INDIQUBE SPACES LIMITED,120747,279.03
INDNIPPON,INDIA NIPPON ELECT  LTD,76439,706.21
INDOAMIN,INDO AMINES LIMITED,259779,394.08
INDOBORAX,INDO BORAX & CHEMICAL LTD,1988,3.51
INDOCO,INDOCO REMEDIES LTD.,125838,375.99
INDOFARM,INDO FARM EQUIPMENT LTD,344536,841.83
INDORAMA,INDO RAMA SYNTHETICS LTD,482134,306.73
INDOSTAR,INDOSTAR CAPITAL FIN LTD,1064124,3183.13
INDOTECH,INDO TECH TRANSFORM LTD.,12374,217.97
INDOWIND,INDOWIND ENERGY LTD,15216,2.82
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,951740,5419.57
INDSWFTLAB,IND SWIFT LABORATORIES LT,4316,4.51
INDTERRAIN,IND TERRAIN FASHIONS LTD,19026,8.26
INDUSINDBK,INDUSIND BANK LIMITED,3301107,27473.41
