SEBI REPORT AS ON Reporting date 10-NOV-2025,,,
,,,
,,,
Sr.No.,Particulars,Rs. In Lakhs ,
DCBBANK,DCB BANK LIMITED,4213873,5896.67
DCI,DC INFOTECH AND COMUN LTD,131637,333.52
DCM,DCM LTD,4790,6.34
DCMNVL,DCM NOUVELLE LIMITED,1953,3.76
DCMSHRIRAM,DCM SHRIRAM LIMITED,169907,2267.15
DCMSRIND,DCM SHRIRAM IND LTD,579566,1027.16
DCW,DCW LTD,4093641,3127.72
DCXINDIA,DCX SYSTEMS LIMITED,2821715,7699.69
DDEVPLSTIK,DDEV PLASTIKS IND LTD,238158,750.34
DECCANCE,DECCAN CEMENTS LIMITED,183466,1810.40
DEEDEV,DEE DEVELOPMENT ENG LTD,300468,819.20
DEEPAKFERT,DEEPAK FERTILIZERS & PETR,736080,9881.95
DEEPAKNTR,DEEPAK NITRITE LTD,681533,13354.07
DEEPINDS,DEEP INDUSTRIES LIMITED,569943,2832.81
DELHIVERY,DELHIVERY LIMITED,2174198,9762.38
DELTACORP,DELTA CORP LIMITED,9384246,8833.33
DEN,DEN NETWORKS LTD,3335458,1305.39
DENORA,DE NORA INDIA LIMITED,11087,99.69
DENTA,DENTA WATER N INFRA SOL L,429469,1799.01
DEVIT,DEV INFO TECHNOLOGY LTD,19924,10.44
DEVYANI,DEVYANI INTERNATIONAL LTD,9948602,17066.14
DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,918061,1391.31
DHANBANK,DHANLAXMI BANK LIMITED,588968,162.75
DHANI,DHANI SERVICES LIMITED,1297154,790.71
DHANUKA,DHANUKA AGRITECH LTD,97989,1485.98
DHARMAJ,DHARMAJ CROP GUARD LTD,11299,32.71
DHUNINV,DHUNSERI INVESTMENTS LTD,696,10.65
DIACABS,DIAMOND POWER INFRA LTD,4121087,6224.83
DIAMINESQ,DIAMINES & CHEMICALS LTD,410,1.46
DIAMONDYD,PRATAAP SNACKS LIMITED,1022575,10718.76
DIFFNKG,DIFFUSION ENGINEERS LTD,166562,619.94
DIGISPICE,DIGISPICE TECHNOLOGIES LT,690,0.23
DIGITIDE,DIGITIDE SOLUTIONS LTD,522662,1045.15
DISHTV,DISH TV INDIA LTD.,3207391,174.31
DIVGIITTS,DIVGI TORQTRANSFER SYST L,11527,75.69
DIVISLAB,DIVI S LABORATORIES LTD,141506,9176.23
DIVOPPBEES,NIP IND ETF DIV OPP,116891,97.20
DIXON,DIXON TECHNO (INDIA) LTD,367169,58895.24
DLF,DLF LIMITED,3887975,30849.37
DLINKINDIA,D-LINK INDIA LTD,388883,1906.16
DMART,AVENUE SUPERMARTS LIMITED,442138,19183.68
DMCC,DMCC SPECIALITY CHEMICALS,16535,51.07
DODLA,DODLA DAIRY LIMITED,66892,902.13
DOLATALGO,DOLAT ALGOTECH LIMITED,513068,473.38
DOLLAR,DOLLAR INDUSTRIES LIMITED,178587,700.03
DOLPHIN,DOLPHIN OFF ENT (IND) L,5,0.02
DOMS,DOMS INDUSTRIES LIMITED,120365,3171.29
DONEAR,DONEAR IND. LIMITED,31066,32.78
DPABHUSHAN,D. P. ABHUSHAN LIMITED,13988,211.74
DPSCLTD,DPSC LIMITED,47751,8.77
DPWIRES,D P WIRES LIMITED,25920,70.93
DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,3715,0.78
DREAMFOLKS,DREAMFOLKS SERVICES LTD,33816,50.00
DREDGECORP,DREDGING CORP OF INDIA,134505,1070.50
DRREDDY,DR. REDDY S LABORATORIES,961907,11999.45
DSSL,DYNACONS SYS & SOLN LTD,78812,852.24
DTIL,DHUNSERI TEA & IND. LTD.,4248,8.74
DUCON,DUCON INFRATECHNOLOGIES L,155661,9.24
DVL,DHUNSERI VENTURES LIMITED,25675,90.97
DWARKESH,DWARIKESH SUGAR IND LTD,2450866,1306.02
DYCL,DYNAMIC CABLES LIMITED,261564,1123.80
DYNAMATECH,DYNAMATIC TECHNOLOGIES,72696,5263.83
DYNPRO,DYNEMIC PRODUCTS LIMITED,5277,18.21
EASEMYTRIP,EASY TRIP PLANNERS LTD,63593163,7813.22
EBBETF0430,EDELAMC - EBBETF0430,632,9.69
EBBETF0431,EDELAMC - EBBETF0431,300,4.12
EBBETF0433,EDELAMC - EBBETF0433,39,0.49
EBGNG,GNG ELECTRONICS LIMITED,238925,852.15
ECAPINSURE,EDELAMC - ECAPINSURE,207729,48.93
ECLERX,ECLERX SERVICES LTD,51419,2155.11
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,302905,791.67
EDELWEISS,EDELWEISS FIN SERV LTD,16525255,18452.14
EFCIL,EFC (I) LIMITED,254223,776.57
EGOLD,EDELAMC - EGOLD,83502,91.74
EICHERMOT,EICHER MOTORS LTD,98364,6518.63
EIDPARRY,EID PARRY INDIA LTD,294114,3092.63
EIEL,ENVIRO INFRA ENGINEERS L,3884855,10002.07
EIHAHOTELS,EIH ASSOCIATED HOTELS LTD,38818,151.51
EIHOTEL,EIH LIMITED,712578,2833.53
EIMCOELECO,EIMCO ELECON (INDIA) LTD,48587,998.87
EKC,EVEREST KANTO CYLINDERLTD,1255088,1873.90
ELECON,ELECON ENG. CO. LTD,1345763,8165.48
ELECTCAST,ELECTROSTEEL CASTINGS LTD,7863087,8720.76
ELECTHERM,ELECTROTHERM (I) LTD.,8127,85.64
ELGIEQUIP,ELGI EQUIPMENTS LTD,1313883,6762.75
ELIN,ELIN ELECTRONICS LIMITED,112709,238.47
ELLEN,ELLENBARRIE INDUS GASES L,424382,2178.70
EMAMILTD,EMAMI LIMITED,722670,4218.47
EMAMIPAP,EMAMI PAPER MILLS LIMITED,183924,203.09
EMBDL,EMBASSY DEVELOPMENTS LTD,40804052,46574.60
EMCURE,EMCURE PHARMACEUTICALS L,72512,1000.81
EMIL,ELECTRONICS MART IND LTD,1915478,2951.49
EMKAY,EMKAY GLOBAL FIN SERV LTD,72,0.28
EMMBI,EMMBI INDUSTRIES LIMITED,1451,1.78
EMSLIMITED,EMS LIMITED,1256819,7590.44
EMUDHRA,EMUDHRA LIMITED,187809,1333.98
EMULTIMQ,EDELAMC - EMULTIMQ,38068,16.27
ENDURANCE,ENDURANCE TECHNO. LTD.,112850,3246.47
ENGINERSIN,ENGINEERS INDIA LTD,12162741,26047.55
ENIL,ENTERTAIN NET. IND. LTD.,38832,62.42
ENRIN,SIEMENS ENERGY INDIA LTD,281095,9228.79
ENTERO,ENTERO HEALTHCARE SOLU L,340390,4015.50
EPACK,EPACK DURABLE LIMITED,1527059,5515.03
EPACKPEB,EPACK PREFAB TECHN LTD,327770,1063.67
EPIGRAL,EPIGRAL LIMITED,269607,4771.74
EPL,EPL LIMITED,2005123,4533.28
EQUAL200,MIRAEAMC - EQUAL200,8648,1.16
EQUAL50ADD,DSPAMC - DSPNEWETF,12903,42.37
EQUITASBNK,EQUITAS SMALL FIN BNK LTD,9927736,6365.58
ERIS,ERIS LIFESCIENCES LIMITED,71457,1201.62
ESABINDIA,ESAB INDIA LTD,10588,557.90
ESAFSFB,ESAF SMALL FINANCE BANK L,1830825,625.84
ESCORTS,ESCORTS KUBOTA LIMITED,169734,6162.35
ESG,MIRAEAMC - MAESGETF,17573,7.61
ESILVER,EDELAMC - ESILVER,76656,117.63
ESSENTIA,INTEGRA ESSENTIA LIMITED,163354,3.51
ESTER,ESTER INDUSTRIES LTD,371047,486.27
ETERNAL,ETERNAL LIMITED,18755223,57513.34
ETHOSLTD,ETHOS LIMITED,21608,583.31
EUREKAFORB,EUREKA FORBES LIMITED,154495,874.65
EUROBOND,EURO PANEL PRODUCTS LTD,1487,3.43
EUROPRATIK,EURO PRATIK SALES LIMITED,14870,48.49
EVEREADY,EVEREADY INDS. IND.  LTD.,1147048,4624.83
EVERESTIND,EVEREST INDUSTRIES LTD,12226,79.75
EVIETF,ICICIPRAMC - EVIETF,175379,55.61
EVINDIA,MIRAEAMC - EVINDIA,201527,61.27
EXCEL,EXCEL REALTY N INFRA LTD,201,0.00
EXCELINDUS,EXCEL INDUSTRIES LTD,27347,336.22
EXICOM,EXICOM TELE SYSTEMS LTD,806817,1300.53
EXIDEIND,EXIDE INDUSTRIES LTD,6030538,25345.64
EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,36615,426.43
EXXARO,EXXARO TILES LIMITED,236607,21.15
FABTECH,FABTECH TECHNOLOGIES LTD,114041,279.55
FACT,FACT LTD,723865,7069.07
FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,31295,296.39
FAZE3Q,FAZE THREE LIMITED,64327,337.58
FCL,FINEOTEX CHEMICAL LIMITED,6678755,2210.57
FCSSOFT,FCS SOFTWARE SOLN. LTD.,602839,15.61
FDC,FDC LIMITED,515946,2491.06
FEDERALBNK,FEDERAL BANK LTD,2472512,5239.98
FEDFINA,FEDBANK FINANCIAL SER L,3513937,5020.08
FIBERWEB,FIBERWEB INDIA LIMITED,6224,2.78
FIEMIND,FIEM INDUSTRIES LIMITED,111619,2263.64
FILATEX,FILATEX INDIA LTD,3031088,1713.78
FILATFASH,FILATEX FASHIONS LIMITED,2466279,12.93
FINCABLES,FINOLEX CABLES LTD,1134684,10482.78
FINEORG,FINE ORGANIC IND. LTD.,31489,1504.99
FINIETF,ICICIPRAMC-ICICIFIN,442201,135.34
FINOPB,FINO PAYMENTS BANK LTD,1394298,4260.59
FINPIPE,FINOLEX INDUSTRIES LTD,3271074,7082.59
FIRSTCRY,BRAINBEES SOLUTIONS LTD,2374819,9001.52
FISCHER,FISCHER MEDICAL VENTURE L,596303,648.25
FIVESTAR,FIVE-STAR BUS FIN LTD,943549,6027.98
FLAIR,FLAIR WRITING INDUST LTD,246100,810.91
FLEXIADD,DSPAMC - FLEXIADD,49,0.01
FLUOROCHEM,GUJARAT FLUOROCHEM LTD,483747,17940.60
FMCGIETF,ICICIPRAMC - ICICIFMCG,1937764,1160.15
FMGOETZE,FEDERAL-MOGUL GOETZE (IND,170908,864.91
FOODSIN,FOODS & INNS LIMITED,26239,24.77
FORCEMOT,FORCE MOTORS LIMITED,61555,10227.26
FORTIS,FORTIS HEALTHCARE LTD,941833,9072.41
FOSECOIND,FOSECO INDIA LTD,3600,215.56
FSL,FIRSTSOURCE SOLU. LTD.,1781218,6363.01
FUSION,FUSION FINANCE LIMITED,1649084,3928.50
GABRIEL,GABRIEL INDIA LTD,164225,1628.06
GAEL,GUJARAT AMBUJA EXPORTS LT,1646008,2074.93
GAIL,GAIL (INDIA) LTD,15565712,29175.41
GALAPREC,GALA PRECISION ENG LTD,44934,425.79
GALAXYSURF,GALAXY SURFACTANTS LTD,39941,980.75
GALLANTT,GALLANTT ISPAT LIMITED,191852,1182.58
GANDHAR,GANDHAR OIL REFINE IND L,708118,1185.85
GANDHITUBE,GANDHI SPL. TUBES LTD,34538,307.32
GANECOS,GANESHA ECOSPHERE LIMITED,133335,1899.09
GANESHBE,GANESH BENZOPLAST LIMITED,408130,458.31
GANESHCP,GANESH CONSUMER PRODUCT L,11451,31.68
GANESHHOU,GANESH HOUSING LIMITED,449362,4241.11
GARFIBRES,GARWARE TECH FIBRES LTD,75377,638.63
GARUDA,GARUDA CONSTRUCT N ENG L,528225,1189.27
GATECH,GACM TECHNOLOGIES LIMITED,10936,0.08
GATEWAY,GATEWAY DISTRIPARKS LTD,5142595,3487.47
GCSL,GRETEX CORPORATE SERVICES,470,1.25
GEECEE,GEECEE VENTURES LIMITED,201,0.77
GEEKAYWIRE,GEEKAY WIRES LIMITED,972,0.52
GEMAROMA,GEM AROMATICS LIMITED,191593,440.72
GENESYS,GENESYS INTL CORPN LTD,704135,4404.39
GENUSPAPER,GENUS P&B LIMITED,137550,29.01
GENUSPOWER,GENUS POWER INFRASTRU LTD,3964512,14332.77
GEOJITFSL,GEOJIT FINANCIAL SER L,1809439,1487.57
GESHIP,THE GE SHPG.LTD,803843,8681.18
GFLLIMITED,GFL LIMITED,11746,6.55
GHCL,GHCL LIMITED,646083,3963.70
GHCLTEXTIL,GHCL TEXTILES LIMITED,86193,73.58
GICHSGFIN,GIC HOUSING FINANCE LTD,1285602,2535.98
GICRE,GENERAL INS CORP OF INDIA,2366851,9475.05
GILLETTE,GILLETTE INDIA LTD,54391,5142.07
GILT5YBEES,RELCAPAMC - NETFGILT5Y,5087,3.21
GIPCL,GUJ IND POW CO. LTD,2654609,5295.94
GKENERGY,GK ENERGY LIMITED,60523,125.03
GLAND,GLAND PHARMA LIMITED,173569,3397.23
GLAXO,GLAXOSMITHKLINE PHARMA LT,113601,3335.28
GLENMARK,GLENMARK PHARMACEUTICALS,383627,7540.95
GLOBAL,GLOBAL EDUCATION LIMITED,13500,9.57
GLOBALVECT,GLOBAL VEC HELICORP LTD,1744,4.10
GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,608435,447.24
GLOBUSSPR,GLOBUS SPIRITS LTD,174406,1962.34
GLOSTERLTD,GLOSTER LIMITED,4877,32.26
GLOTTIS,GLOTTIS LIMITED,58423,41.52
GMBREW,G M BREWERIES LTD,84583,939.38
GMDCLTD,GUJARAT MINERAL DEV CORP,5800742,31174.11
GMMPFAUDLR,GMM PFAUDLER LIMITED,306245,3742.82
GMRAIRPORT,GMR AIRPORTS LIMITED,13817892,12499.02
GMRP&UI,GMR POW AND URBAN INFRA L,11808068,13756.61
GNA,GNA AXLES LIMITED,151495,523.93
GNFC,GUJ NAR VAL FER & CHEM L,1956647,10714.82
GOACARBON,GOA CARBON LIMITED,27599,139.46
GOCLCORP,GOCL CORPORATION LIMITED,355358,1368.68
GOCOLORS,GO FASHION INDIA LTD,168121,1243.77
GODAVARIB,GODAVARI BIOREFINERIES L,53726,144.96
GODFRYPHLP,GODFREY PHILLIPS INDIA LT,656705,22432.91
GODIGIT,GO DIGIT GENERAL INS LTD,204235,734.14
GODREJAGRO,GODREJ AGROVET LIMITED,930358,6783.16
GODREJCP,GODREJ CONSUMER PRODUCTS,508539,6236.41
GODREJIND,GODREJ INDUSTRIES LTD,188333,2158.81
GODREJPROP,GODREJ PROPERTIES LTD,630560,14533.07
GOKEX,GOKALDAS EXPORTS LTD.,1268353,10612.67
GOKUL,GOKUL REFOILS & SOLV LTD,647,0.28
GOKULAGRO,GOKUL AGRO RESOURCES LTD,492956,883.48
GOLD1,KOTAK GOLD ETF,1226823,1196.69
GOLD360,360ONEAMC - GOLD360,28060,34.95
GOLDBEES,NIP IND ETF GOLD BEES,22303894,22211.17
GOLDCASE,ZERODHAAMC - GOLDCASE,2667289,503.77
GOLDETF,MIRAEAMC - MAGOLDETF,749508,872.61
GOLDETFADD,DSPAMC - DSPGOLDETF,25143,29.75
GOLDIAM,GOLDIAM INTERNATIONAL LTD,2342209,8826.61
GOLDIETF,ICICI PRUDENTIAL GOLD ETF,3633456,3736.10
GOLDSHARE,UTI GOLD ETF,1362471,1165.66
GOLDTECH,AION-TECH SOLUTIONS LTD,1500,1.02
GOODLUCK,GOODLUCK INDIA LIMITED,771741,7829.51
GOPAL,GOPAL SNACKS LIMITED,759750,2739.34
GOYALALUM,GOYAL ALUMINIUMS LIMITED,200,0.01
GPIL,GODAWARI POW & ISP LTD,8249873,19066.49
GPPL,GUJARAT PIPAVAV PORT LTD,8405718,16915.70
GPTHEALTH,GPT HEALTHCARE LIMITED,578483,923.72
GPTINFRA,GPT INFRAPROJECTS LTD,143037,165.85
GRANULES,GRANULES INDIA LIMITED,4363087,23023.91
GRAPHITE,GRAPHITE INDIA LTD,1706066,9882.97
GRASIM,GRASIM INDUSTRIES LTD,270428,7419.94
GRAUWEIL,GRAUER & WEIL IND LTD,2000,1.83
GRAVITA,GRAVITA INDIA LIMITED,665855,11988.16
GREAVESCOT,GREAVES COTTON LTD.,5496943,12132.09
GREENLAM,GREENLAM INDUSTRIES LTD.,88311,228.03
GREENPANEL,GREENPANEL INDUSTRIES LTD,279051,844.92
GREENPLY,GREENPLY INDUSTRIES LTD,446430,1383.72
GREENPOWER,ORIENT GREEN POWER CO LTD,5532206,784.35
GRINDWELL,GRINDWELL NORTON LIMITED,71819,1266.33
GRINFRA,G R INFRAPROJECTS LIMITED,72857,964.11
GRMOVER,GRM OVERSEAS LIMITED,2545017,9518.39
GROWWDEFNC,GROWWAMC - GROWWDEFNC,871214,716.30
GROWWEV,GROWWAMC - GROWWEV,199236,60.52
GROWWGOLD,GROWWAMC - GROWWGOLD,238431,288.98
GROWWLIQID,GROWWAMC - GROWWLIQID,1160,1.23
GROWWLOVOL,GROWWAMC - GROWWLOVOL,2827,0.29
GROWWMOM50,GROWWAMC - GROWWMOM50,174616,18.92
GROWWN200,GROWWAMC - GROWWN200,31957,3.66
GROWWNET,GROWWAMC - GROWWNET,131047,14.10
GROWWNIFTY,GROWWAMC - GROWWNIFTY,2585,0.27
GROWWNXT50,GROWWAMC - GROWWNXT50,301,0.21
GROWWPOWER,GROWWAMC - GROWWPOWER,146223,15.05
GROWWRAIL,GROWWAMC - GROWWRAIL,3170200,1137.91
GROWWRLTY,GROWWAMC - GROWWRLTY,5930,0.64
GROWWSLVR,GROWWAMC - GROWWSLVR,475900,770.18
GRPLTD,GRP LIMITED,3367,80.44
GRSE,GARDEN REACH SHIP&ENG LTD,1494142,39189.03
GRWRHITECH,GARWARE HI-TECH FILMS LTD,140436,5209.16
GSEC10IETF,ICICIPRAMC - ICICI10GS,1137,2.94
GSEC10YEAR,MIRAEAMC - MAGS813ETF,2094,0.62
GSEC5IETF,ICICIPRAMC - ICICI5GSEC,1902,1.21
GSFC,GUJ STATE FERT & CHEM LTD,7477010,15509.74
GSLSU,GLOBAL SURFACES LIMITED,197129,274.58
GSPL,GUJARAT STATE PETRO LTD,823876,2747.05
GSS,GSS INFOTECH LIMITED,365898,93.75
GTL,GTL LTD,100231,12.27
GTLINFRA,GTL INFRA.LTD,7853464,128.60
GTPL,GTPL HATHWAY LIMITED,44883,53.59
GUFICBIO,GUFIC BIOSCIENCES LTD.,133638,485.39
GUJALKALI,GUJARAT ALKALIES & CHEM,371951,2372.44
GUJAPOLLO,GUJ. APOLLO IND. LTD.,2,0.01
GUJGASLTD,GUJARAT GAS LIMITED,755308,3484.39
GUJTHEM,GUJARAT THEMIS BIOSYN LTD,1305024,5414.64
GULFOILLUB,GULF OIL LUB. IND. LTD.,163195,2018.35
GULFPETRO,GP PETROLEUMS LIMITED,60465,25.72
GULPOLY,GULSHAN POLYOLS LIMITED,247435,428.71
GVKPIL,GVK POW. & INFRA LTD.,20000,1.93
GVPIL,GE POWER INDIA LIMITED,593479,2033.11
GVT&D,GE VERNOVA T&D INDIA LTD,150751,4516.01
HAL,HINDUSTAN AERONAUTICS LTD,2855319,135801.87
HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,2800590,18639.08
HAPPYFORGE,HAPPY FORGINGS LIMITED,88936,879.94
HARDWYN,HARDWYN INDIA LIMITED,217798,34.53
HARIOMPIPE,HARIOM PIPE INDUSTRIES L,563772,2923.86
HARRMALAYA,HARRISON MALAYALAM LTD,9661,20.70
HARSHA,HARSHA ENGINEERS INT LTD,1065395,4789.48
HATHWAY,HATHWAY CABLE & DATACOM,28745238,4487.35
HATSUN,HATSUN AGRO PRODUCT LTD.,34508,374.06
HAVELLS,HAVELLS INDIA LIMITED,830673,12993.59
HBLENGINE,HBL ENGINEERING LTD,3573385,30086.54
HCC,HINDUSTAN CONSTRUCTION CO,10594041,3074.61
HCG,HEALTHCARE GLOB. ENT. LTD,347393,2185.94
HCL-INSYS,HCL INFOSYSTEMS LTD,325,0.06
HCLTECH,HCL TECHNOLOGIES LTD,1393518,21968.12
HDBFS,HDB FINANCIAL SERVICES L,863188,6440.47
HDFCAMC,HDFC AMC LIMITED,222907,12262.16
HDFCBANK,HDFC BANK LTD,3540704,33730.35
HDFCBSE500,HDFCAMC - HDFCBSE500,12190,4.55
HDFCGOLD,HDFC GOLD ETF,2215114,2228.40
HDFCGROWTH,HDFCAMC - HDFCGROWTH,9419,11.68
HDFCLIFE,HDFC LIFE INS CO LTD,958315,7231.85
HDFCLIQUID,HDFCAMC - HDFCLIQUID,12,0.12
HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,30062,6.27
HDFCMID150,HDFCAMC - HDFCMID150,647180,136.96
HDFCMOMENT,HDFCAMC - HDFCMOMENT,454864,148.85
HDFCNEXT50,HDFCAMC - HDFCNEXT50,70678,49.26
HDFCNIF100,HDFCAMC - HDFCNIF100,23584,6.22
HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,81875,45.97
HDFCNIFIT,HDFCAMC - HDFCNIFIT,286196,107.39
HDFCNIFTY,HDFCAMC - HDFCNIFTY,50817,140.72
HDFCPSUBK,HDFCAMC HDFCPSUBK,26090,20.75
HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,92433,26.01
HDFCQUAL,HDFCAMC - HDFCQUAL,27272,15.96
HDFCSENSEX,HDFCAMC - HDFCSENSEX,27396,25.07
HDFCSILVER,HDFCAMC - HDFCSILVER,5739071,9062.57
HDFCSML250,HDFCAMC - HDFCSML250,2245818,3874.88
HDFCVALUE,HDFCAMC - HDFCVALUE,2448,3.30
HEALTHIETF,ICICIPRAMC - ICICIPHARM,158065,237.42
HEALTHY,BIRLASLAMC - HEALTHY,185105,27.61
HEG,HEG LTD,1471027,7958.10
HEIDELBERG,HEIDELBERGCEMENT (I) LTD,843609,1786.15
HEMIPROP,HEMISPHERE PROP IND LTD,3013881,4681.25
HERANBA,HERANBA INDUSTRIES LTD,129988,436.05
HERCULES,HERCULES HOI. LTD.,26659,53.59
HERITGFOOD,HERITAGE FOODS LTD,1106201,5504.32
HEROMOTOCO,HERO MOTOCORP LIMITED,240490,12535.15
HESTERBIO,HESTER BIOSCIENCES LTD,10059,194.72
HEUBACHIND,HEUBACH COLORANTS IND LTD,39549,217.29
HEXT,HEXAWARE TECHNOLOGIES LTD,428431,3187.28
HFCL,HFCL LIMITED,36573907,33353.52
HGINFRA,H.G.INFRA ENGINEERING LTD,521677,5554.82
HGS,HINDUJA GLOBAL SOLS. LTD.,137635,826.37
HIKAL,HIKAL LIMITED,1405377,4369.32
HILINFRA,HIGHWAY INFRASTRUCTURE L,157184,122.90
HILTON,HILTON METAL FORGING LTD,104649,48.62
HIMATSEIDE,HIMATSINGKA SEIDE LTD,2941417,4282.89
HINDALCO,HINDALCO  INDUSTRIES  LTD,1882473,14232.47
HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,3339,15.68
HINDCON,HINDCON CHEMICALS LIMITED,821,0.26
HINDCOPPER,HINDUSTAN COPPER LTD,14454783,42359.90
HINDMOTORS,HINDUSTAN MOTORS LIMITED,5000,1.07
HINDOILEXP,HINDUSTAN OIL EXPLORATION,4265470,8199.81
HINDPETRO,HINDUSTAN PETROLEUM CORP,1381735,5846.25
HINDUNILVR,HINDUSTAN UNILEVER LTD.,939097,23633.55
HINDWAREAP,HINDWARE HME INOVATON LTD,1724145,5354.70
HINDZINC,HINDUSTAN ZINC LIMITED,8470431,41365.88
HIRECT,HIND RECTIFIER LIMITED,50765,865.52
HISARMETAL,HISAR METAL IND. LIMITED,1099,2.43
HITECH,HI-TECH PIPES LIMITED,7326201,8490.06
HITECHCORP,HITECH CORPORATION LTD,1398,2.89
HLEGLAS,HLE GLASCOAT LIMITED,286081,1554.74
HLVLTD,HLV LIMITED,1060272,143.85
HMAAGRO,HMA AGRO INDUSTRIES LTD,785416,255.93
HMVL,HINDUSTAN MEDIA VENT LTD,68943,56.67
HNDFDS,HINDUSTAN FOODS LIMITED,72967,398.99
HNGSNGBEES,NIP IND ETF HANGSENG BEES,497445,2488.25
HOMEFIRST,HOME FIRST FIN CO IND LTD,325317,4029.65
HONASA,HONASA CONSUMER LIMITED,570796,1630.40
HONAUT,HONEYWELL AUTOMATION IND,17792,6794.18
HONDAPOWER,HONDA I POWER PRODUCT LTD,21812,628.72
HPAL,HP ADHESIVES LIMITED,92028,64.65
HPL,HPL ELECTRIC & POWER LTD,706297,3779.79
HSCL,HIMADRI SPECIALITY CHEM L,4763550,23128.58
HTMEDIA,HT MEDIA LIMITED,10000,2.89
HUBTOWN,HUBTOWN LIMITED,3078600,9015.50
HUDCO,HSG & URBAN DEV CORPN LTD,11940687,28964.89
HUHTAMAKI,HUHTAMAKI INDIA LIMITED,1152286,4012.14
HYUNDAI,HYUNDAI MOTOR INDIA LTD,708569,17508.23
ICEMAKE,ICE MAKE REFRIGERAT LTD,30463,245.19
ICICIB22,ICICIPRAMC - BHARATIWIN,365291,407.79
ICICIBANK,ICICI BANK LTD.,5084890,70075.22
ICICIGI,ICICI LOMBARD GIC LIMITED,142303,2868.19
ICICIPRULI,ICICI PRU LIFE INS CO LTD,823189,5183.97
ICIL,INDO COUNT INDUSTRIES LTD,1112011,3308.92
ICRA,ICRA LIMITED,5876,381.30
IDBI,IDBI BANK LIMITED,38306411,36322.68
IDEA,VODAFONE IDEA LIMITED,629002123,53446.66
IDEAFORGE,IDEAFORGE TECHNO LTD,1161044,6229.86
IDFCFIRSTB,IDFC FIRST BANK LIMITED,47170414,34052.75
IDFNIFTYET,BANDHANAMC - IDFNIFTYET,5809,15.98
IEX,INDIAN ENERGY EXC LTD,10092720,16132.12
IFBAGRO,IFB AGRO INDUSTRIES LTD,19726,274.84
IFBIND,IFB INDUSTRIES LTD,289540,4793.22
IFCI,IFCI LTD,20133940,11989.75
IFGLEXPOR,IFGL REFRACTORIES LIMITED,36310,102.47
IGARASHI,IGARASHI MOTORS INDIA LTD,185388,1018.03
IGCL,INDOGULF CROPSCIENCES LTD,451906,493.66
IGIL,INTERNATIO GEMM INS (I) L,950509,3714.63
IGL,INDRAPRASTHA GAS LTD,1833774,3986.83
IGPL,I G PETROCHEMICALS LTD,82392,428.71
IIFL,IIFL FINANCE LIMITED,1788034,8301.78
IIFLCAPS,IIFL CAPITAL SERVICES LTD,2489000,8110.29
IKIO,IKIO TECHNOLOGIES LIMITED,339933,806.18
IKS,INVENTURUS KNOWLEDGE SO L,499392,7999.50
IMAGICAA,IMAGICAAWORLD ENT LTD,2973212,1899.89
IMFA,INDIAN METALS & FERRO,238718,2353.58
IMPAL,IND MOTOR PART & ACC LTD,596,6.76
INDBANK,INDBANK MERCH BANK,10962,4.59
INDGN,INDEGENE LIMITED,1186026,6791.00
INDHOTEL,THE INDIAN HOTELS CO. LTD,4751433,35727.17
INDIACEM,THE INDIA CEMENTS LIMITED,642502,2330.79
INDIAGLYCO,INDIA GLYCOLS LTD,1213835,10112.62
INDIAMART,INDIAMART INTERMESH LTD,116094,2901.57
INDIANB,INDIAN BANK,500347,3762.99
INDIANHUME,INDIAN HUME PIPE CO. LTD.,84369,346.84
INDIASHLTR,INDIA SHELTER FIN CORP L,461114,3832.96
INDIGO,INTERGLOBE AVIATION LTD,448044,25386.18
INDIGOPNTS,INDIGO PAINTS LIMITED,178670,2031.81
INDIQUBE,INDIQUBE SPACES LIMITED,123460,284.97
INDNIPPON,INDIA NIPPON ELECT  LTD,72620,668.17
INDOAMIN,INDO AMINES LIMITED,239720,366.93
INDOBORAX,INDO BORAX & CHEMICAL LTD,2023,3.60
INDOCO,INDOCO REMEDIES LTD.,120458,361.90
INDOFARM,INDO FARM EQUIPMENT LTD,353604,868.40
INDORAMA,INDO RAMA SYNTHETICS LTD,319847,214.19
INDOSTAR,INDOSTAR CAPITAL FIN LTD,1079847,3224.67
INDOTECH,INDO TECH TRANSFORM LTD.,9574,167.13
INDOWIND,INDOWIND ENERGY LTD,15095,2.81
INDRAMEDCO,INDRAPRASTHA MEDICAL CORP,927012,5329.41
INDSWFTLAB,IND SWIFT LABORATORIES LT,6169,6.44
INDTERRAIN,IND TERRAIN FASHIONS LTD,17293,7.56
INDUSINDBK,INDUSIND BANK LIMITED,3857816,31793.79
