sebi_report_as_on_reporting_date_12nov2025,unnamed_1,unnamed_2,unnamed_3
ADANIPORTS,ADANI PORT & SEZ LTD,1617847,22705.13
ADANIPOWER,ADANI POWER LTD,31460646,47672.82
ADFFOODS,ADF FOODS LIMITED,756175,1954.21
ADOR,ADOR WELDING LTD,52240,584.53
ADSL,ALLIED DIGITAL SERV. LTD,342063,666.45
ADVANCE,ADVANCE AGROLIFE LIMITED,311009,434.58
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,32289,20.62
ADVENZYMES,ADVANCED ENZYME TECH LTD,700145,2459.55
AEGISLOG,AEGIS LOGISTICS LIMITED,1085892,8717.50
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,366018,978.95
AEROENTER,AEROFLEX ENTERPRISES LTD,881221,892.27
AEROFLEX,AEROFLEX INDUSTRIES LTD,2400356,4596.41
AETHER,AETHER INDUSTRIES LIMITED,454573,3485.86
AFCONS,AFCONS INFRASTRUCTURE LTD,1409453,6351.04
AFFLE,AFFLE 3I LIMITED,268862,5085.30
AFFORDABLE,AFFORD ROBO & AUTO LTD,11628,31.67
AFIL,AKME FINTRADE (INDIA) LTD,12456018,963.81
AFSL,ABANS FINANCIAL SRVCS LTD,27684,65.71
AGARIND,AGARWAL INDS CORP LTD.,46406,460.50
AGARWALEYE,DR AGARWALS HEALTH CARE L,131348,644.57
AGI,AGI GREENPAC LIMITED,520455,4506.05
AGIIL,AGI INFRA LIMITED,2034665,4272.22
AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82
AGSTRA,AGS TRANSACT TECH LTD,497,0.37
AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37
AHLEAST,ASIAN HOTELS (EAST) LTD,1201,1.84
AHLUCONT,AHLUWALIA CONT IND LTD,287895,2894.82
AIAENG,AIA ENGINEERING LIMITED,53721,1827.53
AIIL,AUTHUM INVEST & INFRA LTD,92485,2670.94
AIRAN,AIRAN LIMITED,79674,22.41
AJANTPHARM,AJANTA PHARMA LIMITED,63428,1709.44
AJAXENGG,AJAX ENGINEERING LIMITED,163058,1058.03
AJMERA,AJMERA REALTY & INF I LTD,180042,1742.40
AJOONI,AJOONI BIOTECH LIMITED,7049,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1052,0.08
AKUMS,AKUMS DRUGS AND PHARMA L,450594,2278.11
AKZOINDIA,AKZO NOBEL INDIA LIMITED,26881,950.94
ALANKIT,ALANKIT LIMITED,205207,29.61
ALBERTDAVD,ALBERT DAVID LIMITED,3820,31.20
ALEMBICLTD,ALEMBIC LIMITED,2152873,2507.75
ALICON,ALICON CASTALLOY LIMITED,15011,151.35
ALIVUS,ALIVUS LIFE SCIENCES LTD,219234,2239.53
ALKALI,ALKALI METALS LTD,640,0.61
ALKEM,ALKEM LABORATORIES LTD.,17876,987.82
ALKYLAMINE,ALKYL AMINES CHEM. LTD,172920,3553.88
ALLCARGO,ALLCARGO LOGISTICS LTD,1113405,447.40
ALLDIGI,ALLDIGI TECH LIMITED,27224,200.68
ALLTIME,ALL TIME PLASTICS LIMITED,155293,449.51
ALMONDZ,ALMONDZ GLOBAL SEC LTD,13849,2.95
ALOKINDS,ALOK INDUSTRIES LIMITED,15403722,2977.55
ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,4141125,2051.63
ALPHAETF,MIRAEAMC - ALPHAETF,1681749,426.36
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14659,38.95
ALPL30IETF,ICICIPRAMC - ICICIALPLV,819301,233.21
AMANTA,AMANTA HEALTHCARE LIMITED,16287,20.53
AMBER,AMBER ENTERPRISES (I) LTD,220737,17159.72
AMBIKCO,AMBIKA COTTON MILL LTD.,14532,215.27
AMBUJACEM,AMBUJA CEMENTS LTD,2656661,15395.46
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2258,6.73
AMRUTANJAN,AMRUTAJAN HEALTH LTD,40973,307.75
ANANDRATHI,ANAND RATHI WEALTH LTD,111637,3230.91
ANANTRAJ,ANANT RAJ LIMITED,10656051,69686.98
ANDHRAPAP,ANDHRA PAPER LIMITED,608369,508.81
ANDHRSUGAR,ANDHRA SUGARS LTD,483493,509.97
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,703978,19380.06
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,121760,775.10
ANTHEM,ANTHEM BIOSCIENCES LTD,360489,2712.07
ANUHPHR,ANUH PHARMA LIMITED,26912,25.33
ANUP,THE ANUP ENGINEERING LTD,75082,1958.41
ANURAS,ANUPAM RASAYAN INDIA LTD,4252808,42102.94
AONEGOLD,AONEAMC - AONEGOLD,761584,90.56
AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,46415,4.77
AONETOTAL,AONEAMC - AONETOTAL,78015,9.16
APARINDS,APAR INDUSTRIES LTD.,76621,6425.74
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,31510,131.88
APEX,APEX FROZEN FOODS LIMITED,171395,424.29
APLAPOLLO,APL APOLLO TUBES LTD,263835,4605.49
APLLTD,ALEMBIC PHARMA LTD,227550,2280.41
APOLLO,APOLLO MICRO SYSTEMS LTD,3514725,9144.81
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,135990,10395.03
APOLLOPIPE,APOLLO PIPES LIMITED,526870,2025.51
APOLLOTYRE,APOLLO TYRES LTD,686252,3436.12
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,312974,370.12
APTUS,APTUS VALUE HSG FIN I LTD,2702486,8552.94
ARCHIDPLY,ARCHIDPLY IND. LTD,900,0.91
ARE&M,AMARA RAJA ENERGY MOB LTD,1545033,16345.91
ARIES,ARIES AGRO LTD.,104564,413.50
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,746828,792.76
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,151736,647.26
ARISINFRA,ARISINFRA SOLUTIONS LTD,582874,933.97
ARKADE,ARKADE DEVELOPERS LIMITED,2869800,5139.28
ARMANFIN,ARMAN FIN SERV LTD,84104,1355.33
ARROWGREEN,ARROW GREENTECH LIMITED,12028,76.44
ARSSBL,ANAND RATHI SH N STK BR L,291360,1732.82
ARTEMISMED,ARTEMIS MED SERVICE LTD,166149,435.72
ARVIND,ARVIND LIMITED,1082958,3664.34
ARVINDFASN,ARVIND FASHIONS LIMITED,534343,2809.74
ARVSMART,ARVIND SMARTSPACES LTD,165941,1100.58
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,108881,969.44
ASAHISONG,ASAHI SONGWON COLOR LTD,542,1.59
ASAL,AUTOMOTIVE STAMPINGS & AS,34647,203.04
ASALCBR,ASSO ALCOHOLS & BREW LTD,147600,1518.27
ASHAPURMIN,ASHAPURA MINECHEM LTD,1601672,7938.19
ASHIANA,ASHIANA HOUSING LTD,72758,231.14
ASHIMASYN,ASHIMA LTD,14255,3.01
ASHOKA,ASHOKA BUILDCON LTD,4384499,9279.45
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,6307593,8582.38
ASIANENE,ASIAN ENERGY SERVICES LTD,584245,2007.06
ASIANPAINT,ASIAN PAINTS LIMITED,457782,11720.61
ASIANTILES,ASIAN GRANITO IND. LTD.,575604,371.52
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,456507,2274.20
ASMS,BARTRONICS INDIA LIMITED,3682,0.54
ASPINWALL,ASPINWALL & CO LTD,200,0.56
ASTEC,ASTEC LIFESCIENCES LTD,349415,3403.18
ASTERDM,ASTER DM HEALTHCARE LTD.,407363,2604.99
ASTRAL,ASTRAL LIMITED,544579,8496.11
ASTRAMICRO,ASTRA MICROWAVE LTD,2150695,19848.15
ASTRAZEN,ASTRAZENECA PHARMA IND LT,29563,2437.21
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1745590,11897.27
ATHERENERG,ATHER ENERGY LIMITED,1030571,6550.55
ATL,ALLCARGO TERMINALS LTD,933272,397.90
ATLANTAELE,ATLANTA ELECTRICALS LTD,48927,490.66
ATUL,ATUL LTD,265684,15582.04
ATULAUTO,ATUL AUTO LIMITED,278996,1406.95
AUBANK,AU SMALL FINANCE BANK LTD,547190,4214.15
AURIONPRO,AURIONPRO SOLN LTD,426744,5322.56
AUROPHARMA,AUROBINDO PHARMA LTD,607544,7140.47
AURUM,AURUM PROPTECH LIMITED,225643,408.02
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,24260,438.84
AUTOBEES,NIPPONAMC - NETFAUTO,313653,856.68
AUTOIETF,ICICIPRAMC - ICICIAUTO,762348,207.38
AUTOIND,AUTOLINE INDUSTRIES LTD,65875,52.45
AVADHSUGAR,AVADH SUG & ENERGY LTD,162928,827.67
AVALON,AVALON TECHNOLOGIES LTD,285459,2934.21
AVANTEL,AVANTEL LIMITED,7024225,12567.53
AVANTIFEED,AVANTI FEEDS LIMITED,1241297,9228.35
AVG,AVG LOGISTICS LIMITED,1906,5.18
AVL,ADITYA VISION LIMITED,127578,673.75
AVONMORE,AVONMORE CAP&MGT SERV LTD,12476,2.36
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,71996,61.81
AWFIS,AWFIS SPACE SOLUTIONS LTD,759707,4645.85
AWHCL,ANTONY WASTE HDG CELL LTD,265218,1579.12
AWL,AWL AGRI BUSINESS LIMITED,3215167,9077.25
AXISBANK,AXIS BANK LIMITED,1106124,13039.34
AXISBNKETF,AXISAMC - AXISBNKETF,772,4.59
AXISBPSETF,AXISAMC - AXISBPSETF,3032,0.39
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,13987,17.74
AXISGOLD,AXIS MF - AXIS GOLD ETF,2754156,2758.33
AXISHCETF,AXISAMC - AXISHCETF,5666,8.10
AXISILVER,AXISAMC - AXISILVER,838909,1365.00
AXISNIFTY,AXISAMC - AXISNIFTY,24488,69.20
AXISTECETF,AXISAMC - AXISTECETF,5620,23.05
AXISVALUE,AXISAMC - AXISVALUE,1203,0.35
AXITA,AXITA COTTON LIMITED,50802,6.55
AXSENSEX,AXISAMC - AXSENSEX,2197,1.88
AYMSYNTEX,AYM SYNTEX LIMITED,22317,42.87
AZAD,AZAD ENGINEERING LIMITED,584773,9827.12
BAIDFIN,BAID FINSERV LIMITED,31128,3.88
BAJAJ-AUTO,BAJAJ AUTO LIMITED,407829,36189.84
BAJAJCON,BAJAJ CONSUMER CARE LTD,2089267,5447.95
BAJAJELEC,BAJAJ ELECT.LTD,459666,2660.36
BAJAJFINSV,BAJAJ FINSERV LTD.,847932,17108.15
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,924544,4587.26
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23516549,27935.86
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,24905502,6164.14
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,82152,10513.35
BAJAJINDEF,INDEF MANUFACTURING LTD,12044,46.19
BAJEL,BAJEL PROJECTS LIMITED,214479,438.17
BAJFINANCE,BAJAJ FINANCE LIMITED,3908164,38463.08
BALAJEE,SHREE TIRUPATI BALAJEE L,130628,67.48
BALAJITELE,BALAJI TELEFILMS LIMITED.,93874,116.09
BALAMINES,BALAJI AMINES LIMITED,281362,4549.53
BALAXI,BALAXI PHARMA LTD,71154,42.57
BALKRISIND,BALKRISHNA IND. LTD,144305,3639.57
BALMLAWRIE,BALMER LAWRIE & CO LTD,1753314,3912.05
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1115909,5645.77
BALUFORGE,BALU FORGE INDUSTRIES LTD,296781,1910.43
BANARBEADS,BANARAS BEADS LTD,350,0.48
BANARISUG,BANNARI AMMAN SUGARS LTD,572,20.92
BANCOINDIA,BANCO PRODUCTS (I) LTD,530787,4036.98
BANDHANBNK,BANDHAN BANK LIMITED,17069446,28887.93
BANKBARODA,BANK OF BARODA,5012636,12918.11
BANKBEES,NIP IND ETF BANK BEES,411547,2385.09
BANKBETF,BFAM - BANKBETF,7451,4.20
BANKETF,MIRAEAMC - BANKETF,14157,83.17
BANKETFADD,DSPAMC - DSPBANKETF,3986,2.32
BANKIETF,ICICIPRAMC - IPRU5008,216181,124.80
BANKINDIA,BANK OF INDIA,15286030,18947.94
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,12297,70.55
BANKPSU,MIRAEAMC - BANKPSU,15130,11.38
BANSALWIRE,BANSAL WIRE INDUSTRIES L,218834,846.60
BANSWRAS,BANSWARA SYNTEX LIMITED,3427,5.40
BASF,BASF INDIA LTD,168682,8678.79
BASML,BANNARI AM SPIN MILL LTD.,75199,22.34
BATAINDIA,BATA INDIA LTD,453983,5439.70
BAYERCROP,BAYER CROPSCIENCE LTD,107408,5382.55
BBETF0432,EDELAMC - BBETF0432,151,1.95
BBL,BHARAT BIJLEE LTD,103922,3043.80
BBNPNBETF,BARODABNP - BBNPNBETF,11,0.01
BBNPPGOLD,BARODABNP - BBNPPGOLD,25324,30.35
BBOX,BLACK BOX LIMITED,956616,5281.77
BBTC,BOMBAY BURMAH TRADING COR,204209,3997.88
BCLIND,BCL INDUSTRIES LIMITED,1729979,757.70
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,4077207,68340.28
BEARDSELL,BEARDSELL LIMITED,9501,3.36
BECTORFOOD,MRS BECTORS FOOD SPE LTD,193111,2757.94
BEDMUTHA,BEDMUTHA INDUST LTD,6411,9.21
BEL,BHARAT ELECTRONICS LTD,20763123,80961.13
BELLACASA,BELLA CASA FASH AND RET L,6071,24.10
BELRISE,BELRISE INDUSTRIES LTD,13094805,19311.75
BEML,BEML LIMITED,1444311,31196.28
BEPL,BHANSALI ENG. POLYMERS LT,2916247,3380.33
BERGEPAINT,BERGER PAINTS (I) LTD,272128,1523.94
BESTAGRO,BEST AGROLIFE LIMITED,72771,319.68
BFINVEST,BF INVESTMENT LIMITED,99324,525.11
BFSI,MIRAEAMC - MAFSETF,1029676,280.95
BFUTILITIE,BF UTILITIES LIMITED,88228,628.90
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,616513,1790.88
BHAGERIA,BHAGERIA INDUSTRIES LTD,163366,354.45
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,6173,8.18
BHANDARI,BHANDARI HOSIERY EXP LTD,907045,46.86
BHARATFORG,BHARAT FORGE LTD,609630,8033.24
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,18264,1999.82
BHARATSE,BHARAT SEATS LIMITED,40645,78.65
BHARATWIRE,BHARAT WIRE ROPES LTD.,921477,2050.05
BHARTIARTL,BHARTI AIRTEL LIMITED,945882,18729.01
BHARTIHEXA,BHARTI HEXACOM LIMITED,137030,2514.36
BHEL,BHEL,8276553,20744.52
BIGBLOC,BIGBLOC CONSTRUCTION LTD,69163,66.39
BIKAJI,BIKAJI FOODS INTERN LTD,605095,4622.41
BIOCON,BIOCON LIMITED.,2394208,9000.52
BIRLACABLE,BIRLA CABLE LIMITED,21402,37.36
BIRLACORPN,BIRLA CORPORATION LTD,312027,4048.58
BIRLAMONEY,ADITYA BIRLA MONEY LTD,41577,72.86
BIRLANU,BIRLANU LIMITED,43045,911.55
BLACKBUCK,BLACKBUCK LIMITED,1346280,8918.25
BLAL,BEML LAND ASSETS LIMITED,94994,216.91
BLISSGVS,BLISS GVS PHARMA LTD,818200,1291.24
BLKASHYAP,B.L.KASHYAP & SON LTD,766166,524.41
BLS,BLS INTL SERVS LTD,7106124,26311.33
BLSE,BLS E-SERVICES LIMITED,321994,652.32
BLUEDART,BLUE DART EXPRESS LTD,81948,5328.43
BLUEJET,BLUE JET HEALTHCARE LTD,2673272,19262.51
BLUESTARCO,BLUE STAR LIMITED,262872,5015.72
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,320497,2193.24
BLUSPRING,BLUSPRING ENTERPRISES LTD,258816,215.45
BMWVENTLTD,BMW VENTURES LIMITED,50854,34.67
BODALCHEM,BODAL CHEMICALS LTD,753338,543.38
BOMDYEING,BOMBAY DYEING & MFG. CO L,6526564,11013.71
BORANA,BORANA WEAVES LIMITED,74147,180.63
BOROLTD,BOROSIL LIMITED,381878,1405.95
BORORENEW,BOROSIL RENEWABLES LTD,1680045,10592.17
BOROSCI,BOROSIL SCIENTIFIC LTD,86002,124.17
BOSCHLTD,BOSCH LIMITED,17889,6911.24
BPCL,BHARAT PETROLEUM CORP  LT,2657094,9155.36
BPL,BPL LTD,70661,58.55
BRIGADE,BRIGADE ENTER. LTD,446924,4814.76
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,180960,153.87
BRITANNIA,BRITANNIA INDUSTRIES LTD,73632,4344.16
BRNL,BHARAT ROAD NETWORK LTD,13300,3.14
BSE,BSE LIMITED,2866124,72307.92
BSE500IETF,ICICIPRAMC - ICICI500,584747,230.57
BSHSL,BOMBAY SUPER HYBRID SEEDS,2897,4.87
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,379474,406.88
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,276933,81.43
BSLSENETFG,BIRLASLAMC - BSLSENETFG,1256,1.05
BSOFT,BIRLASOFT LIMITED,4670964,20379.58
BUTTERFLY,BTRFLY GANDHI APPL LTD,20822,160.59
BYKE,THE BYKE HOSPITALITY LTD,16300,11.03
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2057091,4153.13
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,965048,2778.95
CAMS,COMPUTER AGE MNGT SER LTD,865460,35182.64
CANBK,CANARA BANK,22857183,26643.80
CANFINHOME,CAN FIN HOMES LTD,338551,2733.69
CANTABIL,CANTABIL RETAIL LTD,1329690,3519.99
CAPACITE,CAPACITE INFRAPROJECT LTD,1626504,5476.82
CAPITALSFB,CAPITAL SMALL FIN BANK L,118508,337.45
CAPLIPOINT,CAPLIN POINT LAB LTD.,121691,2554.47
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,352312,3483.81
CARERATING,CARE RATINGS LIMITED,168300,2907.47
CARRARO,CARRARO INDIA LIMITED,197736,995.87
CARTRADE,CARTRADE TECH LIMITED,998076,24486.38
CARYSIL,CARYSIL LIMITED,166917,1563.50
CASHIETF,ICICIPRAMC - CASHIETF,339,3.51
CASTROLIND,CASTROL INDIA LIMITED,8185972,17529.75
CCCL,CONS. CONST. CONSORT LTD,9991,2.35
CCL,CCL PRODUCTS (I) LTD,193451,1771.11
CDSL,CENTRAL DEPO SER (I) LTD,4795954,77191.59
CEATLTD,CEAT LIMITED,140729,5564.36
CEIGALL,CEIGALL INDIA LIMITED,664211,1795.18
CELLO,CELLO WORLD LIMITED,699287,4505.11
CEMPRO,CEMINDIA PROJECTS LIMITED,783732,5687.52
CENTENKA,CENTURY ENKA LTD,52328,288.73
CENTRALBK,CENTRAL BANK OF INDIA,40114402,16656.09
CENTRUM,CENTRUM CAPITAL LIMITED,77496,26.46
CENTUM,CENTUM ELECTRONICS LTD,65563,1675.55
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,127676,1025.06
CERA,CERA SANITARYWARE LTD,52952,3474.27
CESC,CESC LTD,4073465,7020.66
CEWATER,CONCORD ENVIRO SYSTEMS L,79939,433.52
CGCL,CAPRI GLOBAL CAPITAL LTD,5289573,9918.87
CGPOWER,CG POWER AND IND SOL LTD,4196355,29652.77
CHALET,CHALET HOTELS LIMITED,236517,2261.22
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5017259,26938.62
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,259785,679.44
CHEMFAB,CHEMFAB ALKALIS LIMITED,6009,41.74
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,222656,959.61
CHENNPETRO,CHENNAI PETROLEUM CORP LT,1111513,9389.63
CHEVIOT,CHEVIOT COMPANY LIMITED,1725,22.29
CHOICEIN,CHOICE INTERNATIONAL LTD,1523737,11626.82
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,204964,3355.38
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,81437,1583.88
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,492723,2237.41
CIFL,CAPITAL INDIA FINANCE LTD,26461,9.95
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,67179,1045.00
CINELINE,CINELINE INDIA LIMITED,0,0.00
CIPLA,CIPLA LTD,804727,12551.42
CLEAN,CLEAN SCIENCE & TECH LTD,1269133,15580.08
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,250432,756.48
CMSINFO,CMS INFO SYSTEMS LIMITED,967418,3874.82
COALINDIA,COAL INDIA LTD,12716023,49974.69
COASTCORP,COASTAL CORPORATION LTD,20090,8.00
COCHINSHIP,COCHIN SHIPYARD LIMITED,3042689,60121.91
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,902855,15979.59
COHANCE,COHANCE LIFESCIENCES LTD,1094857,9339.56
COLPAL,COLGATE PALMOLIVE LTD.,729697,17183.92
COMMOIETF,ICICIPRAMC - ICICICOMMO,53605,48.84
COMPUSOFT,COMPUCOM SOFTWARE LTD,34701,7.48
COMSYN,COMMERCIAL SYN BAGS LTD,1245,1.96
CONCOR,CONTAINER CORP OF IND LTD,3624928,21337.25
CONCORDBIO,CONCORD BIOTECH LIMITED,240343,4017.70
CONFIPET,CONFIDENCE PETRO IND LTD.,3700297,2212.81
CONS,KOTAKMAMC - KOTAKCONS,121,0.16
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1648,3.65
CONSUMBEES,NIP IND ETF CONSUMPTION,246912,333.18
CONSUMER,MIRAEAMC - CONSUMER,67496,8.28
CONSUMIETF,ICICIPRAMC - ICICICONSU,66785,82.64
CONTROLPR,CONTROL PRINT LIMITED,55159,433.19
CORALFINAC,CORAL INDIA FIN & HOUS LT,2000,0.88
CORDSCABLE,CORDS CABLE INDUS LTD.,8027,15.09
COROMANDEL,COROMANDEL INTERNTL. LTD,273565,6217.29
COSMOFIRST,COSMO FIRST LIMITED,452215,4489.00
CPCAP,CP CAPITAL LIMITED,25,0.10
CPPLUS,ADITYA INFOTECH LIMITED,85034,1255.80
CPSEETF,CPSE ETF,2886546,2697.37
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,30129,1948.13
CREATIVE,CREATIVE NEWTECH LIMITED,330131,2249.35
CREDITACC,CREDITACCESS GRAMEEN LTD,429429,5568.87
CREST,CREST VENTURES LIMITED,28279,119.29
CRISIL,CRISIL LTD,75161,3928.93
CRIZAC,CRIZAC LIMITED,963719,3018.32
CROMPTON,CROMPT GREA CON ELEC LTD,6355656,20168.05
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,659052,2537.50
CSLFINANCE,CSL FINANCE LIMITED,8467,26.62
CUB,CITY UNION BANK LTD,1679056,4061.77
CUMMINSIND,CUMMINS INDIA LTD,116593,4702.50
CUPID,CUPID LIMITED,18324385,27820.59
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,2302,5.27
CYIENT,CYIENT LIMITED,801499,10348.50
CYIENTDLM,CYIENT DLM LIMITED,723548,3685.82
DABUR,DABUR INDIA LTD,1279251,6776.98
DALBHARAT,DALMIA BHARAT LIMITED,156106,3359.90
DALMIASUG,DALMIA BHARAT SUG IN LTD,10820,41.46
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1721387,4401.14
DATAMATICS,DATAMATICS GLOBAL SER LTD,388995,3399.94
DATAPATTNS,DATA PATTERNS INDIA LTD,570388,15821.09
DAVANGERE,DAVANGERE SUGAR COMPANY L,3526481,134.70
DBCORP,D.B.CORP LTD,168643,447.96
DBEIL,DEEPAK BUILDERS & ENG I L,227050,385.61
DBL,DILIP BUILDCON LIMITED,817428,4035.74
DBOL,DHAMPUR BIO ORGANICS LTD,38396,34.35
DBREALTY,VALOR ESTATE LIMITED,4817323,8539.77
DCAL,DISHMAN CARBO AMCIS LTD,600283,1675.69
