sebi_report_as_on_reporting_date_18nov2025,unnamed_1,unnamed_2,unnamed_3
ACMESOLAR,ACME SOLAR HOLDINGS LTD,2694553,7646.23
ACUTAAS,ACUTAAS CHEMICALS LIMITED,413095,6359.64
ADANIENSOL,ADANI ENERGY SOLUTION LTD,1195876,10622.92
ADANIENT,ADANI ENTERPRISES LIMITED,1259368,32250.70
ADANIGREEN,ADANI GREEN ENERGY LTD,2530277,27107.93
ADANIPORTS,ADANI PORT & SEZ LTD,1704411,24119.35
ADANIPOWER,ADANI POWER LTD,33243766,50233.52
ADFFOODS,ADF FOODS LIMITED,794945,2034.36
ADOR,ADOR WELDING LTD,51111,574.23
ADSL,ALLIED DIGITAL SERV. LTD,341951,663.39
ADVANCE,ADVANCE AGROLIFE LIMITED,500175,721.90
ADVANIHOTR,ADVANI HOT.& RES.(I) LTD,27989,17.78
ADVENTHTL,ADVENT HOTELS INTERNATI L,2018,6.02
ADVENZYMES,ADVANCED ENZYME TECH LTD,698828,2458.92
AEGISLOG,AEGIS LOGISTICS LIMITED,1124780,9022.73
AEGISVOPAK,AEGIS VOPAK TERMINALS LTD,390708,1044.88
AEROENTER,AEROFLEX ENTERPRISES LTD,904459,912.11
AEROFLEX,AEROFLEX INDUSTRIES LTD,2467535,4717.07
AETHER,AETHER INDUSTRIES LIMITED,343889,2679.71
AFCONS,AFCONS INFRASTRUCTURE LTD,1452378,6467.24
AFFLE,AFFLE 3I LIMITED,299111,5584.14
AFFORDABLE,AFFORD ROBO & AUTO LTD,11577,30.27
AFIL,AKME FINTRADE (INDIA) LTD,12471702,964.42
AFSL,ABANS FINANCIAL SRVCS LTD,27782,65.83
AGARIND,AGARWAL INDS CORP LTD.,53934,519.80
AGARWALEYE,DR AGARWALS HEALTH CARE L,119051,581.62
AGI,AGI GREENPAC LIMITED,512507,4435.17
AGIIL,AGI INFRA LIMITED,1718469,3717.43
AGRITECH,AGRI-TECH (INDIA) LIMITED,2549,4.82
AGSTRA,AGS TRANSACT TECH LTD,497,0.37
AHLADA,AHLADA ENGINEERS LIMITED,5737,5.37
AHLEAST,ASIAN HOTELS (EAST) LTD,1401,2.12
AHLUCONT,AHLUWALIA CONT IND LTD,261833,2661.42
AIAENG,AIA ENGINEERING LIMITED,44464,1553.10
AIIL,AUTHUM INVEST & INFRA LTD,94114,2716.76
AIRAN,AIRAN LIMITED,80536,22.60
AJANTPHARM,AJANTA PHARMA LIMITED,65233,1754.82
AJAXENGG,AJAX ENGINEERING LIMITED,134332,885.05
AJMERA,AJMERA REALTY & INF I LTD,175613,1697.53
AJOONI,AJOONI BIOTECH LIMITED,7049,0.40
AKSHARCHEM,AKSHARCHEM INDIA LIMITED,250,0.77
AKSHOPTFBR,AKSH OPTIFIBRE LIMITED,1052,0.08
AKUMS,AKUMS DRUGS AND PHARMA L,451498,2266.93
AKZOINDIA,AKZO NOBEL INDIA LIMITED,26611,942.17
ALANKIT,ALANKIT LIMITED,205613,29.66
ALBERTDAVD,ALBERT DAVID LIMITED,3773,30.78
ALEMBICLTD,ALEMBIC LIMITED,2172833,2513.70
ALICON,ALICON CASTALLOY LIMITED,12669,128.12
ALIVUS,ALIVUS LIFE SCIENCES LTD,215025,2198.25
ALKALI,ALKALI METALS LTD,740,0.70
ALKEM,ALKEM LABORATORIES LTD.,22544,1264.73
ALKYLAMINE,ALKYL AMINES CHEM. LTD,174127,3572.70
ALLCARGO,ALLCARGO LOGISTICS LTD,789859,313.44
ALLDIGI,ALLDIGI TECH LIMITED,27651,204.47
ALLTIME,ALL TIME PLASTICS LIMITED,172207,499.03
ALMONDZ,ALMONDZ GLOBAL SEC LTD,14119,2.99
ALOKINDS,ALOK INDUSTRIES LIMITED,15445750,2979.80
ALPA,ALPA LABORATORIES LTD,3698,3.81
ALPHA,KOTAKMAMC - KOTAKALPHA,3943292,1955.78
ALPHAETF,MIRAEAMC - ALPHAETF,1757004,445.85
ALPHAGEO,ALPHAGEO (INDIA) LIMITED,14319,38.03
ALPL30IETF,ICICIPRAMC - ICICIALPLV,792067,225.67
AMANTA,AMANTA HEALTHCARE LIMITED,15341,19.24
AMBER,AMBER ENTERPRISES (I) LTD,224038,17384.94
AMBIKCO,AMBIKA COTTON MILL LTD.,14347,211.35
AMBUJACEM,AMBUJA CEMENTS LTD,2648240,15332.04
AMJLAND,AMJ LAND HOLDINGS LIMITED,200,0.12
AMNPLST,AMINES & PLASTICIZERS LTD,2375,6.97
AMRUTANJAN,AMRUTAJAN HEALTH LTD,42634,319.38
ANANDRATHI,ANAND RATHI WEALTH LTD,125050,3645.73
ANANTRAJ,ANANT RAJ LIMITED,10669294,69694.29
ANDHRAPAP,ANDHRA PAPER LIMITED,609487,509.22
ANDHRSUGAR,ANDHRA SUGARS LTD,474588,501.85
ANDREWYU,ANDREW YULE & CO LTD,3900,1.04
ANGELONE,ANGEL ONE LIMITED,600924,16788.97
ANMOL,ANMOL INDIA LIMITED,500,0.08
ANTELOPUS,ANTELOPUS SELAN ENRGY LTD,120884,769.05
ANTHEM,ANTHEM BIOSCIENCES LTD,395181,2933.92
ANUHPHR,ANUH PHARMA LIMITED,18500,16.62
ANUP,THE ANUP ENGINEERING LTD,73184,1912.38
ANURAS,ANUPAM RASAYAN INDIA LTD,4309571,42721.92
AONEGOLD,AONEAMC - AONEGOLD,767970,91.35
AONELIQUID,AONEAMC - AONELIQUID,9,0.09
AONENIFTY,AONEAMC - AONENIFTY,46799,4.82
AONETOTAL,AONEAMC - AONETOTAL,77605,9.11
APARINDS,APAR INDUSTRIES LTD.,71902,6049.25
APCOTEXIND,APCOTEX INDUSTRIES LIMITE,29169,122.48
APEX,APEX FROZEN FOODS LIMITED,164682,422.70
APLAPOLLO,APL APOLLO TUBES LTD,266225,4648.63
APLLTD,ALEMBIC PHARMA LTD,236764,2367.99
APOLLO,APOLLO MICRO SYSTEMS LTD,3439946,8948.84
APOLLOHOSP,APOLLO HOSPITALS ENTER. L,181311,13752.10
APOLLOPIPE,APOLLO PIPES LIMITED,513985,1962.77
APOLLOTYRE,APOLLO TYRES LTD,701313,3547.91
APOLSINHOT,APOLLO SINDOORI HOTEL LTD,202,3.47
APTECHT,APTECH LIMITED,327557,384.78
APTUS,APTUS VALUE HSG FIN I LTD,2723584,8588.40
ARCHIDPLY,ARCHIDPLY IND. LTD,665,0.68
ARE&M,AMARA RAJA ENERGY MOB LTD,1555220,16414.04
ARIES,ARIES AGRO LTD.,104936,414.71
ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,775883,819.66
ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,139517,592.11
ARISINFRA,ARISINFRA SOLUTIONS LTD,496222,801.89
ARKADE,ARKADE DEVELOPERS LIMITED,2877564,5144.38
ARMANFIN,ARMAN FIN SERV LTD,94719,1552.54
ARROWGREEN,ARROW GREENTECH LIMITED,12580,79.35
ARSSBL,ANAND RATHI SH N STK BR L,561459,3814.47
ARTEMISMED,ARTEMIS MED SERVICE LTD,195063,524.14
ARVIND,ARVIND LIMITED,1058843,3598.53
ARVINDFASN,ARVIND FASHIONS LIMITED,564357,2959.49
ARVSMART,ARVIND SMARTSPACES LTD,165541,1094.96
ASAHIINDIA,ASAHI INDIA GLASS LIMITED,87169,771.53
ASAHISONG,ASAHI SONGWON COLOR LTD,542,1.59
ASAL,AUTOMOTIVE STAMPINGS & AS,35023,205.03
ASALCBR,ASSO ALCOHOLS & BREW LTD,161342,1637.43
ASHAPURMIN,ASHAPURA MINECHEM LTD,1498165,7391.39
ASHIANA,ASHIANA HOUSING LTD,81201,257.25
ASHIMASYN,ASHIMA LTD,18563,3.87
ASHOKA,ASHOKA BUILDCON LTD,4434268,9283.80
ASHOKAMET,ASHOKA METCAST LIMITED,6186,1.07
ASHOKLEY,ASHOK LEYLAND LTD,4912371,6714.23
ASIANENE,ASIAN ENERGY SERVICES LTD,577727,1977.57
ASIANPAINT,ASIAN PAINTS LIMITED,358567,9310.48
ASIANTILES,ASIAN GRANITO IND. LTD.,1699376,1145.36
ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,403814,2016.89
ASMS,BARTRONICS INDIA LIMITED,3631,0.53
ASPINWALL,ASPINWALL & CO LTD,126,0.36
ASTEC,ASTEC LIFESCIENCES LTD,354054,3430.55
ASTERDM,ASTER DM HEALTHCARE LTD.,492447,3204.03
ASTRAL,ASTRAL LIMITED,718992,11078.19
ASTRAMICRO,ASTRA MICROWAVE LTD,2154012,19813.79
ASTRAZEN,ASTRAZENECA PHARMA IND LT,29928,2469.15
ATALREAL,ATAL REALTECH LIMITED,1219000,260.78
ATAM,ATAM VALVES LIMITED,1849,2.04
ATGL,ADANI TOTAL GAS LIMITED,1755313,11920.46
ATHERENERG,ATHER ENERGY LIMITED,681756,4256.11
ATL,ALLCARGO TERMINALS LTD,901611,383.96
ATLANTAELE,ATLANTA ELECTRICALS LTD,78934,781.08
ATUL,ATUL LTD,253886,15713.53
ATULAUTO,ATUL AUTO LIMITED,275269,1383.63
AUBANK,AU SMALL FINANCE BANK LTD,525308,4053.67
AURIONPRO,AURIONPRO SOLN LTD,462218,5696.57
AUROPHARMA,AUROBINDO PHARMA LTD,471976,5593.36
AURUM,AURUM PROPTECH LIMITED,225743,408.19
AUTOAXLES,AUTOMOTIVE AXLES LIMITED,25028,451.23
AUTOBEES,NIPPONAMC - NETFAUTO,245868,670.57
AUTOIETF,ICICIPRAMC - ICICIAUTO,855059,233.75
AUTOIND,AUTOLINE INDUSTRIES LTD,65876,52.45
AVADHSUGAR,AVADH SUG & ENERGY LTD,155792,788.44
AVALON,AVALON TECHNOLOGIES LTD,350931,3605.23
AVANTEL,AVANTEL LIMITED,7152697,12744.55
AVANTIFEED,AVANTI FEEDS LIMITED,1227394,9174.67
AVG,AVG LOGISTICS LIMITED,1906,5.18
AVL,ADITYA VISION LIMITED,130654,689.37
AVONMORE,AVONMORE CAP&MGT SERV LTD,12160,2.30
AVROIND,AVRO INDIA LIMITED,1258,1.79
AVTNPL,AVT NATURAL PRODUCTS LTD,69893,60.21
AWFIS,AWFIS SPACE SOLUTIONS LTD,793620,4826.71
AWHCL,ANTONY WASTE HDG CELL LTD,278854,1643.02
AWL,AWL AGRI BUSINESS LIMITED,2976114,8426.10
AXISBANK,AXIS BANK LIMITED,943142,11162.71
AXISBNKETF,AXISAMC - AXISBNKETF,499,2.95
AXISBPSETF,AXISAMC - AXISBPSETF,3336,0.43
AXISCADES,AXISCADES TECH LTD,420,7.14
AXISCETF,AXISAMC - AXISCETF,12075,15.31
AXISGOLD,AXIS MF - AXIS GOLD ETF,2894310,2904.19
AXISHCETF,AXISAMC - AXISHCETF,7095,10.27
AXISILVER,AXISAMC - AXISILVER,881222,1432.41
AXISNIFTY,AXISAMC - AXISNIFTY,22877,64.80
AXISTECETF,AXISAMC - AXISTECETF,6221,24.91
AXISVALUE,AXISAMC - AXISVALUE,3621,1.10
AXITA,AXITA COTTON LIMITED,55827,6.96
AXSENSEX,AXISAMC - AXSENSEX,1842,1.57
AYMSYNTEX,AYM SYNTEX LIMITED,22138,42.54
AZAD,AZAD ENGINEERING LIMITED,561076,9421.55
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,403215,36013.72
BAJAJCON,BAJAJ CONSUMER CARE LTD,2098149,5476.25
BAJAJELEC,BAJAJ ELECT.LTD,465298,2681.00
BAJAJFINSV,BAJAJ FINSERV LTD.,789293,15975.36
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,906599,4488.29
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,23654251,28022.39
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25554073,6295.60
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,91632,11675.07
BAJAJINDEF,INDEF MANUFACTURING LTD,11994,45.90
BAJEL,BAJEL PROJECTS LIMITED,223085,454.49
BAJFINANCE,BAJAJ FINANCE LIMITED,3747054,36820.43
BALAJEE,SHREE TIRUPATI BALAJEE L,124995,64.19
BALAJITELE,BALAJI TELEFILMS LIMITED.,102444,126.67
BALAMINES,BALAJI AMINES LIMITED,292067,4665.91
BALAXI,BALAXI PHARMA LTD,71914,42.84
BALKRISIND,BALKRISHNA IND. LTD,146707,3689.82
BALMLAWRIE,BALMER LAWRIE & CO LTD,1729344,3844.95
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1028617,5240.64
BALUFORGE,BALU FORGE INDUSTRIES LTD,338092,2159.34
BANARBEADS,BANARAS BEADS LTD,350,0.48
BANARISUG,BANNARI AMMAN SUGARS LTD,654,23.89
BANCOINDIA,BANCO PRODUCTS (I) LTD,567826,4348.40
BANDHANBNK,BANDHAN BANK LIMITED,17438821,29431.55
BANKBARODA,BANK OF BARODA,5300089,13770.32
BANKBEES,NIP IND ETF BANK BEES,362990,2101.97
BANKBETF,BFAM - BANKBETF,25747,15.06
BANKETF,MIRAEAMC - BANKETF,13395,78.67
BANKETFADD,DSPAMC - DSPBANKETF,4276,2.50
BANKIETF,ICICIPRAMC - IPRU5008,208289,120.35
BANKINDIA,BANK OF INDIA,15590050,19518.11
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,10107,57.59
BANKPSU,MIRAEAMC - BANKPSU,16793,12.81
BANSALWIRE,BANSAL WIRE INDUSTRIES L,207978,809.92
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,170522,8753.11
BASML,BANNARI AM SPIN MILL LTD.,65305,19.69
BATAINDIA,BATA INDIA LTD,496396,5853.70
BAYERCROP,BAYER CROPSCIENCE LTD,98634,4965.22
BBETF0432,EDELAMC - BBETF0432,151,1.95
BBL,BHARAT BIJLEE LTD,104876,3068.68
BBNPNBETF,BARODABNP - BBNPNBETF,11,0.01
BBNPPGOLD,BARODABNP - BBNPPGOLD,24232,29.14
BBOX,BLACK BOX LIMITED,961690,5309.03
BBTC,BOMBAY BURMAH TRADING COR,235036,4619.23
BCLIND,BCL INDUSTRIES LIMITED,1629156,705.93
BCONCEPTS,BRAND CONCEPTS LIMITED,24,0.10
BDL,BHARAT DYNAMICS LIMITED,3590409,60830.39
BEARDSELL,BEARDSELL LIMITED,11951,4.15
BECTORFOOD,MRS BECTORS FOOD SPE LTD,183686,2620.00
BEDMUTHA,BEDMUTHA INDUST LTD,6328,8.94
BEL,BHARAT ELECTRONICS LTD,22102566,86852.98
BELLACASA,BELLA CASA FASH AND RET L,12564,52.40
BELRISE,BELRISE INDUSTRIES LTD,11752265,17428.36
BEML,BEML LIMITED,1485234,31922.29
BEPL,BHANSALI ENG. POLYMERS LT,2951924,3406.23
BERGEPAINT,BERGER PAINTS (I) LTD,210630,1187.20
BESTAGRO,BEST AGROLIFE LIMITED,79096,338.41
BFINVEST,BF INVESTMENT LIMITED,99531,524.92
BFSI,MIRAEAMC - MAFSETF,1038665,283.73
BFUTILITIE,BF UTILITIES LIMITED,13255,105.40
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,633532,1833.01
BHAGERIA,BHAGERIA INDUSTRIES LTD,154376,330.56
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,6516,9.83
BHANDARI,BHANDARI HOSIERY EXP LTD,907045,46.86
BHARATFORG,BHARAT FORGE LTD,638483,8487.51
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,19765,2146.90
BHARATSE,BHARAT SEATS LIMITED,39712,76.46
BHARATWIRE,BHARAT WIRE ROPES LTD.,936940,2078.35
BHARTIARTL,BHARTI AIRTEL LIMITED,627231,12506.86
BHARTIHEXA,BHARTI HEXACOM LIMITED,136086,2496.44
BHEL,BHEL,8466563,21496.56
BIGBLOC,BIGBLOC CONSTRUCTION LTD,68615,65.98
BIKAJI,BIKAJI FOODS INTERN LTD,587887,4492.18
BIOCON,BIOCON LIMITED.,2659104,10278.98
BIRLACABLE,BIRLA CABLE LIMITED,21595,37.45
BIRLACORPN,BIRLA CORPORATION LTD,301535,3913.71
BIRLAMONEY,ADITYA BIRLA MONEY LTD,41578,72.56
BIRLANU,BIRLANU LIMITED,45370,951.24
BLACKBUCK,BLACKBUCK LIMITED,1425873,9490.88
BLAL,BEML LAND ASSETS LIMITED,99037,224.80
BLISSGVS,BLISS GVS PHARMA LTD,689320,1111.53
BLKASHYAP,B.L.KASHYAP & SON LTD,762410,513.08
BLS,BLS INTL SERVS LTD,7333877,27030.00
BLSE,BLS E-SERVICES LIMITED,204801,413.45
BLUEDART,BLUE DART EXPRESS LTD,83398,5406.22
BLUEJET,BLUE JET HEALTHCARE LTD,2628733,18935.05
BLUESTARCO,BLUE STAR LIMITED,267236,5085.21
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,242973,1616.78
BLUSPRING,BLUSPRING ENTERPRISES LTD,255864,212.90
BMWVENTLTD,BMW VENTURES LIMITED,102521,71.91
BODALCHEM,BODAL CHEMICALS LTD,735245,529.15
BOMDYEING,BOMBAY DYEING & MFG. CO L,6572435,11053.70
BORANA,BORANA WEAVES LIMITED,65012,162.50
BOROLTD,BOROSIL LIMITED,395579,1451.04
BORORENEW,BOROSIL RENEWABLES LTD,1889692,11957.07
BOROSCI,BOROSIL SCIENTIFIC LTD,197539,274.09
BOSCHLTD,BOSCH LIMITED,18101,6974.37
BPCL,BHARAT PETROLEUM CORP  LT,2754336,9580.05
BPL,BPL LTD,56678,46.10
BRIGADE,BRIGADE ENTER. LTD,475007,5067.79
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,178310,151.42
BRITANNIA,BRITANNIA INDUSTRIES LTD,87508,5143.07
BRNL,BHARAT ROAD NETWORK LTD,1300,0.33
BSE,BSE LIMITED,2724740,69354.99
BSE500IETF,ICICIPRAMC - ICICI500,580992,229.13
BSHSL,BOMBAY SUPER HYBRID SEEDS,2916,4.89
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,400368,429.95
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,247319,72.97
BSLSENETFG,BIRLASLAMC - BSLSENETFG,811,0.68
BSOFT,BIRLASOFT LIMITED,4630914,20190.79
BUTTERFLY,BTRFLY GANDHI APPL LTD,19408,150.03
BYKE,THE BYKE HOSPITALITY LTD,14549,9.92
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2075968,4181.27
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,966775,2779.37
CAMS,COMPUTER AGE MNGT SER LTD,879490,35866.76
CANBK,CANARA BANK,23616894,28276.98
CANFINHOME,CAN FIN HOMES LTD,334176,2718.18
CANTABIL,CANTABIL RETAIL LTD,1306970,3398.89
CAPACITE,CAPACITE INFRAPROJECT LTD,1608095,5419.55
CAPITALSFB,CAPITAL SMALL FIN BANK L,127124,360.62
CAPLIPOINT,CAPLIN POINT LAB LTD.,130281,2717.08
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,356373,3503.77
CARERATING,CARE RATINGS LIMITED,165858,2867.06
CARRARO,CARRARO INDIA LIMITED,205392,1061.82
CARTRADE,CARTRADE TECH LIMITED,1000977,24636.22
CARYSIL,CARYSIL LIMITED,154104,1450.19
CASHIETF,ICICIPRAMC - CASHIETF,17,0.18
CASTROLIND,CASTROL INDIA LIMITED,8170595,17482.95
CCCL,CONS. CONST. CONSORT LTD,9922,2.33
CCL,CCL PRODUCTS (I) LTD,206381,1930.72
CDSL,CENTRAL DEPO SER (I) LTD,5257251,84794.05
CEATLTD,CEAT LIMITED,170278,6679.60
CEIGALL,CEIGALL INDIA LIMITED,669731,1804.92
CELLO,CELLO WORLD LIMITED,697145,4488.10
CEMPRO,CEMINDIA PROJECTS LIMITED,793528,5759.55
CENTENKA,CENTURY ENKA LTD,52203,288.01
CENTRALBK,CENTRAL BANK OF INDIA,38044513,15830.27
CENTRUM,CENTRUM CAPITAL LIMITED,108554,36.40
CENTUM,CENTUM ELECTRONICS LTD,67699,1730.78
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,89218,729.53
CERA,CERA SANITARYWARE LTD,56259,3636.73
CESC,CESC LTD,4206088,7251.86
CEWATER,CONCORD ENVIRO SYSTEMS L,78492,423.90
CGCL,CAPRI GLOBAL CAPITAL LTD,5399413,10137.68
CGPOWER,CG POWER AND IND SOL LTD,4165190,29431.51
CHALET,CHALET HOTELS LIMITED,295979,2781.43
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,4941147,26373.36
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,265861,691.71
CHEMFAB,CHEMFAB ALKALIS LIMITED,7361,48.44
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,223159,939.97
CHENNPETRO,CHENNAI PETROLEUM CORP LT,876617,7561.81
CHEVIOT,CHEVIOT COMPANY LIMITED,1583,20.61
CHOICEIN,CHOICE INTERNATIONAL LTD,1532746,11723.98
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,239451,3948.51
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,118411,2312.46
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,488110,2217.43
CIFL,CAPITAL INDIA FINANCE LTD,26558,9.96
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,64875,1005.71
CIPLA,CIPLA LTD,748581,11690.35
CLEAN,CLEAN SCIENCE & TECH LTD,1272535,15547.52
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,248397,750.10
CMSINFO,CMS INFO SYSTEMS LIMITED,956291,3819.89
COALINDIA,COAL INDIA LTD,11868846,47089.85
COASTCORP,COASTAL CORPORATION LTD,20589,8.21
COCHINSHIP,COCHIN SHIPYARD LIMITED,3163539,61976.10
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,939813,16694.86
COHANCE,COHANCE LIFESCIENCES LTD,1401626,11120.62
COLPAL,COLGATE PALMOLIVE LTD.,722913,17029.83
COMMOIETF,ICICIPRAMC - ICICICOMMO,59285,54.28
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,250,0.39
CONCOR,CONTAINER CORP OF IND LTD,3870204,22576.32
CONCORDBIO,CONCORD BIOTECH LIMITED,221352,3735.48
CONFIPET,CONFIDENCE PETRO IND LTD.,3675659,2196.63
CONS,KOTAKMAMC - KOTAKCONS,121,0.16
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1508,3.36
CONSUMBEES,NIP IND ETF CONSUMPTION,252098,340.80
CONSUMER,MIRAEAMC - CONSUMER,53897,6.59
CONSUMIETF,ICICIPRAMC - ICICICONSU,69243,85.98
CONTROLPR,CONTROL PRINT LIMITED,51965,410.51
CORALFINAC,CORAL INDIA FIN & HOUS LT,2000,0.88
CORDSCABLE,CORDS CABLE INDUS LTD.,9406,17.48
COROMANDEL,COROMANDEL INTERNTL. LTD,226430,5173.12
COSMOFIRST,COSMO FIRST LIMITED,457632,4522.46
CPCAP,CP CAPITAL LIMITED,25,0.10
CPPLUS,ADITYA INFOTECH LIMITED,35879,564.69
CPSEETF,CPSE ETF,2916487,2725.32
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,31976,2065.74
CREATIVE,CREATIVE NEWTECH LIMITED,318899,2164.15
CREDITACC,CREDITACCESS GRAMEEN LTD,452708,5873.94
CREST,CREST VENTURES LIMITED,28253,118.98
CRISIL,CRISIL LTD,79347,4119.44
CRIZAC,CRIZAC LIMITED,1027732,3172.74
CROMPTON,CROMPT GREA CON ELEC LTD,6481834,20481.50
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,633335,2459.17
CSLFINANCE,CSL FINANCE LIMITED,7682,24.39
CUB,CITY UNION BANK LTD,980336,2358.80
CUMMINSIND,CUMMINS INDIA LTD,142904,5839.65
CUPID,CUPID LIMITED,18306803,27842.91
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,1663,3.94
CYIENT,CYIENT LIMITED,841898,10772.93
CYIENTDLM,CYIENT DLM LIMITED,921608,4564.75
DABUR,DABUR INDIA LTD,1323275,7024.48
DALBHARAT,DALMIA BHARAT LIMITED,163451,3500.62
DALMIASUG,DALMIA BHARAT SUG IN LTD,12545,46.86
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1793228,4583.61
DATAMATICS,DATAMATICS GLOBAL SER LTD,422588,3706.67
DATAPATTNS,DATA PATTERNS INDIA LTD,407558,11525.05
DAVANGERE,DAVANGERE SUGAR COMPANY L,3542937,135.32
DBCORP,D.B.CORP LTD,154935,412.69
DBEIL,DEEPAK BUILDERS & ENG I L,222628,377.23
DBL,DILIP BUILDCON LIMITED,935276,4569.30
DBOL,DHAMPUR BIO ORGANICS LTD,37375,33.08
DBREALTY,VALOR ESTATE LIMITED,5041318,8801.96
