sebi_report_as_on_reporting_date_28nov2025,unnamed_1,unnamed_2,unnamed_3
BLISSGVS,BLISS GVS PHARMA LTD,736605,1205.68
BLKASHYAP,B.L.KASHYAP & SON LTD,759511,504.32
BLS,BLS INTL SERVS LTD,7232813,26598.67
BLSE,BLS E-SERVICES LIMITED,192957,392.55
BLUEDART,BLUE DART EXPRESS LTD,87027,5572.77
BLUEJET,BLUE JET HEALTHCARE LTD,2309469,16631.75
BLUESTARCO,BLUE STAR LIMITED,221863,4147.28
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,233087,1524.19
BLUSPRING,BLUSPRING ENTERPRISES LTD,238351,198.66
BMWVENTLTD,BMW VENTURES LIMITED,37546,25.85
BODALCHEM,BODAL CHEMICALS LTD,700094,496.26
BOMDYEING,BOMBAY DYEING & MFG. CO L,6543550,10962.29
BORANA,BORANA WEAVES LIMITED,39468,106.47
BOROLTD,BOROSIL LIMITED,389979,1422.41
BORORENEW,BOROSIL RENEWABLES LTD,1937291,12037.47
BOROSCI,BOROSIL SCIENTIFIC LTD,199631,275.87
BOSCHLTD,BOSCH LIMITED,19569,7488.94
BPCL,BHARAT PETROLEUM CORP  LT,2915197,10207.09
BPL,BPL LTD,47784,38.38
BRIGADE,BRIGADE ENTER. LTD,561846,5816.88
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,184242,155.96
BRITANNIA,BRITANNIA INDUSTRIES LTD,96310,5657.39
BRNL,BHARAT ROAD NETWORK LTD,1400,0.36
BSE,BSE LIMITED,2344627,60776.00
BSE500IETF,ICICIPRAMC - ICICI500,537046,211.78
BSHSL,BOMBAY SUPER HYBRID SEEDS,2938,4.91
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,345637,374.49
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,125511,36.86
BSLSENETFG,BIRLASLAMC - BSLSENETFG,483,0.40
BSOFT,BIRLASOFT LIMITED,4495442,19573.08
BUTTERFLY,BTRFLY GANDHI APPL LTD,18256,140.96
BYKE,THE BYKE HOSPITALITY LTD,14499,9.89
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2207983,4388.12
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,904204,2600.06
CAMS,COMPUTER AGE MNGT SER LTD,897011,36586.50
CANBK,CANARA BANK,22524493,27518.08
CANFINHOME,CAN FIN HOMES LTD,345322,2864.72
CANTABIL,CANTABIL RETAIL LTD,1366184,3545.27
CAPACITE,CAPACITE INFRAPROJECT LTD,1655555,5480.85
CAPITALSFB,CAPITAL SMALL FIN BANK L,130254,369.27
CAPLIPOINT,CAPLIN POINT LAB LTD.,128505,2668.41
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,387813,3758.20
CARERATING,CARE RATINGS LIMITED,139246,2454.08
CARRARO,CARRARO INDIA LIMITED,143460,738.88
CARTRADE,CARTRADE TECH LIMITED,1005775,24905.97
CARYSIL,CARYSIL LIMITED,175352,1682.01
CASHIETF,ICICIPRAMC - CASHIETF,17,0.18
CASTROLIND,CASTROL INDIA LIMITED,8020234,17130.58
CCCL,CONS. CONST. CONSORT LTD,9717,2.29
CCL,CCL PRODUCTS (I) LTD,213191,2003.95
CDSL,CENTRAL DEPO SER (I) LTD,5157431,83273.32
CEATLTD,CEAT LIMITED,171240,6717.15
CEIGALL,CEIGALL INDIA LIMITED,652464,1751.56
CELLO,CELLO WORLD LIMITED,738181,4715.69
CEMPRO,CEMINDIA PROJECTS LIMITED,736594,5296.60
CENTENKA,CENTURY ENKA LTD,49258,273.04
CENTRALBK,CENTRAL BANK OF INDIA,37571611,15608.91
CENTRUM,CENTRUM CAPITAL LIMITED,147907,48.53
CENTUM,CENTUM ELECTRONICS LTD,68369,1745.82
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,115039,941.18
CERA,CERA SANITARYWARE LTD,58013,3708.96
CESC,CESC LTD,4183452,7201.03
CEWATER,CONCORD ENVIRO SYSTEMS L,70690,381.25
CGCL,CAPRI GLOBAL CAPITAL LTD,5108179,9525.02
CGPOWER,CG POWER AND IND SOL LTD,4519497,31784.00
CHALET,CHALET HOTELS LIMITED,306329,2863.78
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5202176,27251.95
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,232112,595.80
CHEMFAB,CHEMFAB ALKALIS LIMITED,7229,47.49
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,244567,975.03
CHENNPETRO,CHENNAI PETROLEUM CORP LT,1021775,9217.95
CHEVIOT,CHEVIOT COMPANY LIMITED,1360,17.68
CHOICEIN,CHOICE INTERNATIONAL LTD,1545030,11824.81
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,247733,4112.85
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,133121,2557.34
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,444577,1988.26
CIFL,CAPITAL INDIA FINANCE LTD,25443,9.50
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,67151,1067.10
CIPLA,CIPLA LTD,687859,10746.49
CLEAN,CLEAN SCIENCE & TECH LTD,1281438,15537.86
CLEDUCATE,CL EDUCATE LIMITED,1,0.00
CLSEL,CHAMAN LAL SETIA EXP LTD,243819,733.22
CMSINFO,CMS INFO SYSTEMS LIMITED,925880,3693.28
COALINDIA,COAL INDIA LTD,12088127,47775.49
COASTCORP,COASTAL CORPORATION LTD,19231,7.74
COCHINSHIP,COCHIN SHIPYARD LIMITED,3175042,61857.98
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,590798,10543.62
COHANCE,COHANCE LIFESCIENCES LTD,1359446,10676.81
COLPAL,COLGATE PALMOLIVE LTD.,721159,16917.81
COMMOIETF,ICICIPRAMC - ICICICOMMO,57695,53.25
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,250,0.39
CONCOR,CONTAINER CORP OF IND LTD,4191802,24113.09
CONCORDBIO,CONCORD BIOTECH LIMITED,226475,3781.19
CONFIPET,CONFIDENCE PETRO IND LTD.,3587156,2148.40
CONS,KOTAKMAMC - KOTAKCONS,201,0.26
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1508,3.36
CONSUMBEES,NIP IND ETF CONSUMPTION,174759,237.60
CONSUMER,MIRAEAMC - CONSUMER,155476,18.95
CONSUMIETF,ICICIPRAMC - ICICICONSU,68801,86.04
CONTROLPR,CONTROL PRINT LIMITED,52251,411.83
CORALFINAC,CORAL INDIA FIN & HOUS LT,2486,1.07
CORDSCABLE,CORDS CABLE INDUS LTD.,7274,13.60
COROMANDEL,COROMANDEL INTERNTL. LTD,108191,2516.75
COSMOFIRST,COSMO FIRST LIMITED,441121,4304.84
CPCAP,CP CAPITAL LIMITED,0,0.00
CPPLUS,ADITYA INFOTECH LIMITED,46697,740.55
CPSEETF,CPSE ETF,2901371,2707.75
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,26768,1718.89
CREATIVE,CREATIVE NEWTECH LIMITED,317707,2156.45
CREDITACC,CREDITACCESS GRAMEEN LTD,428146,5537.64
CREST,CREST VENTURES LIMITED,29382,123.55
CRISIL,CRISIL LTD,85946,4387.75
CRIZAC,CRIZAC LIMITED,825090,2553.59
CROMPTON,CROMPT GREA CON ELEC LTD,6739973,20995.68
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,663334,2597.02
CSLFINANCE,CSL FINANCE LIMITED,7151,22.70
CUB,CITY UNION BANK LTD,1154535,2873.14
CUMMINSIND,CUMMINS INDIA LTD,128746,5285.84
CUPID,CUPID LIMITED,18302471,27956.19
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,1135,2.51
CYIENT,CYIENT LIMITED,855399,10897.70
CYIENTDLM,CYIENT DLM LIMITED,908974,4486.21
DABUR,DABUR INDIA LTD,1246031,6625.12
DALBHARAT,DALMIA BHARAT LIMITED,155927,3330.71
DALMIASUG,DALMIA BHARAT SUG IN LTD,17200,61.63
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1890599,4764.23
DATAMATICS,DATAMATICS GLOBAL SER LTD,412709,3599.58
DATAPATTNS,DATA PATTERNS INDIA LTD,439144,12609.29
DAVANGERE,DAVANGERE SUGAR COMPANY L,3698420,144.37
DBCORP,D.B.CORP LTD,155123,412.99
DBEIL,DEEPAK BUILDERS & ENG I L,224319,371.77
DBL,DILIP BUILDCON LIMITED,842901,4114.25
DBOL,DHAMPUR BIO ORGANICS LTD,41074,35.96
