sebi_report_as_on_reporting_date_02dec2025,unnamed_1,unnamed_2,unnamed_3
AXITA,AXITA COTTON LIMITED,285163,30.09
AXSENSEX,AXISAMC - AXSENSEX,1760,1.52
AYMSYNTEX,AYM SYNTEX LIMITED,22301,42.79
AZAD,AZAD ENGINEERING LIMITED,495240,8332.87
BAIDFIN,BAID FINSERV LIMITED,31629,3.93
BAJAJ-AUTO,BAJAJ AUTO LIMITED,392457,35244.98
BAJAJCON,BAJAJ CONSUMER CARE LTD,2334713,6135.80
BAJAJELEC,BAJAJ ELECT.LTD,488308,2770.11
BAJAJFINSV,BAJAJ FINSERV LTD.,763051,15498.33
BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,916342,4513.51
BAJAJHFL,BAJAJ HOUSING FINANCE LTD,36052338,39759.14
BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,25453281,6242.29
BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,121751,15000.84
BAJAJINDEF,INDEF MANUFACTURING LTD,10859,40.53
BAJEL,BAJEL PROJECTS LIMITED,227155,463.08
BAJFINANCE,BAJAJ FINANCE LIMITED,3495939,34340.44
BALAJEE,SHREE TIRUPATI BALAJEE L,118936,60.71
BALAJITELE,BALAJI TELEFILMS LIMITED.,284806,356.32
BALAMINES,BALAJI AMINES LIMITED,355917,5352.89
BALAXI,BALAXI PHARMA LTD,64986,38.39
BALKRISIND,BALKRISHNA IND. LTD,135986,3453.09
BALMLAWRIE,BALMER LAWRIE & CO LTD,1611216,3572.41
BALPHARMA,BAL PHARMA LTD.,2611,2.16
BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,1065494,5376.52
BALUFORGE,BALU FORGE INDUSTRIES LTD,284084,1832.29
BANARBEADS,BANARAS BEADS LTD,500,0.68
BANARISUG,BANNARI AMMAN SUGARS LTD,430,15.66
BANCOINDIA,BANCO PRODUCTS (I) LTD,745396,5553.15
BANDHANBNK,BANDHAN BANK LIMITED,17848872,29870.44
BANKBARODA,BANK OF BARODA,4867186,12754.49
BANKBEES,NIP IND ETF BANK BEES,381957,2245.62
BANKBETF,BFAM - BANKBETF,25083,14.76
BANKETF,MIRAEAMC - BANKETF,3731,21.58
BANKETFADD,DSPAMC - DSPBANKETF,4058,2.37
BANKIETF,ICICIPRAMC - IPRU5008,215360,126.53
BANKINDIA,BANK OF INDIA,15118786,19171.18
BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,11867,69.22
BANKPSU,MIRAEAMC - BANKPSU,17110,13.15
BANSALWIRE,BANSAL WIRE INDUSTRIES L,381567,1365.71
BANSWRAS,BANSWARA SYNTEX LIMITED,3127,5.05
BASF,BASF INDIA LTD,168342,8510.26
BASML,BANNARI AM SPIN MILL LTD.,59914,19.37
BATAINDIA,BATA INDIA LTD,531451,6137.70
BAYERCROP,BAYER CROPSCIENCE LTD,94977,4741.33
BBETF0432,EDELAMC - BBETF0432,23,0.30
BBL,BHARAT BIJLEE LTD,113413,3304.80
BBNPNBETF,BARODABNP - BBNPNBETF,1,0.00
BBNPPGOLD,BARODABNP - BBNPPGOLD,24015,28.90
BBOX,BLACK BOX LIMITED,944451,5210.41
BBTC,BOMBAY BURMAH TRADING COR,300563,5799.17
BCLIND,BCL INDUSTRIES LIMITED,1742344,726.45
BCONCEPTS,BRAND CONCEPTS LIMITED,22,0.09
BDL,BHARAT DYNAMICS LIMITED,3878685,64944.94
BEARDSELL,BEARDSELL LIMITED,5851,1.97
BECTORFOOD,MRS BECTORS FOOD SPE LTD,182281,2585.32
BEDMUTHA,BEDMUTHA INDUST LTD,7778,10.37
BEL,BHARAT ELECTRONICS LTD,23998886,94772.37
BELLACASA,BELLA CASA FASH AND RET L,10544,43.28
BELRISE,BELRISE INDUSTRIES LTD,11646866,17530.99
BEML,BEML LIMITED,1524333,32305.43
BEPL,BHANSALI ENG. POLYMERS LT,2903448,3325.12
BERGEPAINT,BERGER PAINTS (I) LTD,197196,1116.61
BESTAGRO,BEST AGROLIFE LIMITED,156319,658.81
BFINVEST,BF INVESTMENT LIMITED,97139,508.17
BFSI,MIRAEAMC - MAFSETF,954981,263.41
BFUTILITIE,BF UTILITIES LIMITED,7452,60.41
BGRENERGY,BGR ENERGY SYSTEMS LTD,1,0.00
BHAGCHEM,BHAGIRADHA CHEM & INDS L,761715,2154.27
BHAGERIA,BHAGERIA INDUSTRIES LTD,176772,366.03
BHAGYANGR,BHAGYANAGAR INDIA LIMITED,3500,5.42
BHANDARI,BHANDARI HOSIERY EXP LTD,908045,46.90
BHARATFORG,BHARAT FORGE LTD,555820,7546.46
BHARATGEAR,BHARAT GEARS LTD.,7227,9.24
BHARATRAS,BHARAT RASAYAN LTD,17789,1922.68
BHARATSE,BHARAT SEATS LIMITED,39921,76.78
BHARATWIRE,BHARAT WIRE ROPES LTD.,914262,2024.12
BHARTIARTL,BHARTI AIRTEL LIMITED,1093806,22586.71
BHARTIHEXA,BHARTI HEXACOM LIMITED,157265,2856.99
BHEL,BHEL,8166221,21102.45
BIGBLOC,BIGBLOC CONSTRUCTION LTD,53528,58.09
BIKAJI,BIKAJI FOODS INTERN LTD,563848,4295.59
BIOCON,BIOCON LIMITED.,3283461,12810.37
BIRLACABLE,BIRLA CABLE LIMITED,18333,31.79
BIRLACORPN,BIRLA CORPORATION LTD,327496,4186.54
BIRLAMONEY,ADITYA BIRLA MONEY LTD,40251,69.88
BIRLANU,BIRLANU LIMITED,42663,888.87
BLACKBUCK,BLACKBUCK LIMITED,1292365,8548.66
BLAL,BEML LAND ASSETS LIMITED,92437,210.98
BLISSGVS,BLISS GVS PHARMA LTD,741902,1203.59
BLKASHYAP,B.L.KASHYAP & SON LTD,735756,491.74
BLS,BLS INTL SERVS LTD,7142493,26291.81
BLSE,BLS E-SERVICES LIMITED,202764,415.54
BLUEDART,BLUE DART EXPRESS LTD,87232,5565.34
BLUEJET,BLUE JET HEALTHCARE LTD,2290743,16479.71
BLUESTARCO,BLUE STAR LIMITED,230503,4296.52
BLUESTONE,BLUESTONE JEWEL LFSTL LTD,228815,1497.23
BLUSPRING,BLUSPRING ENTERPRISES LTD,229626,191.24
BMWVENTLTD,BMW VENTURES LIMITED,39260,26.76
BODALCHEM,BODAL CHEMICALS LTD,703671,497.89
BOMDYEING,BOMBAY DYEING & MFG. CO L,6562911,10977.97
BORANA,BORANA WEAVES LIMITED,25119,69.47
BOROLTD,BOROSIL LIMITED,399481,1452.12
BORORENEW,BOROSIL RENEWABLES LTD,1949660,12090.78
BOROSCI,BOROSIL SCIENTIFIC LTD,208893,287.44
BOSCHLTD,BOSCH LIMITED,18418,7065.87
BPCL,BHARAT PETROLEUM CORP  LT,2992543,10481.64
BPL,BPL LTD,47784,38.38
BRIGADE,BRIGADE ENTER. LTD,566991,5844.90
BRIGHOTEL,BRIGADE HOTEL VENTURE LTD,187381,158.19
BRITANNIA,BRITANNIA INDUSTRIES LTD,93277,5477.62
BRNL,BHARAT ROAD NETWORK LTD,1900,0.48
BSE,BSE LIMITED,2383146,62187.93
BSE500IETF,ICICIPRAMC - ICICI500,534389,210.75
BSHSL,BOMBAY SUPER HYBRID SEEDS,2938,4.91
BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,323265,351.24
BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,144140,42.75
BSLSENETFG,BIRLASLAMC - BSLSENETFG,472,0.39
BSOFT,BIRLASOFT LIMITED,4231476,18549.28
BUTTERFLY,BTRFLY GANDHI APPL LTD,16262,125.30
BYKE,THE BYKE HOSPITALITY LTD,6199,4.02
CAMLINFINE,CAMLIN FINE SCIENCES LTD,2193784,4361.66
CAMPUS,CAMPUS ACTIVEWEAR LIMITED,895927,2577.10
CAMS,COMPUTER AGE MNGT SER LTD,919851,37402.93
CANBK,CANARA BANK,22743224,28008.20
CANFINHOME,CAN FIN HOMES LTD,331093,2746.51
CANHLIFE,CANARA HSBC LIFE INS CO L,13875,17.19
CANTABIL,CANTABIL RETAIL LTD,1362349,3535.56
CAPACITE,CAPACITE INFRAPROJECT LTD,1663581,5499.82
CAPITALSFB,CAPITAL SMALL FIN BANK L,131036,371.11
CAPLIPOINT,CAPLIN POINT LAB LTD.,132703,2747.75
CARBORUNIV,CARBORUNDUM UNIVERSAL LTD,363947,3548.93
CARERATING,CARE RATINGS LIMITED,139501,2451.11
CARRARO,CARRARO INDIA LIMITED,134362,694.40
CARTRADE,CARTRADE TECH LIMITED,1018636,25295.70
CARYSIL,CARYSIL LIMITED,164230,1581.65
CASHIETF,ICICIPRAMC - CASHIETF,1357,14.10
CASTROLIND,CASTROL INDIA LIMITED,8036530,17148.69
CCCL,CONS. CONST. CONSORT LTD,3367,0.79
CCL,CCL PRODUCTS (I) LTD,212107,1991.59
CDSL,CENTRAL DEPO SER (I) LTD,5282331,85240.31
CEATLTD,CEAT LIMITED,168809,6616.91
CEIGALL,CEIGALL INDIA LIMITED,658014,1763.04
CELLO,CELLO WORLD LIMITED,744850,4750.87
CEMPRO,CEMINDIA PROJECTS LIMITED,723746,5213.18
CENTENKA,CENTURY ENKA LTD,49143,272.16
CENTRALBK,CENTRAL BANK OF INDIA,36971182,15353.92
CENTRUM,CENTRUM CAPITAL LIMITED,111909,36.62
CENTUM,CENTUM ELECTRONICS LTD,69035,1761.45
CENTURYPLY,CENTURY PLYBOARDS (I) LTD,123519,1012.53
CERA,CERA SANITARYWARE LTD,59080,3763.13
CESC,CESC LTD,4051470,6972.75
CEWATER,CONCORD ENVIRO SYSTEMS L,70308,378.96
CGCL,CAPRI GLOBAL CAPITAL LTD,5015787,9344.19
CGPOWER,CG POWER AND IND SOL LTD,4565463,32029.82
CHALET,CHALET HOTELS LIMITED,304710,2846.07
CHAMBLFERT,CHAMBAL FERTILIZERS LTD,5173988,27072.62
CHEMBOND,CHEMBOND MATERIALTECH LTD,473,2.99
CHEMCON,CHEMCON SPECIAL CHEM LTD,225548,576.99
CHEMFAB,CHEMFAB ALKALIS LIMITED,6776,45.16
CHEMPLASTS,CHEMPLAST SANMAR LIMITED,245004,972.89
CHENNPETRO,CHENNAI PETROLEUM CORP LT,986339,8848.22
CHEVIOT,CHEVIOT COMPANY LIMITED,1337,17.42
CHOICEIN,CHOICE INTERNATIONAL LTD,1672088,12824.93
CHOLAFIN,CHOLAMANDALAM IN & FIN CO,274006,4569.57
CHOLAHLDNG,CHOLAMANDALAM FIN HOL LTD,99254,1919.31
CIEINDIA,CIE AUTOMOTIVE INDIA LTD,434437,1942.72
CIFL,CAPITAL INDIA FINANCE LTD,25793,9.62
CIGNITITEC,CIGNITI TECHNOLOGIES LTD,63705,1007.23
CIPLA,CIPLA LTD,709297,11071.36
CLEAN,CLEAN SCIENCE & TECH LTD,1289152,15582.24
CLEDUCATE,CL EDUCATE LIMITED,101,0.08
CLSEL,CHAMAN LAL SETIA EXP LTD,249152,746.58
CMSINFO,CMS INFO SYSTEMS LIMITED,927120,3690.64
COALINDIA,COAL INDIA LTD,11902866,47046.60
COASTCORP,COASTAL CORPORATION LTD,18731,7.51
COCHINSHIP,COCHIN SHIPYARD LIMITED,3172924,61749.57
COFFEEDAY,COFFEE DAY ENTERPRISE LTD,43117,21.08
COFORGE,COFORGE LIMITED,617311,11092.86
COHANCE,COHANCE LIFESCIENCES LTD,1363915,10660.39
COLPAL,COLGATE PALMOLIVE LTD.,727247,17026.52
COMMOIETF,ICICIPRAMC - ICICICOMMO,58826,54.31
COMPUSOFT,COMPUCOM SOFTWARE LTD,34581,7.46
COMSYN,COMMERCIAL SYN BAGS LTD,250,0.39
CONCOR,CONTAINER CORP OF IND LTD,4259073,24425.68
CONCORDBIO,CONCORD BIOTECH LIMITED,226207,3775.64
CONFIPET,CONFIDENCE PETRO IND LTD.,3615462,2155.06
CONS,KOTAKMAMC - KOTAKCONS,302,0.39
CONSOFINVT,CONSO. FIN. & HOLD. LTD.,1508,3.36
CONSUMBEES,NIP IND ETF CONSUMPTION,174491,237.29
CONSUMER,MIRAEAMC - CONSUMER,210111,25.57
CONSUMIETF,ICICIPRAMC - ICICICONSU,67580,84.49
CONTROLPR,CONTROL PRINT LIMITED,51505,405.94
CORALFINAC,CORAL INDIA FIN & HOUS LT,3053,1.30
CORDSCABLE,CORDS CABLE INDUS LTD.,7861,14.83
COROMANDEL,COROMANDEL INTERNTL. LTD,113197,2640.66
COSMOFIRST,COSMO FIRST LIMITED,440076,4294.09
CPPLUS,ADITYA INFOTECH LIMITED,49337,779.53
CPSEETF,CPSE ETF,2919394,2724.22
CRAFTSMAN,CRAFTSMAN AUTOMATION LTD,25439,1691.75
CRAMC,CANARA ROBECO AMC LIMITED,21331,64.66
CREATIVE,CREATIVE NEWTECH LIMITED,317814,2157.14
CREDITACC,CREDITACCESS GRAMEEN LTD,426407,5514.90
CREST,CREST VENTURES LIMITED,28148,118.69
CRISIL,CRISIL LTD,87815,4462.38
CRIZAC,CRIZAC LIMITED,825416,2554.68
CROMPTON,CROMPT GREA CON ELEC LTD,6899300,21369.72
CROWN,CROWN LIFTERS LIMITED,50,0.07
CSBBANK,CSB BANK LIMITED,655777,2565.55
CSLFINANCE,CSL FINANCE LIMITED,7185,22.80
CUB,CITY UNION BANK LTD,1405090,3585.60
CUMMINSIND,CUMMINS INDIA LTD,124100,5109.58
CUPID,CUPID LIMITED,18368280,28220.30
CYBERTECH,CYBERTECH SYSTEMS & SOFTW,135,0.31
CYIENT,CYIENT LIMITED,787572,10086.23
CYIENTDLM,CYIENT DLM LIMITED,849655,4202.48
DABUR,DABUR INDIA LTD,1277193,6782.04
DALBHARAT,DALMIA BHARAT LIMITED,159917,3408.75
DALMIASUG,DALMIA BHARAT SUG IN LTD,17684,63.12
DAMCAPITAL,DAM CAPITAL ADVISORS LTD,1929552,4807.30
DATAMATICS,DATAMATICS GLOBAL SER LTD,410648,3575.68
DATAPATTNS,DATA PATTERNS INDIA LTD,464141,13333.33
DAVANGERE,DAVANGERE SUGAR COMPANY L,5957888,241.29
DBCORP,D.B.CORP LTD,151819,404.07
DBEIL,DEEPAK BUILDERS & ENG I L,223041,369.66
DBL,DILIP BUILDCON LIMITED,860127,4191.54
DBOL,DHAMPUR BIO ORGANICS LTD,40572,35.55
